Time (UTC),Load (MW)
2024-10-11 18:55:00,49.9278
2024-10-11 19:00:00,49.9806
2024-10-11 19:05:00,49.4972
2024-10-11 19:10:00,49.2188
2024-10-11 19:20:00,49.0421
2024-10-11 19:25:00,49.3142
2024-10-11 19:30:00,48.5779
2024-10-11 19:40:00,47.6544
2024-10-11 19:45:00,47.7973
2024-10-11 19:50:00,47.8462
2024-10-11 19:55:00,47.7196
2024-10-11 20:00:00,47.5678
2024-10-11 20:05:00,48.4319
2024-10-11 20:10:00,47.3005
2024-10-11 20:15:00,47.2492
2024-10-11 20:20:00,46.48
2024-10-11 20:25:00,46.3498
2024-10-11 20:30:00,46.5557
2024-10-11 20:35:00,46.1232
2024-10-11 20:40:00,45.4675
2024-10-11 20:45:00,44.1412
2024-10-11 20:50:00,44.4431
2024-10-11 20:55:00,43.7269
2024-10-11 21:00:00,44.416
2024-10-11 21:05:00,44.4605
2024-10-11 21:10:00,44.0921
2024-10-11 21:15:00,43.6069
2024-10-11 21:20:00,43.6855
2024-10-11 21:25:00,43.6483
2024-10-11 21:30:00,44.7675
2024-10-11 21:35:00,44.3687
2024-10-11 21:40:00,44.2774
2024-10-11 21:45:00,44.8769
2024-10-11 21:50:00,44.4926
2024-10-11 21:55:00,44.3684
2024-10-11 22:00:00,44.1881
2024-10-11 22:05:00,43.947
2024-10-11 22:10:00,44.331
2024-10-11 22:15:00,45.0074
2024-10-11 22:20:00,44.93
2024-10-11 22:25:00,44.4187
2024-10-11 22:30:00,45.2197
2024-10-11 22:35:00,45.0591
2024-10-11 22:40:00,45.7726
2024-10-11 22:45:00,45.8607
2024-10-11 22:50:00,46.928
2024-10-11 22:55:00,47.4228
2024-10-11 23:00:00,46.5815
2024-10-11 23:05:00,46.9769
2024-10-11 23:10:00,47.1955
2024-10-11 23:15:00,46.905
2024-10-11 23:20:00,47.9388
2024-10-11 23:25:00,47.2058
2024-10-11 23:30:00,47.5448
2024-10-11 23:35:00,47.8293
2024-10-11 23:40:00,49.937
2024-10-11 23:45:00,49.6273
2024-10-11 23:50:00,50.2111
2024-10-11 23:55:00,51.1892
2024-10-12 00:00:00,51.5924
2024-10-12 00:05:00,51.9198
2024-10-12 00:10:00,50.8182
2024-10-12 00:15:00,51.8275
2024-10-12 00:20:00,52.4985
2024-10-12 00:25:00,53.2275
2024-10-12 00:30:00,53.1181
2024-10-12 00:35:00,52.3714
2024-10-12 00:40:00,53.4208
2024-10-12 00:45:00,52.683
2024-10-12 00:50:00,53.109
2024-10-12 00:55:00,52.8945
2024-10-12 01:00:00,53.2515
2024-10-12 01:05:00,53.521
2024-10-12 01:10:00,53.3514
2024-10-12 01:15:00,53.5818
2024-10-12 01:20:00,54.1801
2024-10-12 01:25:00,54.3915
2024-10-12 01:30:00,54.1387
2024-10-12 01:35:00,54.2842
2024-10-12 01:40:00,54.2384
2024-10-12 01:45:00,54.9121
2024-10-12 01:50:00,54.7871
2024-10-12 01:55:00,54.9499
2024-10-12 02:00:00,54.276
2024-10-12 02:05:00,54.9752
2024-10-12 02:10:00,55.3194
2024-10-12 02:20:00,56.3681
2024-10-12 02:25:00,56.2621
2024-10-12 02:30:00,56.7249
2024-10-12 02:35:00,55.9141
2024-10-12 02:40:00,55.939
2024-10-12 02:45:00,55.9568
2024-10-12 02:50:00,56.2486
2024-10-12 03:00:00,55.723
2024-10-12 03:05:00,56.0093
2024-10-12 03:10:00,55.8565
2024-10-12 03:15:00,56.0242
2024-10-12 03:20:00,55.2397
2024-10-12 03:25:00,55.3995
2024-10-12 03:30:00,54.9043
2024-10-12 03:35:00,54.9077
2024-10-12 03:40:00,54.555
2024-10-12 03:45:00,54.4449
2024-10-12 03:50:00,54.3037
2024-10-12 03:55:00,54.3592
2024-10-12 04:00:00,53.9477
2024-10-12 04:05:00,53.6675
2024-10-12 04:10:00,53.3904
2024-10-12 04:15:00,53.685
2024-10-12 04:20:00,53.3813
2024-10-12 04:25:00,52.9566
2024-10-12 04:30:00,52.8154
2024-10-12 04:35:00,53.3158
2024-10-12 04:40:00,53.1388
2024-10-12 04:45:00,52.9471
2024-10-12 04:50:00,52.4694
2024-10-12 04:55:00,52.597
2024-10-12 05:00:00,52.0509
2024-10-12 05:05:00,50.4059
2024-10-12 05:10:00,50.4678
2024-10-12 05:15:00,50.3536
2024-10-12 05:20:00,50.1491
2024-10-12 05:25:00,49.6784
2024-10-12 05:30:00,49.4406
2024-10-12 05:35:00,49.3184
2024-10-12 05:40:00,49.5488
2024-10-12 05:45:00,48.6627
2024-10-12 05:50:00,48.3624
2024-10-12 05:55:00,47.7734
2024-10-12 06:00:00,47.2202
2024-10-12 06:05:00,47.2114
2024-10-12 06:10:00,46.9874
2024-10-12 06:15:00,46.1197
2024-10-12 06:20:00,46.2938
2024-10-12 06:25:00,46.3512
2024-10-12 06:30:00,45.3788
2024-10-12 06:35:00,45.2106
2024-10-12 06:40:00,44.6545
2024-10-12 06:45:00,44.336
2024-10-12 06:50:00,44.5208
2024-10-12 06:55:00,44.3822
2024-10-12 07:00:00,44.0081
2024-10-12 07:05:00,44.2755
2024-10-12 07:10:00,44.6201
2024-10-12 07:15:00,44.0006
2024-10-12 07:20:00,43.2064
2024-10-12 07:25:00,43.3307
2024-10-12 07:30:00,43.6013
2024-10-12 07:35:00,43.0487
2024-10-12 07:40:00,42.6804
2024-10-12 07:45:00,42.0724
2024-10-12 07:50:00,42.3562
2024-10-12 07:55:00,42.9252
2024-10-12 08:00:00,43.0444
2024-10-12 08:05:00,42.568
2024-10-12 08:10:00,42.2892
2024-10-12 08:15:00,42.2664
2024-10-12 08:20:00,41.7007
2024-10-12 08:25:00,41.8723
2024-10-12 08:30:00,41.8128
2024-10-12 08:35:00,42.3611
2024-10-12 08:40:00,41.7269
2024-10-12 08:45:00,42.4495
2024-10-12 08:50:00,41.6308
2024-10-12 08:55:00,41.2866
2024-10-12 09:00:00,40.4199
2024-10-12 09:05:00,40.1968
2024-10-12 09:10:00,40.4733
2024-10-12 09:15:00,40.4814
2024-10-12 09:20:00,41.353
2024-10-12 09:25:00,40.9044
2024-10-12 09:30:00,41.6337
2024-10-12 09:35:00,41.3529
2024-10-12 09:40:00,40.4878
2024-10-12 09:45:00,39.8183
2024-10-12 09:55:00,39.485
2024-10-12 10:00:00,39.1738
2024-10-12 10:10:00,39.7178
2024-10-12 10:15:00,39.6721
2024-10-12 10:20:00,39.3975
2024-10-12 10:25:00,40.0547
2024-10-12 10:30:00,40.2298
2024-10-12 10:35:00,40.4282
2024-10-12 10:40:00,39.7306
2024-10-12 10:45:00,39.5329
2024-10-12 10:50:00,39.9627
2024-10-12 10:55:00,39.3959
2024-10-12 11:00:00,40.4545
2024-10-12 11:05:00,40.5443
2024-10-12 11:10:00,39.5389
2024-10-12 11:15:00,39.8531
2024-10-12 11:20:00,39.6341
2024-10-12 11:25:00,39.5255
2024-10-12 11:30:00,39.3554
2024-10-12 11:35:00,39.828
2024-10-12 11:40:00,39.4845
2024-10-12 11:45:00,39.8636
2024-10-12 11:50:00,39.6297
2024-10-12 11:55:00,40.0724
2024-10-12 12:00:00,40.6273
2024-10-12 12:05:00,40.7566
2024-10-12 12:10:00,41.4744
2024-10-12 12:15:00,41.8129
2024-10-12 12:20:00,42.7134
2024-10-12 12:25:00,43.156
2024-10-12 12:30:00,42.7861
2024-10-12 12:35:00,42.8843
2024-10-12 12:40:00,43.4759
2024-10-12 12:45:00,44.0186
2024-10-12 12:50:00,43.8322
2024-10-12 12:55:00,44.0466
2024-10-12 13:00:00,43.8884
2024-10-12 13:05:00,44.147
2024-10-12 13:10:00,44.8539
2024-10-12 13:15:00,45.7849
2024-10-12 13:20:00,44.2648
2024-10-12 13:25:00,44.7259
2024-10-12 13:30:00,44.7445
2024-10-12 13:35:00,45.278
2024-10-12 13:40:00,45.0959
2024-10-12 13:45:00,45.935
2024-10-12 13:50:00,45.698
2024-10-12 13:55:00,45.8274
2024-10-12 14:00:00,46.8343
2024-10-12 14:05:00,46.8171
2024-10-12 14:10:00,48.317
2024-10-12 14:15:00,48.4858
2024-10-12 14:20:00,48.1009
2024-10-12 14:25:00,48.6019
2024-10-12 14:30:00,48.7107
2024-10-12 14:35:00,48.5819
2024-10-12 14:40:00,49.6074
2024-10-12 14:45:00,49.8613
2024-10-12 14:50:00,50.0323
2024-10-12 14:55:00,50.1281
2024-10-12 15:00:00,50.2574
2024-10-12 15:05:00,50.5392
2024-10-12 15:10:00,51.3658
2024-10-12 15:15:00,52.6529
2024-10-12 15:20:00,52.1298
2024-10-12 15:25:00,52.8881
2024-10-12 15:30:00,52.7697
2024-10-12 15:35:00,52.9845
2024-10-12 15:40:00,53.8683
2024-10-12 15:45:00,53.5336
2024-10-12 15:50:00,52.7218
2024-10-12 15:55:00,53.2902
2024-10-12 16:05:00,54.7297
2024-10-12 16:10:00,54.5125
2024-10-12 16:15:00,54.7918
2024-10-12 16:20:00,55.328
2024-10-12 16:25:00,55.3931
2024-10-12 16:30:00,55.6397
2024-10-12 16:40:00,55.9039
2024-10-12 16:45:00,55.7453
2024-10-12 16:50:00,56.4175
2024-10-12 16:55:00,56.5693
2024-10-12 17:00:00,56.6521
2024-10-12 17:05:00,56.5484
2024-10-12 17:10:00,56.9822
2024-10-12 17:15:00,56.672
2024-10-12 17:20:00,57.0312
2024-10-12 17:25:00,56.9741
2024-10-12 17:30:00,57.185
2024-10-12 17:35:00,57.5635
2024-10-12 17:40:00,56.8459
2024-10-12 17:45:00,57.0654
2024-10-12 17:50:00,56.0679
2024-10-12 17:55:00,57.7561
2024-10-12 18:00:00,57.1725
2024-10-12 18:05:00,56.9112
2024-10-12 18:10:00,56.7203
2024-10-12 18:15:00,56.602
2024-10-12 18:20:00,57.3699
2024-10-12 18:25:00,57.1402
2024-10-12 18:30:00,56.4033
2024-10-12 18:35:00,56.7913
2024-10-12 18:40:00,56.1936
2024-10-12 18:45:00,56.0576
2024-10-12 18:50:00,55.9487
2024-10-12 18:55:00,56.1032
2024-10-12 19:00:00,55.8009
2024-10-12 19:05:00,55.1977
2024-10-12 19:10:00,55.4736
2024-10-12 19:15:00,55.5772
2024-10-12 19:20:00,55.2842
2024-10-12 19:25:00,55.0402
2024-10-12 19:30:00,54.956
2024-10-12 19:35:00,55.1928
2024-10-12 19:40:00,54.0483
2024-10-12 19:45:00,54.2898
2024-10-12 19:50:00,53.5539
2024-10-12 19:55:00,54.6074
2024-10-12 20:00:00,54.3724
2024-10-12 20:05:00,53.5166
2024-10-12 20:10:00,53.4394
2024-10-12 20:15:00,54.0007
2024-10-12 20:20:00,53.5006
2024-10-12 20:25:00,53.2154
2024-10-12 20:30:00,53.1962
2024-10-12 20:35:00,54.0454
2024-10-12 20:40:00,55.1185
2024-10-12 20:45:00,54.2432
2024-10-12 20:50:00,53.8132
2024-10-12 20:55:00,52.7642
2024-10-12 21:00:00,52.8846
2024-10-12 21:05:00,51.5767
2024-10-12 21:10:00,52.4787
2024-10-12 21:15:00,52.7707
2024-10-12 21:20:00,52.932
2024-10-12 21:25:00,52.9124
2024-10-12 21:30:00,54.0034
2024-10-12 21:35:00,53.9037
2024-10-12 21:40:00,53.9499
2024-10-12 21:45:00,52.5178
2024-10-12 21:50:00,53.9069
2024-10-12 21:55:00,54.4459
2024-10-12 22:00:00,54.3527
2024-10-12 22:05:00,54.0281
2024-10-12 22:10:00,53.6716
2024-10-12 22:15:00,53.3647
2024-10-12 22:20:00,53.4363
2024-10-12 22:25:00,52.7618
2024-10-12 22:30:00,52.3452
2024-10-12 22:35:00,52.2021
2024-10-12 22:40:00,53.1968
2024-10-12 22:45:00,52.3237
2024-10-12 22:50:00,52.2621
2024-10-12 22:55:00,50.9716
2024-10-12 23:00:00,51.8168
2024-10-12 23:05:00,52.884
2024-10-12 23:10:00,54.5732
2024-10-12 23:20:00,54.6645
2024-10-12 23:25:00,55.5998
2024-10-12 23:30:00,54.9265
2024-10-12 23:35:00,55.1155
2024-10-12 23:40:00,55.815
2024-10-12 23:45:00,56.0341
2024-10-12 23:50:00,55.6342
2024-10-12 23:55:00,55.8944
2024-10-13 00:00:00,55.6563
2024-10-13 00:05:00,56.2062
2024-10-13 00:10:00,55.8566
2024-10-13 00:15:00,55.5775
2024-10-13 00:20:00,55.3157
2024-10-13 00:25:00,55.9498
2024-10-13 00:30:00,56.0218
2024-10-13 00:35:00,55.4283
2024-10-13 00:40:00,55.8173
2024-10-13 00:45:00,55.5802
2024-10-13 00:50:00,55.6704
2024-10-13 00:55:00,55.1839
2024-10-13 01:00:00,54.5281
2024-10-13 01:05:00,54.7085
2024-10-13 01:10:00,54.5877
2024-10-13 01:15:00,54.6218
2024-10-13 01:20:00,54.3001
2024-10-13 01:25:00,54.5377
2024-10-13 01:30:00,55.1877
2024-10-13 01:35:00,54.8833
2024-10-13 01:40:00,54.3117
2024-10-13 01:45:00,54.9825
2024-10-13 01:50:00,54.8776
2024-10-13 01:55:00,54.758
2024-10-13 02:00:00,55.1078
2024-10-13 02:05:00,55.4983
2024-10-13 02:10:00,55.145
2024-10-13 02:15:00,55.8012
2024-10-13 02:20:00,55.0881
2024-10-13 02:25:00,55.582
2024-10-13 02:30:00,55.6494
2024-10-13 02:35:00,55.3072
2024-10-13 02:40:00,55.2393
2024-10-13 02:45:00,54.4752
2024-10-13 02:50:00,54.4871
2024-10-13 02:55:00,54.2475
2024-10-13 03:00:00,54.9128
2024-10-13 03:05:00,53.0455
2024-10-13 03:10:00,52.3025
2024-10-13 03:15:00,52.9581
2024-10-13 03:20:00,52.9233
2024-10-13 03:25:00,52.0892
2024-10-13 03:30:00,52.8369
2024-10-13 03:35:00,53.0726
2024-10-13 03:40:00,53.7714
2024-10-13 03:45:00,54.0227
2024-10-13 03:50:00,53.3402
2024-10-13 03:55:00,52.9024
2024-10-13 04:00:00,53.0646
2024-10-13 04:05:00,53.2399
2024-10-13 04:10:00,52.6321
2024-10-13 04:15:00,51.5899
2024-10-13 04:20:00,51.7617
2024-10-13 04:25:00,51.7392
2024-10-13 04:30:00,50.6716
2024-10-13 04:40:00,50.4156
2024-10-13 04:45:00,49.7994
2024-10-13 04:50:00,49.7315
2024-10-13 04:55:00,49.6135
2024-10-13 05:00:00,49.5694
2024-10-13 05:05:00,48.6394
2024-10-13 05:10:00,48.596
2024-10-13 05:15:00,48.928
2024-10-13 05:20:00,48.3438
2024-10-13 05:25:00,47.986
2024-10-13 05:30:00,48.0726
2024-10-13 05:35:00,47.5897
2024-10-13 05:40:00,48.1221
2024-10-13 05:45:00,48.5783
2024-10-13 05:50:00,47.8761
2024-10-13 05:55:00,48.1957
2024-10-13 06:00:00,48.4167
2024-10-13 06:05:00,47.9114
2024-10-13 06:10:00,47.5917
2024-10-13 06:15:00,47.4695
2024-10-13 06:20:00,46.6392
2024-10-13 06:25:00,46.5349
2024-10-13 06:30:00,46.5043
2024-10-13 06:35:00,46.1682
2024-10-13 06:40:00,45.8655
2024-10-13 06:45:00,45.3109
2024-10-13 06:50:00,45.802
2024-10-13 06:55:00,45.1152
2024-10-13 07:00:00,44.7578
2024-10-13 07:05:00,45.0488
2024-10-13 07:10:00,44.5059
2024-10-13 07:15:00,44.3094
2024-10-13 07:20:00,44.5905
2024-10-13 07:25:00,44.2894
2024-10-13 07:30:00,43.5415
2024-10-13 07:35:00,43.2733
2024-10-13 07:40:00,43.4135
2024-10-13 07:45:00,43.1465
2024-10-13 07:50:00,43.1447
2024-10-13 07:55:00,42.7218
2024-10-13 08:00:00,41.9478
2024-10-13 08:05:00,42.5423
2024-10-13 08:10:00,41.9713
2024-10-13 08:15:00,41.6064
2024-10-13 08:20:00,40.9948
2024-10-13 08:25:00,41.3245
2024-10-13 08:30:00,41.5443
2024-10-13 08:35:00,41.4195
2024-10-13 08:40:00,40.6156
2024-10-13 08:45:00,41.239
2024-10-13 08:50:00,41.2038
2024-10-13 08:55:00,40.6976
2024-10-13 09:00:00,41.6235
2024-10-13 09:05:00,41.345
2024-10-13 09:10:00,40.3056
2024-10-13 09:15:00,40.0616
2024-10-13 09:20:00,39.7474
2024-10-13 09:25:00,40.9149
2024-10-13 09:30:00,40.2338
2024-10-13 09:35:00,40.3271
2024-10-13 09:40:00,39.9775
2024-10-13 09:45:00,40.0241
2024-10-13 09:50:00,39.0759
