Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2014-12-31 23:00:00,0,3,1,2015,4271.0
2015-01-01 00:00:00,1,3,1,2015,4069.0
2015-01-01 01:00:00,2,3,1,2015,3755.0
2015-01-01 02:00:00,3,3,1,2015,3510.5
2015-01-01 03:00:00,4,3,1,2015,3426.5
2015-01-01 04:00:00,5,3,1,2015,3437.5
2015-01-01 05:00:00,6,3,1,2015,3496.5
2015-01-01 06:00:00,7,3,1,2015,3545.75
2015-01-01 07:00:00,8,3,1,2015,3670.75
2015-01-01 08:00:00,9,3,1,2015,3877.0
2015-01-01 09:00:00,10,3,1,2015,4066.5
2015-01-01 10:00:00,11,3,1,2015,4221.25
2015-01-01 11:00:00,12,3,1,2015,4285.0
2015-01-01 12:00:00,13,3,1,2015,4219.25
2015-01-01 13:00:00,14,3,1,2015,4232.0
2015-01-01 14:00:00,15,3,1,2015,4279.5
2015-01-01 15:00:00,16,3,1,2015,4585.0
2015-01-01 16:00:00,17,3,1,2015,4667.25
2015-01-01 17:00:00,18,3,1,2015,4632.75
2015-01-01 18:00:00,19,3,1,2015,4608.25
2015-01-01 19:00:00,20,3,1,2015,4513.5
2015-01-01 20:00:00,21,3,1,2015,4384.5
2015-01-01 21:00:00,22,3,1,2015,4206.25
2015-01-01 22:00:00,23,3,1,2015,4002.0
2015-01-01 23:00:00,0,4,1,2015,3756.0
2015-01-02 00:00:00,1,4,1,2015,3632.0
2015-01-02 01:00:00,2,4,1,2015,3426.0
2015-01-02 02:00:00,3,4,1,2015,3328.0
2015-01-02 03:00:00,4,4,1,2015,3359.75
2015-01-02 04:00:00,5,4,1,2015,3549.0
2015-01-02 05:00:00,6,4,1,2015,3840.0
2015-01-02 06:00:00,7,4,1,2015,4089.5
2015-01-02 07:00:00,8,4,1,2015,4328.75
2015-01-02 08:00:00,9,4,1,2015,4591.75
2015-01-02 09:00:00,10,4,1,2015,4737.25
2015-01-02 10:00:00,11,4,1,2015,4839.5
2015-01-02 11:00:00,12,4,1,2015,4889.75
2015-01-02 12:00:00,13,4,1,2015,4788.0
2015-01-02 13:00:00,14,4,1,2015,4740.25
2015-01-02 14:00:00,15,4,1,2015,4758.75
2015-01-02 15:00:00,16,4,1,2015,5056.75
2015-01-02 16:00:00,17,4,1,2015,5140.0
2015-01-02 17:00:00,18,4,1,2015,5065.5
2015-01-02 18:00:00,19,4,1,2015,5008.0
2015-01-02 19:00:00,20,4,1,2015,4848.0
2015-01-02 20:00:00,21,4,1,2015,4681.5
2015-01-02 21:00:00,22,4,1,2015,4456.0
2015-01-02 22:00:00,23,4,1,2015,4242.0
2015-01-02 23:00:00,0,5,1,2015,3965.25
2015-01-03 00:00:00,1,5,1,2015,3812.5
2015-01-03 01:00:00,2,5,1,2015,3605.75
2015-01-03 02:00:00,3,5,1,2015,3499.75
2015-01-03 03:00:00,4,5,1,2015,3514.75
2015-01-03 04:00:00,5,5,1,2015,3657.0
2015-01-03 05:00:00,6,5,1,2015,3888.25
2015-01-03 06:00:00,7,5,1,2015,4067.5
2015-01-03 07:00:00,8,5,1,2015,4281.75
2015-01-03 08:00:00,9,5,1,2015,4514.5
2015-01-03 09:00:00,10,5,1,2015,4638.5
2015-01-03 10:00:00,11,5,1,2015,4737.75
2015-01-03 11:00:00,12,5,1,2015,4788.25
2015-01-03 12:00:00,13,5,1,2015,4679.25
2015-01-03 13:00:00,14,5,1,2015,4636.5
2015-01-03 14:00:00,15,5,1,2015,4663.25
2015-01-03 15:00:00,16,5,1,2015,4993.5
2015-01-03 16:00:00,17,5,1,2015,5067.25
2015-01-03 17:00:00,18,5,1,2015,4988.5
2015-01-03 18:00:00,19,5,1,2015,4953.0
2015-01-03 19:00:00,20,5,1,2015,4808.75
2015-01-03 20:00:00,21,5,1,2015,4654.0
2015-01-03 21:00:00,22,5,1,2015,4470.25
2015-01-03 22:00:00,23,5,1,2015,4252.25
2015-01-03 23:00:00,0,6,1,2015,3976.25
2015-01-04 00:00:00,1,6,1,2015,3851.25
2015-01-04 01:00:00,2,6,1,2015,3651.25
2015-01-04 02:00:00,3,6,1,2015,3518.5
