Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2015-01-01 00:00:00,0,3,1,2015,26940.5
2015-01-01 01:00:00,1,3,1,2015,27165.5
2015-01-01 02:00:00,2,3,1,2015,24471.5
2015-01-01 03:00:00,3,3,1,2015,23003.0
2015-01-01 04:00:00,4,3,1,2015,21832.0
2015-01-01 05:00:00,5,3,1,2015,21183.5
2015-01-01 06:00:00,6,3,1,2015,20834.0
2015-01-01 07:00:00,7,3,1,2015,21890.5
2015-01-01 08:00:00,8,3,1,2015,23137.0
2015-01-01 09:00:00,9,3,1,2015,25205.5
2015-01-01 10:00:00,10,3,1,2015,27222.5
2015-01-01 11:00:00,11,3,1,2015,29048.5
2015-01-01 12:00:00,12,3,1,2015,31221.5
2015-01-01 13:00:00,13,3,1,2015,32189.0
2015-01-01 14:00:00,14,3,1,2015,32154.5
2015-01-01 15:00:00,15,3,1,2015,32472.0
2015-01-01 16:00:00,16,3,1,2015,34101.0
2015-01-01 17:00:00,17,3,1,2015,36046.5
2015-01-01 18:00:00,18,3,1,2015,35515.0
2015-01-01 19:00:00,19,3,1,2015,34439.5
2015-01-01 20:00:00,20,3,1,2015,32578.5
2015-01-01 21:00:00,21,3,1,2015,30286.0
2015-01-01 22:00:00,22,3,1,2015,28960.5
2015-01-01 23:00:00,23,3,1,2015,27592.5
2015-01-02 00:00:00,0,4,1,2015,25117.0
2015-01-02 01:00:00,1,4,1,2015,24390.5
2015-01-02 02:00:00,2,4,1,2015,22744.5
2015-01-02 03:00:00,3,4,1,2015,22411.0
2015-01-02 04:00:00,4,4,1,2015,21485.0
2015-01-02 05:00:00,5,4,1,2015,21842.5
2015-01-02 06:00:00,6,4,1,2015,23926.0
2015-01-02 07:00:00,7,4,1,2015,26232.5
2015-01-02 08:00:00,8,4,1,2015,28312.5
2015-01-02 09:00:00,9,4,1,2015,30917.0
2015-01-02 10:00:00,10,4,1,2015,32789.5
2015-01-02 11:00:00,11,4,1,2015,33885.5
2015-01-02 12:00:00,12,4,1,2015,34285.5
2015-01-02 13:00:00,13,4,1,2015,33966.0
2015-01-02 14:00:00,14,4,1,2015,33712.5
2015-01-02 15:00:00,15,4,1,2015,34211.5
2015-01-02 16:00:00,16,4,1,2015,36477.0
2015-01-02 17:00:00,17,4,1,2015,40397.5
2015-01-02 18:00:00,18,4,1,2015,40672.0
2015-01-02 19:00:00,19,4,1,2015,39703.5
2015-01-02 20:00:00,20,4,1,2015,37401.5
2015-01-02 21:00:00,21,4,1,2015,34459.5
2015-01-02 22:00:00,22,4,1,2015,31921.0
2015-01-02 23:00:00,23,4,1,2015,29282.5
2015-01-03 00:00:00,0,5,1,2015,26307.0
2015-01-03 01:00:00,1,5,1,2015,25089.5
2015-01-03 02:00:00,2,5,1,2015,22624.0
2015-01-03 03:00:00,3,5,1,2015,21501.5
2015-01-03 04:00:00,4,5,1,2015,20406.0
2015-01-03 05:00:00,5,5,1,2015,20261.0
2015-01-03 06:00:00,6,5,1,2015,21432.0
2015-01-03 07:00:00,7,5,1,2015,24739.0
2015-01-03 08:00:00,8,5,1,2015,27523.5
2015-01-03 09:00:00,9,5,1,2015,31037.5
2015-01-03 10:00:00,10,5,1,2015,34431.0
2015-01-03 11:00:00,11,5,1,2015,36180.0
2015-01-03 12:00:00,12,5,1,2015,37007.5
2015-01-03 13:00:00,13,5,1,2015,36518.5
2015-01-03 14:00:00,14,5,1,2015,35414.5
2015-01-03 15:00:00,15,5,1,2015,34837.0
2015-01-03 16:00:00,16,5,1,2015,36524.0
2015-01-03 17:00:00,17,5,1,2015,40160.5
2015-01-03 18:00:00,18,5,1,2015,40723.0
2015-01-03 19:00:00,19,5,1,2015,39402.0
2015-01-03 20:00:00,20,5,1,2015,37055.0
2015-01-03 21:00:00,21,5,1,2015,34521.0
2015-01-03 22:00:00,22,5,1,2015,31390.0
2015-01-03 23:00:00,23,5,1,2015,29151.0
2015-01-04 00:00:00,0,6,1,2015,29669.5
2015-01-04 01:00:00,1,6,1,2015,25912.5
2015-01-04 02:00:00,2,6,1,2015,23734.5
2015-01-04 03:00:00,3,6,1,2015,22893.5
2015-01-04 04:00:00,4,6,1,2015,21557.0
2015-01-04 05:00:00,5,6,1,2015,21022.5
2015-01-04 06:00:00,6,6,1,2015,21357.5
2015-01-04 07:00:00,7,6,1,2015,22496.5
2015-01-04 08:00:00,8,6,1,2015,24559.5
2015-01-04 09:00:00,9,6,1,2015,27945.0
2015-01-04 10:00:00,10,6,1,2015,31655.0
2015-01-04 11:00:00,11,6,1,2015,34000.5
2015-01-04 12:00:00,12,6,1,2015,35463.0
2015-01-04 13:00:00,13,6,1,2015,35942.0
2015-01-04 14:00:00,14,6,1,2015,35596.5
2015-01-04 15:00:00,15,6,1,2015,36086.5
2015-01-04 16:00:00,16,6,1,2015,38299.5
2015-01-04 17:00:00,17,6,1,2015,41707.5
2015-01-04 18:00:00,18,6,1,2015,41608.0
2015-01-04 19:00:00,19,6,1,2015,39810.0
2015-01-04 20:00:00,20,6,1,2015,37532.5
2015-01-04 21:00:00,21,6,1,2015,34631.5
2015-01-04 22:00:00,22,6,1,2015,30896.0
2015-01-04 23:00:00,23,6,1,2015,27816.0
2015-01-05 00:00:00,0,0,1,2015,31055.0
2015-01-05 01:00:00,1,0,1,2015,30697.0
2015-01-05 02:00:00,2,0,1,2015,29318.5
2015-01-05 03:00:00,3,0,1,2015,28777.0
2015-01-05 04:00:00,4,0,1,2015,27530.0
2015-01-05 05:00:00,5,0,1,2015,27864.5
2015-01-05 06:00:00,6,0,1,2015,32041.0
2015-01-05 07:00:00,7,0,1,2015,39264.0
2015-01-05 08:00:00,8,0,1,2015,44419.5
2015-01-05 09:00:00,9,0,1,2015,46410.5
2015-01-05 10:00:00,10,0,1,2015,47268.5
2015-01-05 11:00:00,11,0,1,2015,47873.5
2015-01-05 12:00:00,12,0,1,2015,48242.0
2015-01-05 13:00:00,13,0,1,2015,48264.0
2015-01-05 14:00:00,14,0,1,2015,48032.5
2015-01-05 15:00:00,15,0,1,2015,48059.0
2015-01-05 16:00:00,16,0,1,2015,49791.0
2015-01-05 17:00:00,17,0,1,2015,52053.0
2015-01-05 18:00:00,18,0,1,2015,51737.5
2015-01-05 19:00:00,19,0,1,2015,50966.0
2015-01-05 20:00:00,20,0,1,2015,48162.0
2015-01-05 21:00:00,21,0,1,2015,44515.0
2015-01-05 22:00:00,22,0,1,2015,39960.0
2015-01-05 23:00:00,23,0,1,2015,35224.5
2015-01-06 00:00:00,0,1,1,2015,32159.5
2015-01-06 01:00:00,1,1,1,2015,31627.0
2015-01-06 02:00:00,2,1,1,2015,30038.5
2015-01-06 03:00:00,3,1,1,2015,29171.5
2015-01-06 04:00:00,4,1,1,2015,28159.5
2015-01-06 05:00:00,5,1,1,2015,28158.0
2015-01-06 06:00:00,6,1,1,2015,32242.0
2015-01-06 07:00:00,7,1,1,2015,39708.5
2015-01-06 08:00:00,8,1,1,2015,44686.5
2015-01-06 09:00:00,9,1,1,2015,45990.5
2015-01-06 10:00:00,10,1,1,2015,46794.5
2015-01-06 11:00:00,11,1,1,2015,46896.5
2015-01-06 12:00:00,12,1,1,2015,46927.0
2015-01-06 13:00:00,13,1,1,2015,46628.5
2015-01-06 14:00:00,14,1,1,2015,46281.5
2015-01-06 15:00:00,15,1,1,2015,46173.0
2015-01-06 16:00:00,16,1,1,2015,48030.5
2015-01-06 17:00:00,17,1,1,2015,51813.5
2015-01-06 18:00:00,18,1,1,2015,51818.0
2015-01-06 19:00:00,19,1,1,2015,51300.5
2015-01-06 20:00:00,20,1,1,2015,48733.5
2015-01-06 21:00:00,21,1,1,2015,45028.0
2015-01-06 22:00:00,22,1,1,2015,40550.0
2015-01-06 23:00:00,23,1,1,2015,36108.0
2015-01-07 00:00:00,0,2,1,2015,32698.5
2015-01-07 01:00:00,1,2,1,2015,32413.0
2015-01-07 02:00:00,2,2,1,2015,30988.5
2015-01-07 03:00:00,3,2,1,2015,30064.0
2015-01-07 04:00:00,4,2,1,2015,28297.0
2015-01-07 05:00:00,5,2,1,2015,27600.0
2015-01-07 06:00:00,6,2,1,2015,31434.0
2015-01-07 07:00:00,7,2,1,2015,39845.0
2015-01-07 08:00:00,8,2,1,2015,45502.0
2015-01-07 09:00:00,9,2,1,2015,46339.5
2015-01-07 10:00:00,10,2,1,2015,47365.0
2015-01-07 11:00:00,11,2,1,2015,47844.5
2015-01-07 12:00:00,12,2,1,2015,48444.0
2015-01-07 13:00:00,13,2,1,2015,48360.0
2015-01-07 14:00:00,14,2,1,2015,48482.5
2015-01-07 15:00:00,15,2,1,2015,47993.0
2015-01-07 16:00:00,16,2,1,2015,50335.0
2015-01-07 17:00:00,17,2,1,2015,53523.5
2015-01-07 18:00:00,18,2,1,2015,53092.5
2015-01-07 19:00:00,19,2,1,2015,51337.0
