Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2014-12-31 23:00:00,0,3,1,2015,6068.5
2015-01-01 00:00:00,1,3,1,2015,5963.5
2015-01-01 01:00:00,2,3,1,2015,5726.25
2015-01-01 02:00:00,3,3,1,2015,5347.0
2015-01-01 03:00:00,4,3,1,2015,5249.0
2015-01-01 04:00:00,5,3,1,2015,5308.5
2015-01-01 05:00:00,6,3,1,2015,5574.75
2015-01-01 06:00:00,7,3,1,2015,5925.5
2015-01-01 07:00:00,8,3,1,2015,6343.0
2015-01-01 08:00:00,9,3,1,2015,6881.75
2015-01-01 09:00:00,10,3,1,2015,6963.0
2015-01-01 10:00:00,11,3,1,2015,7110.0
2015-01-01 11:00:00,12,3,1,2015,7136.0
2015-01-01 12:00:00,13,3,1,2015,7013.25
2015-01-01 13:00:00,14,3,1,2015,6734.75
2015-01-01 14:00:00,15,3,1,2015,6543.25
2015-01-01 15:00:00,16,3,1,2015,6603.25
2015-01-01 16:00:00,17,3,1,2015,6734.5
2015-01-01 17:00:00,18,3,1,2015,6625.75
2015-01-01 18:00:00,19,3,1,2015,6738.5
2015-01-01 19:00:00,20,3,1,2015,6654.0
2015-01-01 20:00:00,21,3,1,2015,6255.0
2015-01-01 21:00:00,22,3,1,2015,6221.5
2015-01-01 22:00:00,23,3,1,2015,5864.0
2015-01-01 23:00:00,0,4,1,2015,5533.25
2015-01-02 00:00:00,1,4,1,2015,5205.25
2015-01-02 01:00:00,2,4,1,2015,4971.25
2015-01-02 02:00:00,3,4,1,2015,4668.75
2015-01-02 03:00:00,4,4,1,2015,4755.5
2015-01-02 04:00:00,5,4,1,2015,5080.5
2015-01-02 05:00:00,6,4,1,2015,5421.75
2015-01-02 06:00:00,7,4,1,2015,5855.5
2015-01-02 07:00:00,8,4,1,2015,6366.0
2015-01-02 08:00:00,9,4,1,2015,6431.25
2015-01-02 09:00:00,10,4,1,2015,6699.25
2015-01-02 10:00:00,11,4,1,2015,6542.75
2015-01-02 11:00:00,12,4,1,2015,6310.75
2015-01-02 12:00:00,13,4,1,2015,6257.5
2015-01-02 13:00:00,14,4,1,2015,6306.75
2015-01-02 14:00:00,15,4,1,2015,6501.75
2015-01-02 15:00:00,16,4,1,2015,6888.75
2015-01-02 16:00:00,17,4,1,2015,5972.25
2015-01-02 17:00:00,18,4,1,2015,5892.0
