Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2014-12-31 22:00:00,0,3,1,2015,9632.0
2014-12-31 23:00:00,1,3,1,2015,9229.0
2015-01-01 00:00:00,2,3,1,2015,8893.0
2015-01-01 01:00:00,3,3,1,2015,8735.0
2015-01-01 02:00:00,4,3,1,2015,8626.0
2015-01-01 03:00:00,5,3,1,2015,8674.0
2015-01-01 04:00:00,6,3,1,2015,8845.0
2015-01-01 05:00:00,7,3,1,2015,8877.0
2015-01-01 06:00:00,8,3,1,2015,9044.0
2015-01-01 07:00:00,9,3,1,2015,8994.0
2015-01-01 08:00:00,10,3,1,2015,9074.0
2015-01-01 09:00:00,11,3,1,2015,9205.0
2015-01-01 10:00:00,12,3,1,2015,9307.0
2015-01-01 11:00:00,13,3,1,2015,9338.0
2015-01-01 12:00:00,14,3,1,2015,9456.0
2015-01-01 13:00:00,15,3,1,2015,9831.0
2015-01-01 14:00:00,16,3,1,2015,10159.0
2015-01-01 15:00:00,17,3,1,2015,10188.0
2015-01-01 16:00:00,18,3,1,2015,10206.0
2015-01-01 17:00:00,19,3,1,2015,10184.0
2015-01-01 18:00:00,20,3,1,2015,10023.0
2015-01-01 19:00:00,21,3,1,2015,9747.0
2015-01-01 20:00:00,22,3,1,2015,9996.0
2015-01-01 21:00:00,23,3,1,2015,9830.0
2015-01-01 22:00:00,0,4,1,2015,9366.0
2015-01-01 23:00:00,1,4,1,2015,8956.0
2015-01-02 00:00:00,2,4,1,2015,8721.0
2015-01-02 01:00:00,3,4,1,2015,8662.0
2015-01-02 02:00:00,4,4,1,2015,8739.0
2015-01-02 03:00:00,5,4,1,2015,9006.0
2015-01-02 04:00:00,6,4,1,2015,9608.0
2015-01-02 05:00:00,7,4,1,2015,10012.0
2015-01-02 06:00:00,8,4,1,2015,10333.0
2015-01-02 07:00:00,9,4,1,2015,10443.0
2015-01-02 08:00:00,10,4,1,2015,10340.0
2015-01-02 09:00:00,11,4,1,2015,10288.0
2015-01-02 10:00:00,12,4,1,2015,10266.0
2015-01-02 11:00:00,13,4,1,2015,10329.0
2015-01-02 12:00:00,14,4,1,2015,10498.0
2015-01-02 13:00:00,15,4,1,2015,10748.0
2015-01-02 14:00:00,16,4,1,2015,10945.0
2015-01-02 15:00:00,17,4,1,2015,10903.0
2015-01-02 16:00:00,18,4,1,2015,10911.0
2015-01-02 17:00:00,19,4,1,2015,10843.0
2015-01-02 18:00:00,20,4,1,2015,
2015-01-02 19:00:00,21,4,1,2015,10231.0
2015-01-02 20:00:00,22,4,1,2015,10306.0
2015-01-02 21:00:00,23,4,1,2015,10105.0
2015-01-02 22:00:00,0,5,1,2015,9660.0
2015-01-02 23:00:00,1,5,1,2015,9218.0
2015-01-03 00:00:00,2,5,1,2015,8972.0
2015-01-03 01:00:00,3,5,1,2015,8880.0
2015-01-03 02:00:00,4,5,1,2015,8847.0
2015-01-03 03:00:00,5,5,1,2015,8922.0
2015-01-03 04:00:00,6,5,1,2015,9220.0
2015-01-03 05:00:00,7,5,1,2015,9312.0
2015-01-03 06:00:00,8,5,1,2015,9591.0
2015-01-03 07:00:00,9,5,1,2015,9663.0
2015-01-03 08:00:00,10,5,1,2015,9742.0
2015-01-03 09:00:00,11,5,1,2015,9850.0
2015-01-03 10:00:00,12,5,1,2015,9908.0
2015-01-03 11:00:00,13,5,1,2015,9979.0
2015-01-03 12:00:00,14,5,1,2015,10033.0
2015-01-03 13:00:00,15,5,1,2015,10445.0
2015-01-03 14:00:00,16,5,1,2015,10853.0
2015-01-03 15:00:00,17,5,1,2015,10955.0
2015-01-03 16:00:00,18,5,1,2015,11077.0
2015-01-03 17:00:00,19,5,1,2015,10995.0
2015-01-03 18:00:00,20,5,1,2015,10657.0
2015-01-03 19:00:00,21,5,1,2015,10238.0
2015-01-03 20:00:00,22,5,1,2015,10420.0
2015-01-03 21:00:00,23,5,1,2015,10280.0
2015-01-03 22:00:00,0,6,1,2015,9835.0
2015-01-03 23:00:00,1,6,1,2015,9413.0
2015-01-04 00:00:00,2,6,1,2015,9219.0
2015-01-04 01:00:00,3,6,1,2015,9097.0
2015-01-04 02:00:00,4,6,1,2015,9118.0
2015-01-04 03:00:00,5,6,1,2015,9174.0
2015-01-04 04:00:00,6,6,1,2015,9363.0
2015-01-04 05:00:00,7,6,1,2015,9385.0
2015-01-04 06:00:00,8,6,1,2015,9640.0
2015-01-04 07:00:00,9,6,1,2015,9726.0
2015-01-04 08:00:00,10,6,1,2015,10011.0
2015-01-04 09:00:00,11,6,1,2015,10233.0
2015-01-04 10:00:00,12,6,1,2015,10348.0
2015-01-04 11:00:00,13,6,1,2015,10320.0
2015-01-04 12:00:00,14,6,1,2015,10334.0
2015-01-04 13:00:00,15,6,1,2015,10621.0
2015-01-04 14:00:00,16,6,1,2015,11028.0
2015-01-04 15:00:00,17,6,1,2015,11135.0
2015-01-04 16:00:00,18,6,1,2015,11111.0
2015-01-04 17:00:00,19,6,1,2015,11071.0
2015-01-04 18:00:00,20,6,1,2015,10915.0
2015-01-04 19:00:00,21,6,1,2015,10680.0
2015-01-04 20:00:00,22,6,1,2015,10950.0
2015-01-04 21:00:00,23,6,1,2015,10823.0
2015-01-04 22:00:00,0,0,1,2015,10434.0
2015-01-04 23:00:00,1,0,1,2015,10116.0
2015-01-05 00:00:00,2,0,1,2015,9976.0
2015-01-05 01:00:00,3,0,1,2015,9889.0
2015-01-05 02:00:00,4,0,1,2015,10087.0
2015-01-05 03:00:00,5,0,1,2015,10494.0
2015-01-05 04:00:00,6,0,1,2015,11322.0
2015-01-05 05:00:00,7,0,1,2015,11759.0
2015-01-05 06:00:00,8,0,1,2015,12194.0
2015-01-05 07:00:00,9,0,1,2015,12257.0
2015-01-05 08:00:00,10,0,1,2015,12268.0
2015-01-05 09:00:00,11,0,1,2015,12271.0
2015-01-05 10:00:00,12,0,1,2015,12298.0
2015-01-05 11:00:00,13,0,1,2015,12298.0
2015-01-05 12:00:00,14,0,1,2015,12215.0
2015-01-05 13:00:00,15,0,1,2015,12411.0
2015-01-05 14:00:00,16,0,1,2015,12750.0
2015-01-05 15:00:00,17,0,1,2015,12862.0
2015-01-05 16:00:00,18,0,1,2015,12793.0
2015-01-05 17:00:00,19,0,1,2015,12806.0
2015-01-05 18:00:00,20,0,1,2015,12787.0
2015-01-05 19:00:00,21,0,1,2015,12394.0
2015-01-05 20:00:00,22,0,1,2015,12513.0
2015-01-05 21:00:00,23,0,1,2015,12378.0
2015-01-05 22:00:00,0,1,1,2015,11927.0
2015-01-05 23:00:00,1,1,1,2015,11553.0
2015-01-06 00:00:00,2,1,1,2015,11315.0
2015-01-06 01:00:00,3,1,1,2015,11226.0
2015-01-06 02:00:00,4,1,1,2015,11254.0
2015-01-06 03:00:00,5,1,1,2015,11426.0
2015-01-06 04:00:00,6,1,1,2015,11733.0
2015-01-06 05:00:00,7,1,1,2015,11730.0
2015-01-06 06:00:00,8,1,1,2015,11982.0
2015-01-06 07:00:00,9,1,1,2015,11946.0
2015-01-06 08:00:00,10,1,1,2015,12070.0
2015-01-06 09:00:00,11,1,1,2015,12116.0
2015-01-06 10:00:00,12,1,1,2015,12052.0
2015-01-06 11:00:00,13,1,1,2015,12030.0
2015-01-06 12:00:00,14,1,1,2015,12213.0
2015-01-06 13:00:00,15,1,1,2015,12389.0
2015-01-06 14:00:00,16,1,1,2015,12881.0
2015-01-06 15:00:00,17,1,1,2015,12945.0
2015-01-06 16:00:00,18,1,1,2015,12918.0
2015-01-06 17:00:00,19,1,1,2015,12872.0
2015-01-06 18:00:00,20,1,1,2015,12594.0
2015-01-06 19:00:00,21,1,1,2015,12129.0
2015-01-06 20:00:00,22,1,1,2015,12178.0
2015-01-06 21:00:00,23,1,1,2015,12005.0
2015-01-06 22:00:00,0,2,1,2015,11505.0
2015-01-06 23:00:00,1,2,1,2015,11061.0
2015-01-07 00:00:00,2,2,1,2015,10784.0
2015-01-07 01:00:00,3,2,1,2015,10631.0
2015-01-07 02:00:00,4,2,1,2015,10662.0
2015-01-07 03:00:00,5,2,1,2015,11011.0
2015-01-07 04:00:00,6,2,1,2015,11848.0
2015-01-07 05:00:00,7,2,1,2015,12330.0
2015-01-07 06:00:00,8,2,1,2015,12622.0
2015-01-07 07:00:00,9,2,1,2015,12548.0
2015-01-07 08:00:00,10,2,1,2015,12304.0
2015-01-07 09:00:00,11,2,1,2015,12141.0
2015-01-07 10:00:00,12,2,1,2015,12188.0
2015-01-07 11:00:00,13,2,1,2015,12151.0
2015-01-07 12:00:00,14,2,1,2015,12112.0
2015-01-07 13:00:00,15,2,1,2015,12230.0
2015-01-07 14:00:00,16,2,1,2015,12370.0
2015-01-07 15:00:00,17,2,1,2015,12323.0
2015-01-07 16:00:00,18,2,1,2015,12150.0
2015-01-07 17:00:00,19,2,1,2015,12102.0
2015-01-07 18:00:00,20,2,1,2015,11946.0
2015-01-07 19:00:00,21,2,1,2015,11395.0
2015-01-07 20:00:00,22,2,1,2015,11387.0
2015-01-07 21:00:00,23,2,1,2015,11070.0
2015-01-07 22:00:00,0,3,1,2015,10541.0
2015-01-07 23:00:00,1,3,1,2015,10186.0
2015-01-08 00:00:00,2,3,1,2015,9916.0
2015-01-08 01:00:00,3,3,1,2015,9803.0
2015-01-08 02:00:00,4,3,1,2015,9816.0
2015-01-08 03:00:00,5,3,1,2015,10168.0
2015-01-08 04:00:00,6,3,1,2015,11039.0
2015-01-08 05:00:00,7,3,1,2015,11616.0
2015-01-08 06:00:00,8,3,1,2015,11880.0
2015-01-08 07:00:00,9,3,1,2015,11723.0
2015-01-08 08:00:00,10,3,1,2015,11489.0
2015-01-08 09:00:00,11,3,1,2015,11441.0
2015-01-08 10:00:00,12,3,1,2015,11473.0
2015-01-08 11:00:00,13,3,1,2015,11554.0
2015-01-08 12:00:00,14,3,1,2015,11616.0
2015-01-08 13:00:00,15,3,1,2015,11697.0
2015-01-08 14:00:00,16,3,1,2015,11789.0
2015-01-08 15:00:00,17,3,1,2015,11754.0
2015-01-08 16:00:00,18,3,1,2015,11637.0
2015-01-08 17:00:00,19,3,1,2015,11578.0
2015-01-08 18:00:00,20,3,1,2015,11356.0
2015-01-08 19:00:00,21,3,1,2015,10815.0
2015-01-08 20:00:00,22,3,1,2015,10796.0
2015-01-08 21:00:00,23,3,1,2015,10555.0
2015-01-08 22:00:00,0,4,1,2015,10104.0
2015-01-08 23:00:00,1,4,1,2015,9750.0
2015-01-09 00:00:00,2,4,1,2015,9572.0
2015-01-09 01:00:00,3,4,1,2015,9459.0
2015-01-09 02:00:00,4,4,1,2015,9536.0
2015-01-09 03:00:00,5,4,1,2015,9948.0
2015-01-09 04:00:00,6,4,1,2015,10896.0
2015-01-09 05:00:00,7,4,1,2015,11531.0
2015-01-09 06:00:00,8,4,1,2015,11849.0
2015-01-09 07:00:00,9,4,1,2015,11720.0
2015-01-09 08:00:00,10,4,1,2015,11538.0
2015-01-09 09:00:00,11,4,1,2015,11590.0
2015-01-09 10:00:00,12,4,1,2015,11558.0
2015-01-09 11:00:00,13,4,1,2015,11467.0
2015-01-09 12:00:00,14,4,1,2015,11453.0
2015-01-09 13:00:00,15,4,1,2015,11619.0
2015-01-09 14:00:00,16,4,1,2015,11949.0
2015-01-09 15:00:00,17,4,1,2015,11959.0
2015-01-09 16:00:00,18,4,1,2015,11881.0
2015-01-09 17:00:00,19,4,1,2015,11790.0
2015-01-09 18:00:00,20,4,1,2015,11596.0
2015-01-09 19:00:00,21,4,1,2015,11084.0
2015-01-09 20:00:00,22,4,1,2015,11115.0
2015-01-09 21:00:00,23,4,1,2015,10800.0
2015-01-09 22:00:00,0,5,1,2015,10249.0
2015-01-09 23:00:00,1,5,1,2015,9863.0
2015-01-10 00:00:00,2,5,1,2015,9657.0
2015-01-10 01:00:00,3,5,1,2015,9564.0
2015-01-10 02:00:00,4,5,1,2015,9595.0
2015-01-10 03:00:00,5,5,1,2015,9695.0
2015-01-10 04:00:00,6,5,1,2015,9947.0
2015-01-10 05:00:00,7,5,1,2015,10089.0
2015-01-10 06:00:00,8,5,1,2015,10468.0
2015-01-10 07:00:00,9,5,1,2015,10640.0
2015-01-10 08:00:00,10,5,1,2015,10700.0
2015-01-10 09:00:00,11,5,1,2015,10797.0
2015-01-10 10:00:00,12,5,1,2015,10822.0
2015-01-10 11:00:00,13,5,1,2015,10782.0
2015-01-10 12:00:00,14,5,1,2015,10859.0
2015-01-10 13:00:00,15,5,1,2015,11114.0
2015-01-10 14:00:00,16,5,1,2015,11624.0
2015-01-10 15:00:00,17,5,1,2015,11803.0
2015-01-10 16:00:00,18,5,1,2015,11890.0
2015-01-10 17:00:00,19,5,1,2015,11736.0
2015-01-10 18:00:00,20,5,1,2015,11407.0
2015-01-10 19:00:00,21,5,1,2015,10975.0
2015-01-10 20:00:00,22,5,1,2015,11194.0
2015-01-10 21:00:00,23,5,1,2015,11083.0
2015-01-10 22:00:00,0,6,1,2015,10654.0
2015-01-10 23:00:00,1,6,1,2015,10232.0
2015-01-11 00:00:00,2,6,1,2015,9978.0
2015-01-11 01:00:00,3,6,1,2015,9905.0
2015-01-11 02:00:00,4,6,1,2015,9876.0
2015-01-11 03:00:00,5,6,1,2015,9985.0
2015-01-11 04:00:00,6,6,1,2015,10143.0
2015-01-11 05:00:00,7,6,1,2015,10259.0
2015-01-11 06:00:00,8,6,1,2015,10579.0
2015-01-11 07:00:00,9,6,1,2015,10698.0
2015-01-11 08:00:00,10,6,1,2015,10916.0
2015-01-11 09:00:00,11,6,1,2015,11173.0
2015-01-11 10:00:00,12,6,1,2015,11274.0
2015-01-11 11:00:00,13,6,1,2015,11281.0
2015-01-11 12:00:00,14,6,1,2015,11285.0
2015-01-11 13:00:00,15,6,1,2015,11510.0
2015-01-11 14:00:00,16,6,1,2015,11968.0
2015-01-11 15:00:00,17,6,1,2015,12146.0
2015-01-11 16:00:00,18,6,1,2015,12226.0
2015-01-11 17:00:00,19,6,1,2015,12277.0
2015-01-11 18:00:00,20,6,1,2015,12054.0
2015-01-11 19:00:00,21,6,1,2015,11782.0
2015-01-11 20:00:00,22,6,1,2015,11980.0
2015-01-11 21:00:00,23,6,1,2015,11829.0
2015-01-11 22:00:00,0,0,1,2015,11435.0
2015-01-11 23:00:00,1,0,1,2015,11138.0
2015-01-12 00:00:00,2,0,1,2015,10877.0
2015-01-12 01:00:00,3,0,1,2015,10847.0
2015-01-12 02:00:00,4,0,1,2015,10964.0
2015-01-12 03:00:00,5,0,1,2015,11399.0
2015-01-12 04:00:00,6,0,1,2015,12333.0
2015-01-12 05:00:00,7,0,1,2015,12694.0
2015-01-12 06:00:00,8,0,1,2015,13022.0
2015-01-12 07:00:00,9,0,1,2015,12856.0
2015-01-12 08:00:00,10,0,1,2015,12778.0
2015-01-12 09:00:00,11,0,1,2015,12741.0
2015-01-12 10:00:00,12,0,1,2015,12632.0
2015-01-12 11:00:00,13,0,1,2015,12496.0
2015-01-12 12:00:00,14,0,1,2015,12473.0
2015-01-12 13:00:00,15,0,1,2015,12433.0
2015-01-12 14:00:00,16,0,1,2015,12775.0
2015-01-12 15:00:00,17,0,1,2015,12833.0
2015-01-12 16:00:00,18,0,1,2015,12774.0
2015-01-12 17:00:00,19,0,1,2015,12728.0
2015-01-12 18:00:00,20,0,1,2015,12590.0
2015-01-12 19:00:00,21,0,1,2015,12385.0
2015-01-12 20:00:00,22,0,1,2015,12444.0
2015-01-12 21:00:00,23,0,1,2015,12226.0
2015-01-12 22:00:00,0,1,1,2015,11820.0
2015-01-12 23:00:00,1,1,1,2015,11474.0
2015-01-13 00:00:00,2,1,1,2015,11108.0
2015-01-13 01:00:00,3,1,1,2015,11053.0
2015-01-13 02:00:00,4,1,1,2015,11007.0
2015-01-13 03:00:00,5,1,1,2015,11443.0
2015-01-13 04:00:00,6,1,1,2015,12176.0
2015-01-13 05:00:00,7,1,1,2015,12348.0
2015-01-13 06:00:00,8,1,1,2015,12364.0
2015-01-13 07:00:00,9,1,1,2015,12227.0
2015-01-13 08:00:00,10,1,1,2015,12073.0
2015-01-13 09:00:00,11,1,1,2015,12113.0
2015-01-13 10:00:00,12,1,1,2015,12105.0
2015-01-13 11:00:00,13,1,1,2015,12084.0
2015-01-13 12:00:00,14,1,1,2015,11983.0
