Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2015-01-01 00:00:00,0,3,1,2015,2867.5
2015-01-01 01:00:00,1,3,1,2015,2678.0
2015-01-01 02:00:00,2,3,1,2015,2432.5
2015-01-01 03:00:00,3,3,1,2015,2276.0
2015-01-01 04:00:00,4,3,1,2015,2173.5
2015-01-01 05:00:00,5,3,1,2015,2136.0
2015-01-01 06:00:00,6,3,1,2015,2166.5
2015-01-01 07:00:00,7,3,1,2015,2215.0
2015-01-01 08:00:00,8,3,1,2015,2237.5
2015-01-01 09:00:00,9,3,1,2015,2311.5
2015-01-01 10:00:00,10,3,1,2015,2586.0
2015-01-01 11:00:00,11,3,1,2015,2864.5
2015-01-01 12:00:00,12,3,1,2015,3116.5
2015-01-01 13:00:00,13,3,1,2015,3235.0
2015-01-01 14:00:00,14,3,1,2015,3155.0
2015-01-01 15:00:00,15,3,1,2015,3121.5
2015-01-01 16:00:00,16,3,1,2015,3229.0
2015-01-01 17:00:00,17,3,1,2015,3490.5
2015-01-01 18:00:00,18,3,1,2015,3479.0
2015-01-01 19:00:00,19,3,1,2015,3366.5
2015-01-01 20:00:00,20,3,1,2015,3221.5
2015-01-01 21:00:00,21,3,1,2015,3093.5
2015-01-01 22:00:00,22,3,1,2015,2917.5
2015-01-01 23:00:00,23,3,1,2015,2898.5
2015-01-02 00:00:00,0,4,1,2015,2738.5
2015-01-02 01:00:00,1,4,1,2015,2475.5
2015-01-02 02:00:00,2,4,1,2015,2288.5
2015-01-02 03:00:00,3,4,1,2015,2180.5
2015-01-02 04:00:00,4,4,1,2015,2124.0
2015-01-02 05:00:00,5,4,1,2015,2143.0
2015-01-02 06:00:00,6,4,1,2015,2231.5
2015-01-02 07:00:00,7,4,1,2015,2446.5
2015-01-02 08:00:00,8,4,1,2015,2674.5
2015-01-02 09:00:00,9,4,1,2015,2896.0
2015-01-02 10:00:00,10,4,1,2015,3169.0
2015-01-02 11:00:00,11,4,1,2015,3333.5
2015-01-02 12:00:00,12,4,1,2015,3385.5
2015-01-02 13:00:00,13,4,1,2015,3380.5
2015-01-02 14:00:00,14,4,1,2015,3305.0
2015-01-02 15:00:00,15,4,1,2015,3299.0
2015-01-02 16:00:00,16,4,1,2015,3494.0
2015-01-02 17:00:00,17,4,1,2015,3985.5
2015-01-02 18:00:00,18,4,1,2015,4027.0
2015-01-02 19:00:00,19,4,1,2015,3845.0
2015-01-02 20:00:00,20,4,1,2015,3609.5
2015-01-02 21:00:00,21,4,1,2015,3421.0
2015-01-02 22:00:00,22,4,1,2015,3167.5
2015-01-02 23:00:00,23,4,1,2015,3085.5
2015-01-03 00:00:00,0,5,1,2015,2873.5
2015-01-03 01:00:00,1,5,1,2015,2607.0
2015-01-03 02:00:00,2,5,1,2015,2423.0
2015-01-03 03:00:00,3,5,1,2015,2280.0
2015-01-03 04:00:00,4,5,1,2015,2196.5
2015-01-03 05:00:00,5,5,1,2015,2157.5
2015-01-03 06:00:00,6,5,1,2015,2232.5
2015-01-03 07:00:00,7,5,1,2015,2365.0
2015-01-03 08:00:00,8,5,1,2015,2510.0
2015-01-03 09:00:00,9,5,1,2015,2741.0
2015-01-03 10:00:00,10,5,1,2015,3016.5
2015-01-03 11:00:00,11,5,1,2015,3177.5
2015-01-03 12:00:00,12,5,1,2015,3273.5
2015-01-03 13:00:00,13,5,1,2015,3284.5
2015-01-03 14:00:00,14,5,1,2015,3222.5
2015-01-03 15:00:00,15,5,1,2015,3194.5
2015-01-03 16:00:00,16,5,1,2015,3347.0
2015-01-03 17:00:00,17,5,1,2015,3874.0
2015-01-03 18:00:00,18,5,1,2015,3937.5
2015-01-03 19:00:00,19,5,1,2015,3748.5
2015-01-03 20:00:00,20,5,1,2015,3548.5
2015-01-03 21:00:00,21,5,1,2015,3341.5
2015-01-03 22:00:00,22,5,1,2015,3114.5
2015-01-03 23:00:00,23,5,1,2015,3062.0
2015-01-04 00:00:00,0,6,1,2015,2907.5
2015-01-04 01:00:00,1,6,1,2015,2659.0
2015-01-04 02:00:00,2,6,1,2015,2448.0
2015-01-04 03:00:00,3,6,1,2015,2299.0
2015-01-04 04:00:00,4,6,1,2015,2229.5
2015-01-04 05:00:00,5,6,1,2015,2173.0
2015-01-04 06:00:00,6,6,1,2015,2205.5
2015-01-04 07:00:00,7,6,1,2015,2258.0
2015-01-04 08:00:00,8,6,1,2015,2307.0
2015-01-04 09:00:00,9,6,1,2015,2454.5
2015-01-04 10:00:00,10,6,1,2015,2741.0
2015-01-04 11:00:00,11,6,1,2015,2988.0
2015-01-04 12:00:00,12,6,1,2015,3189.0
2015-01-04 13:00:00,13,6,1,2015,3297.5
2015-01-04 14:00:00,14,6,1,2015,3245.5
2015-01-04 15:00:00,15,6,1,2015,3190.5
2015-01-04 16:00:00,16,6,1,2015,3285.5
2015-01-04 17:00:00,17,6,1,2015,3741.0
