Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2014-12-31 23:00:00,0,3,1,2015,2100.0
2015-01-01 00:00:00,1,3,1,2015,1948.0
2015-01-01 01:00:00,2,3,1,2015,1812.0
2015-01-01 02:00:00,3,3,1,2015,1712.0
2015-01-01 03:00:00,4,3,1,2015,1646.0
2015-01-01 04:00:00,5,3,1,2015,1657.0
2015-01-01 05:00:00,6,3,1,2015,1683.0
2015-01-01 06:00:00,7,3,1,2015,1665.0
2015-01-01 07:00:00,8,3,1,2015,1778.0
2015-01-01 08:00:00,9,3,1,2015,1951.0
2015-01-01 09:00:00,10,3,1,2015,2113.0
2015-01-01 10:00:00,11,3,1,2015,2190.0
2015-01-01 11:00:00,12,3,1,2015,2168.0
2015-01-01 12:00:00,13,3,1,2015,2056.0
2015-01-01 13:00:00,14,3,1,2015,1976.0
2015-01-01 14:00:00,15,3,1,2015,1961.0
2015-01-01 15:00:00,16,3,1,2015,2116.0
2015-01-01 16:00:00,17,3,1,2015,2330.0
2015-01-01 17:00:00,18,3,1,2015,2360.0
2015-01-01 18:00:00,19,3,1,2015,2377.0
2015-01-01 19:00:00,20,3,1,2015,2360.0
2015-01-01 20:00:00,21,3,1,2015,2414.0
2015-01-01 21:00:00,22,3,1,2015,2314.0
2015-01-01 22:00:00,23,3,1,2015,2062.0
2015-01-01 23:00:00,0,4,1,2015,1818.0
2015-01-02 00:00:00,1,4,1,2015,1666.0
2015-01-02 01:00:00,2,4,1,2015,1567.0
2015-01-02 02:00:00,3,4,1,2015,1533.0
2015-01-02 03:00:00,4,4,1,2015,1543.0
2015-01-02 04:00:00,5,4,1,2015,1634.0
2015-01-02 05:00:00,6,4,1,2015,1861.0
2015-01-02 06:00:00,7,4,1,2015,2021.0
2015-01-02 07:00:00,8,4,1,2015,2207.0
2015-01-02 08:00:00,9,4,1,2015,2320.0
2015-01-02 09:00:00,10,4,1,2015,2328.0
2015-01-02 10:00:00,11,4,1,2015,2320.0
2015-01-02 11:00:00,12,4,1,2015,2299.0
2015-01-02 12:00:00,13,4,1,2015,2242.0
2015-01-02 13:00:00,14,4,1,2015,2186.0
2015-01-02 14:00:00,15,4,1,2015,2164.0
2015-01-02 15:00:00,16,4,1,2015,2328.0
2015-01-02 16:00:00,17,4,1,2015,2570.0
2015-01-02 17:00:00,18,4,1,2015,2572.0
2015-01-02 18:00:00,19,4,1,2015,2553.0
2015-01-02 19:00:00,20,4,1,2015,2464.0
2015-01-02 20:00:00,21,4,1,2015,2489.0
2015-01-02 21:00:00,22,4,1,2015,2364.0
2015-01-02 22:00:00,23,4,1,2015,2110.0
2015-01-02 23:00:00,0,5,1,2015,1833.0
2015-01-03 00:00:00,1,5,1,2015,1652.0
2015-01-03 01:00:00,2,5,1,2015,1542.0
2015-01-03 02:00:00,3,5,1,2015,1490.0
2015-01-03 03:00:00,4,5,1,2015,1496.0
2015-01-03 04:00:00,5,5,1,2015,1565.0
2015-01-03 05:00:00,6,5,1,2015,1731.0
2015-01-03 06:00:00,7,5,1,2015,1819.0
2015-01-03 07:00:00,8,5,1,2015,2002.0
2015-01-03 08:00:00,9,5,1,2015,2131.0
2015-01-03 09:00:00,10,5,1,2015,2172.0
2015-01-03 10:00:00,11,5,1,2015,2173.0
2015-01-03 11:00:00,12,5,1,2015,2138.0
2015-01-03 12:00:00,13,5,1,2015,2071.0
2015-01-03 13:00:00,14,5,1,2015,2013.0
2015-01-03 14:00:00,15,5,1,2015,2011.0
2015-01-03 15:00:00,16,5,1,2015,2204.0
2015-01-03 16:00:00,17,5,1,2015,2432.0
2015-01-03 17:00:00,18,5,1,2015,2426.0
2015-01-03 18:00:00,19,5,1,2015,2412.0
2015-01-03 19:00:00,20,5,1,2015,2351.0
2015-01-03 20:00:00,21,5,1,2015,2361.0
2015-01-03 21:00:00,22,5,1,2015,2232.0
2015-01-03 22:00:00,23,5,1,2015,2010.0
2015-01-03 23:00:00,0,6,1,2015,1752.0
2015-01-04 00:00:00,1,6,1,2015,1578.0
2015-01-04 01:00:00,2,6,1,2015,1478.0
2015-01-04 02:00:00,3,6,1,2015,1434.0
2015-01-04 03:00:00,4,6,1,2015,1429.0
2015-01-04 04:00:00,5,6,1,2015,1483.0
2015-01-04 05:00:00,6,6,1,2015,1577.0
2015-01-04 06:00:00,7,6,1,2015,1622.0
2015-01-04 07:00:00,8,6,1,2015,1755.0
2015-01-04 08:00:00,9,6,1,2015,1905.0
2015-01-04 09:00:00,10,6,1,2015,2002.0
2015-01-04 10:00:00,11,6,1,2015,2014.0
2015-01-04 11:00:00,12,6,1,2015,1987.0
2015-01-04 12:00:00,13,6,1,2015,1880.0
2015-01-04 13:00:00,14,6,1,2015,1793.0
2015-01-04 14:00:00,15,6,1,2015,1774.0
2015-01-04 15:00:00,16,6,1,2015,1931.0
2015-01-04 16:00:00,17,6,1,2015,2209.0
2015-01-04 17:00:00,18,6,1,2015,2238.0
2015-01-04 18:00:00,19,6,1,2015,2256.0
2015-01-04 19:00:00,20,6,1,2015,2227.0
2015-01-04 20:00:00,21,6,1,2015,2276.0
2015-01-04 21:00:00,22,6,1,2015,2167.0
2015-01-04 22:00:00,23,6,1,2015,1927.0
2015-01-04 23:00:00,0,0,1,2015,1679.0
2015-01-05 00:00:00,1,0,1,2015,1514.0
2015-01-05 01:00:00,2,0,1,2015,1435.0
2015-01-05 02:00:00,3,0,1,2015,1400.0
2015-01-05 03:00:00,4,0,1,2015,1414.0
2015-01-05 04:00:00,5,0,1,2015,1513.0
2015-01-05 05:00:00,6,0,1,2015,1751.0
2015-01-05 06:00:00,7,0,1,2015,1938.0
2015-01-05 07:00:00,8,0,1,2015,2112.0
2015-01-05 08:00:00,9,0,1,2015,2195.0
2015-01-05 09:00:00,10,0,1,2015,2199.0
2015-01-05 10:00:00,11,0,1,2015,2191.0
2015-01-05 11:00:00,12,0,1,2015,2165.0
2015-01-05 12:00:00,13,0,1,2015,2126.0
2015-01-05 13:00:00,14,0,1,2015,2093.0
2015-01-05 14:00:00,15,0,1,2015,2096.0
2015-01-05 15:00:00,16,0,1,2015,2257.0
2015-01-05 16:00:00,17,0,1,2015,2485.0
2015-01-05 17:00:00,18,0,1,2015,2481.0
2015-01-05 18:00:00,19,0,1,2015,2450.0
2015-01-05 19:00:00,20,0,1,2015,2353.0
2015-01-05 20:00:00,21,0,1,2015,2362.0
2015-01-05 21:00:00,22,0,1,2015,2221.0
2015-01-05 22:00:00,23,0,1,2015,1969.0
2015-01-05 23:00:00,0,1,1,2015,1696.0
2015-01-06 00:00:00,1,1,1,2015,1534.0
2015-01-06 01:00:00,2,1,1,2015,1442.0
2015-01-06 02:00:00,3,1,1,2015,1401.0
2015-01-06 03:00:00,4,1,1,2015,1394.0
2015-01-06 04:00:00,5,1,1,2015,1441.0
2015-01-06 05:00:00,6,1,1,2015,1548.0
2015-01-06 06:00:00,7,1,1,2015,1616.0
2015-01-06 07:00:00,8,1,1,2015,1760.0
2015-01-06 08:00:00,9,1,1,2015,1907.0
2015-01-06 09:00:00,10,1,1,2015,2002.0
2015-01-06 10:00:00,11,1,1,2015,2059.0
2015-01-06 11:00:00,12,1,1,2015,2026.0
2015-01-06 12:00:00,13,1,1,2015,1928.0
2015-01-06 13:00:00,14,1,1,2015,1869.0
2015-01-06 14:00:00,15,1,1,2015,1847.0
2015-01-06 15:00:00,16,1,1,2015,1981.0
2015-01-06 16:00:00,17,1,1,2015,2252.0
2015-01-06 17:00:00,18,1,1,2015,2271.0
2015-01-06 18:00:00,19,1,1,2015,2279.0
2015-01-06 19:00:00,20,1,1,2015,2255.0
2015-01-06 20:00:00,21,1,1,2015,2308.0
2015-01-06 21:00:00,22,1,1,2015,2207.0
2015-01-06 22:00:00,23,1,1,2015,1946.0
2015-01-06 23:00:00,0,2,1,2015,1696.0
2015-01-07 00:00:00,1,2,1,2015,1542.0
2015-01-07 01:00:00,2,2,1,2015,1457.0
2015-01-07 02:00:00,3,2,1,2015,1432.0
2015-01-07 03:00:00,4,2,1,2015,1461.0
2015-01-07 04:00:00,5,2,1,2015,1610.0
2015-01-07 05:00:00,6,2,1,2015,1945.0
2015-01-07 06:00:00,7,2,1,2015,2189.0
2015-01-07 07:00:00,8,2,1,2015,2375.0
2015-01-07 08:00:00,9,2,1,2015,2443.0
2015-01-07 09:00:00,10,2,1,2015,2437.0
2015-01-07 10:00:00,11,2,1,2015,2452.0
2015-01-07 11:00:00,12,2,1,2015,2430.0
2015-01-07 12:00:00,13,2,1,2015,2370.0
2015-01-07 13:00:00,14,2,1,2015,2309.0
2015-01-07 14:00:00,15,2,1,2015,2276.0
2015-01-07 15:00:00,16,2,1,2015,2400.0
2015-01-07 16:00:00,17,2,1,2015,2644.0
2015-01-07 17:00:00,18,2,1,2015,2633.0
2015-01-07 18:00:00,19,2,1,2015,2614.0
2015-01-07 19:00:00,20,2,1,2015,2523.0
2015-01-07 20:00:00,21,2,1,2015,2498.0
2015-01-07 21:00:00,22,2,1,2015,2338.0
2015-01-07 22:00:00,23,2,1,2015,2047.0
2015-01-07 23:00:00,0,3,1,2015,1791.0
2015-01-08 00:00:00,1,3,1,2015,1615.0
2015-01-08 01:00:00,2,3,1,2015,1530.0
2015-01-08 02:00:00,3,3,1,2015,1500.0
2015-01-08 03:00:00,4,3,1,2015,1527.0
2015-01-08 04:00:00,5,3,1,2015,1655.0
2015-01-08 05:00:00,6,3,1,2015,1984.0
2015-01-08 06:00:00,7,3,1,2015,2225.0
2015-01-08 07:00:00,8,3,1,2015,2393.0
2015-01-08 08:00:00,9,3,1,2015,2480.0
2015-01-08 09:00:00,10,3,1,2015,2491.0
2015-01-08 10:00:00,11,3,1,2015,2513.0
2015-01-08 11:00:00,12,3,1,2015,2498.0
2015-01-08 12:00:00,13,3,1,2015,2453.0
2015-01-08 13:00:00,14,3,1,2015,2401.0
2015-01-08 14:00:00,15,3,1,2015,2353.0
2015-01-08 15:00:00,16,3,1,2015,2458.0
2015-01-08 16:00:00,17,3,1,2015,2653.0
2015-01-08 17:00:00,18,3,1,2015,2634.0
2015-01-08 18:00:00,19,3,1,2015,2605.0
2015-01-08 19:00:00,20,3,1,2015,2513.0
2015-01-08 20:00:00,21,3,1,2015,2500.0
2015-01-08 21:00:00,22,3,1,2015,2352.0
2015-01-08 22:00:00,23,3,1,2015,2055.0
2015-01-08 23:00:00,0,4,1,2015,1780.0
2015-01-09 00:00:00,1,4,1,2015,1622.0
2015-01-09 01:00:00,2,4,1,2015,1531.0
2015-01-09 02:00:00,3,4,1,2015,1499.0
2015-01-09 03:00:00,4,4,1,2015,1520.0
2015-01-09 04:00:00,5,4,1,2015,1647.0
2015-01-09 05:00:00,6,4,1,2015,1962.0
2015-01-09 06:00:00,7,4,1,2015,2200.0
2015-01-09 07:00:00,8,4,1,2015,2362.0
2015-01-09 08:00:00,9,4,1,2015,2442.0
2015-01-09 09:00:00,10,4,1,2015,2448.0
2015-01-09 10:00:00,11,4,1,2015,2506.0
2015-01-09 11:00:00,12,4,1,2015,2494.0
2015-01-09 12:00:00,13,4,1,2015,2440.0
2015-01-09 13:00:00,14,4,1,2015,2389.0
2015-01-09 14:00:00,15,4,1,2015,2330.0
2015-01-09 15:00:00,16,4,1,2015,2432.0
2015-01-09 16:00:00,17,4,1,2015,2618.0
2015-01-09 17:00:00,18,4,1,2015,2596.0
2015-01-09 18:00:00,19,4,1,2015,2562.0
2015-01-09 19:00:00,20,4,1,2015,2452.0
2015-01-09 20:00:00,21,4,1,2015,2432.0
2015-01-09 21:00:00,22,4,1,2015,2298.0
2015-01-09 22:00:00,23,4,1,2015,2018.0
2015-01-09 23:00:00,0,5,1,2015,1790.0
2015-01-10 00:00:00,1,5,1,2015,1612.0
2015-01-10 01:00:00,2,5,1,2015,1519.0
2015-01-10 02:00:00,3,5,1,2015,1460.0
2015-01-10 03:00:00,4,5,1,2015,1454.0
2015-01-10 04:00:00,5,5,1,2015,1526.0
2015-01-10 05:00:00,6,5,1,2015,1713.0
2015-01-10 06:00:00,7,5,1,2015,1840.0
2015-01-10 07:00:00,8,5,1,2015,2001.0
2015-01-10 08:00:00,9,5,1,2015,2130.0
2015-01-10 09:00:00,10,5,1,2015,2167.0
2015-01-10 10:00:00,11,5,1,2015,2187.0
2015-01-10 11:00:00,12,5,1,2015,2157.0
2015-01-10 12:00:00,13,5,1,2015,2087.0
2015-01-10 13:00:00,14,5,1,2015,2019.0
2015-01-10 14:00:00,15,5,1,2015,2014.0
2015-01-10 15:00:00,16,5,1,2015,2143.0
2015-01-10 16:00:00,17,5,1,2015,2406.0
2015-01-10 17:00:00,18,5,1,2015,2418.0
2015-01-10 18:00:00,19,5,1,2015,2390.0
2015-01-10 19:00:00,20,5,1,2015,2332.0
2015-01-10 20:00:00,21,5,1,2015,2345.0
2015-01-10 21:00:00,22,5,1,2015,2196.0
2015-01-10 22:00:00,23,5,1,2015,1961.0
2015-01-10 23:00:00,0,6,1,2015,1716.0
2015-01-11 00:00:00,1,6,1,2015,1546.0
2015-01-11 01:00:00,2,6,1,2015,1444.0
2015-01-11 02:00:00,3,6,1,2015,1394.0
2015-01-11 03:00:00,4,6,1,2015,1385.0
2015-01-11 04:00:00,5,6,1,2015,1430.0
2015-01-11 05:00:00,6,6,1,2015,1534.0
2015-01-11 06:00:00,7,6,1,2015,1594.0
2015-01-11 07:00:00,8,6,1,2015,1741.0
2015-01-11 08:00:00,9,6,1,2015,1921.0
