Peak Load [MW], , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Code,Countries,Continents,SRegion,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0,2051.0,2052.0,2053.0,2054.0,2055.0,2056.0,2057.0,2058.0,2059.0,2060.0,2061.0,2062.0,2063.0,2064.0,2065.0,2066.0,2067.0,2068.0,2069.0,2070.0,2071.0,2072.0,2073.0,2074.0,2075.0,2076.0,2077.0,2078.0,2079.0,2080.0,2081.0,2082.0,2083.0,2084.0,2085.0,2086.0,2087.0,2088.0,2089.0,2090.0,2091.0,2092.0,2093.0,2094.0,2095.0,2096.0,2097.0,2098.0,2099.0,2100.0
1,Afghanistan,Asia-Pacific,India_SAARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Albania,Europe,Europe,,,,1485.0000000000002,1504.9619173637523,1544.4181194275723,1657.0566041013094,1761.461020750638,1874.0047714446287,1995.8361391291692,2126.8119017152558,2267.378957460621,2417.138327688132,2576.323064126139,2745.1049319876392,2923.585038897701,3111.7849948812054,3308.521581597752,3514.612906231103,3729.789044052164,3952.340938221445,4184.385815050379,4421.085812600475,4666.003756973195,4915.268710008546,5169.508413417683,5427.777630577111,5691.028819762844,5954.388326681506,6220.788374068517,6487.166377455974,6754.7784413884165,7022.837662191307,7288.005561489648,7551.9192410712985,7811.102413215238,8070.392912188545,8323.519481998963,8572.746691776758,8817.606001043045,9057.685585249601,9292.628040273092,9522.126840099398,9745.921778256232,9963.793645846388,10175.558411203396,10377.121486806758,10576.13188225842,10764.49996113315,10946.067332570636,11116.41823501629,11284.024564183706,11435.55154441046,11584.173118997775,11720.70297793466,11854.345369727866,11970.706505575346,12084.028473349308,12184.450540455688,12276.772511326091,12360.948719137672,12431.701952116282,12499.436984746886,12553.601033415185,12594.02112908224,12631.594307921074,12655.43936287323,12671.122592805832,12673.09006468887,12672.837483665471,12659.115399770266,12637.831444518575,12609.218665624507,12567.586933039303,12525.035447374961,12469.921403556153,12414.530879459777,12353.168973236938,12286.124898389298,12213.688212040865,12136.146642989881,12060.000644827187,11979.364226991811,11894.504002546242,11818.258081709144,11732.071428728563,11648.77806374514,11568.66016736984,11485.61541686729,11406.225434075513,11324.32608381537,11257.377461823275
3,Algeria,Africa,MENA,,,,,,11188.0,12026.707646527047,12681.18747746019,13386.763508372745,14148.04224812811,14971.217337322576,15862.84714866594,16827.519835035528,17870.09728153458,18996.52241779988,20212.210884260563,21522.75217234251,22932.892060409984,24447.8115579664,26071.03683089977,27807.47719292405,29660.221913060224,31630.758418221936,33718.68944633855,35923.62675369053,38245.52893198559,40681.10190967567,43224.939707023936,45871.18274880293,48612.9337380128,51441.451698174096,54348.199200912655,57323.147887189545,60355.917804319506,63433.66332941453,66544.5126341433,69678.03211308595,72820.36154904234,75963.27150795987,79093.88177841702,82198.21319702886,85268.58010229914,88295.18774352792,91270.46590337143,94187.6029695042,97040.47652177783,99823.56734210238,102531.8630967048,105166.14615186997,107720.61279300028,110198.85142041817,112599.4085611471,114920.98284838449,117164.32628347838,119330.35002429395,121422.10900156564,123442.8595158608,125393.94596476489,127272.53537779572,129082.0678543635,130826.17133113768,132502.09634998973,134113.6673018858,135658.2363584445,137142.18881480605,138560.87175683837,139921.0986742014,141220.78682494862,142460.27065156293,143642.40535723156,144763.1686276084,145825.736310839,146828.7081084606,147775.6092965572,148665.305664241,149501.61606744322,150283.6135859156,151012.87751997288,151693.5318683316,152319.86958372634,152893.58081719113,153413.88560393546,153882.4905045382,154298.58997532635,154663.85817695237,154979.9475715402,155251.00939671585,155473.56768558198,155649.13933094047,155779.19037906412,155862.582077964,155962.4551774574
4,Andorra,Europe,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Angola,Africa,Africa,,,,,,,1599.0,1749.479688457358,1913.4799819670134,2092.1246375031837,2286.770614925611,2498.8869451575947,2729.8804157528803,2980.9527936014665,3253.626268618002,3549.3943482346244,3869.8042404449934,4216.332921808752,4590.603047895932,4994.545699416026,5429.476972940802,5897.401123660042,6399.935842880639,6938.851729688365,7515.581284614981,8132.044984630483,8789.61688070563,9489.79141034196,10234.437851461364,11024.773378519416,11862.614941210099,12749.54919400203,13686.616465847406,14675.542503745834,15717.215952689907,16812.978040745707,17964.12570166997,19171.58770325949,20436.522875528142,21759.685134878564,23142.071720828004,24584.60821343172,26088.13984150834,27653.016897348083,29279.428183796314,30967.38540153861,32717.603929149787,34528.85342780592,36401.949807484416,38335.17368376978,40327.440054435276,42378.437703201846,44486.06523984156,46648.973781172564,48864.42588237137,51131.0825437808,53445.61510785857,55805.58162361699,58207.69058399725,60648.39498375906,63124.58520175466,65631.64848645196,68166.14000191093,70723.1210566875,73300.4092765192,75891.49659465623,78493.4631750732,81101.98515164308,83713.57509846085,86322.49845730483,88925.45370324726,91519.32800880994,94099.54922573121,96664.19951013285,99208.21481528966,101730.95850215414,104228.60914270133,106699.26489806373,109140.35431379703,111550.39143762285,113926.27164332874,116266.86453707183,118569.36699258567,120832.96576004526,123057.0131605635,125240.05943387952,127380.7647513249,129479.82289971158,131535.14741129562,133547.64221536487,135514.38570999046,137490.91351710126
6,Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Antigua and Barbuda,Americas,N America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Area under dispute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Argentina,Americas,S America,,,,,,,22051.341,23326.204958843966,24708.876362891264,26205.596270815106,27821.441421053347,29563.194435958194,31433.63567864344,33435.506698095145,35570.88384180908,37838.78701368287,40237.150320725326,42762.929393598024,45409.47947843906,48169.080894142135,51032.24293489333,53987.88418421536,57022.432631510004,60124.661199703994,63276.79992667596,66467.94807116874,69681.07026387192,72903.3346390265,76121.3586920476,79321.21669330768,82491.55399533876,85624.01331810337,88706.88941929923,91736.49754892132,94705.74578291795,97610.63148687806,100448.52519979273,103216.15272146942,105913.12447825029,108541.9859028473,111100.18845855973,113593.71054850252,116020.94795918392,118386.68210288484,120691.69735962225,122941.04908255396,125135.41366769063,127277.40663481956,129371.65220770103,131415.6568807684,133413.3033296416,135361.10564792674,137264.4599999876,139121.3189764126,140929.11072647426,142692.14511240053,144407.12504284558,146075.35730768877,147692.9250516814,149260.72406801526,150779.60184716375,152242.6257812049,153655.75943892446,155012.06716294534,156315.16662886064,157560.9375351994,158750.74074804725,159886.20804386228,160963.80291742628,161985.64069157423,162948.62166169722,163855.36979514937,164706.01235065662,165500.89604851216,166243.38354476503,166928.60120792274,167563.08610605667,168147.9178057765,168681.44104434995,169167.78763063473,169605.4603757932,170001.62489001968,170352.00024717927,170660.94933019346,170932.86970091605,171163.45743203658,171359.9892551572,171521.00684407618,171647.9154028695,171745.00303175126,171810.66575965247,171914.2859894264
