"GDP per capita, PPP (euro, the long-term exchange rate of 1.33 USD/€)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Code,Countries,Continents,SRegion,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042.0,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0,2050.0,2051.0,2052.0,2053.0,2054.0,2055.0,2056.0,2057.0,2058.0,2059.0,2060.0,2061.0,2062.0,2063.0,2064.0,2065.0,2066.0,2067.0,2068.0,2069.0,2070.0,2071.0,2072.0,2073.0,2074.0,2075.0,2076.0,2077.0,2078.0,2079.0,2080.0,2081.0,2082.0,2083.0,2084.0,2085.0,2086.0,2087.0,2088.0,2089.0,2090.0,2091.0,2092.0,2093.0,2094.0,2095.0,2096.0,2097.0,2098.0,2099.0,2100.0
1,Afghanistan,Asia-Pacific,India_SAARC,,,,,,,,,,,,,818.069119409295,846.932599933846,819.725917542909,877.714048642713,897.633683564539,993.592176757061,1004.20409666889,1184.98486501721,1250.22821470332,1287.66069156649,1428.04478082917,1410.66983362362,1386.48233315693,1403.13071178629,1447.24107278842,1496.57046903435,1551.79930931092,1613.70585767232,1683.18104610408,1761.24537883366,1849.06811143961,1947.98885228041,2059.54167091773,2185.48169900619,2327.81406304095,2488.82478405321,2671.11300574935,2877.62356070554,3111.67844980023,3377.00529718781,3677.7602686402,4018.54233942017,4404.39522530297,4840.79282768029,5333.60379505516,5889.03088983822,6513.52139574917,7213.64591405896,7995.94463778656,8866.74254795312,9831.9378302755,10896.7709351666,12065.5847626089,13341.5890365383,14726.6436154068,16221.0759009853,17823.5464280323,19530.9741136906,21338.5287140098,23239.6931822676,25226.3934060042,27289.1878316064,29417.5053372428,31599.9168218911,33824.4245786497,36078.7536365179,38350.6307119256,40628.0388897706,42899.4392561219,45153.9540244635,47381.5088755069,49572.9349940836,51720.0334648048,53815.6062111634,55853.4585459038,57828.378721397,59736.0997422564,61573.2482574941,63337.2847111563,65026.4382069605,66639.6388189072,68176.4494154831,69636.9984950903,71021.9150695578,72332.2662802994,73569.4981767654,74735.3799123328,75831.951499736,76861.4751982957,77826.3905628639,78729.2731571914,79572.7969136175,80359.7001011224,81092.7548421552,81774.7400945398,82408.4179888471,82996.5133852413,83541.6964886074,84046.5683382529,84513.6489698926,84945.3680337546,85344.0576439196,85711.9472303934,86051.1601666412,86363.7119508162,86651.5097280555,86916.3529531979,87159.9350073974,87418.3602565563
2,Albania,Europe,Europe,3235.61946674733,2292.00697778937,2139.9204265131,2359.70707608739,2571.29911675632,2931.33304169229,3218.02270265335,2887.25948253526,3167.23836232386,3617.69303973242,3883.54422853923,4231.43552687991,4423.72912539046,4696.67243734713,4985.6246167305,5297.8880265199,5620.96868724,5997.76120744008,6499.07194820938,6762.20777124029,7047.98955294871,7248.21865535289,7362.01868375051,7451.76051342634,7621.06803984033,8134.79878354537,8607.30183263844,9115.7455364591,9662.04697706314,10248.0591749537,10875.538379215,11546.1089911161,12261.2268631921,13022.1419026927,13829.8610764091,14685.1130488135,15588.3157729243,16539.5483806502,17538.5286769027,18584.5974241901,19676.7104117562,20813.4390415959,21992.9798447108,23213.1729818103,24471.5294042619,25765.2659765996,27091.3475145856,28446.5343941276,29827.434154052,31230.5553624909,32652.3619492843,34089.3262260462,35537.9789164098,36994.9546917329,38457.0319388719,39921.1657611014,41384.5135146475,42844.452495889,44298.5897037542,45744.7638959585,47181.0404265664,48605.6995883899,50017.2193814885,51414.2537848485,52795.6077198531,54160.2099600767,55507.0852616811,56835.3269623549,58144.071225231,59432.4739894194,60699.6915339716,61944.8653721921,63167.1119750904,64365.5175853593,65539.138137282,66687.0040555702,67808.1294800671,68901.5252659676,69966.2149517452,71001.2527779811,72005.7427850432,72978.8580175586,73919.8589163353,74828.1100775213,75703.0946950712,76544.4261645616,77351.856501696,78125.2814052768,78864.7419609951,79570.4231301268,80242.6492896481,80881.8771835993,81488.6867085261,82063.7699895601,82607.9192110072,83122.0136502436,83607.0063310207,84063.9106668876,84493.7874120869,84897.7321801635,85276.8637332234,85632.3131900437,85965.2142510902,86276.6944942405,86567.867757338,86839.827592778,87093.6417549753,87330.3476632911,87550.9487701658,87756.411756079,87982.4018235042
3,Algeria,Africa,MENA,7736.10426843926,7458.50544444367,7417.71105135645,7103.80606640512,6896.89089663101,7024.66007981185,7186.4815190532,7149.84959525495,7403.23381156081,7533.4388877369,7596.19182095401,7844.2718504363,8179.95822053044,8659.42208480723,8915.54340430541,9313.66077268638,9336.87310684569,9509.87441830105,9547.06900367903,9537.96438154705,9707.39915340653,9794.12906864288,9922.14719894809,10000.512801281,10181.0501586764,10724.5375411503,11098.1833815955,11507.3415087631,11954.941026923,12444.0251144416,12977.7210932664,13559.2011306964,14191.6327158194,14878.1183996059,15621.6247889927,16424.9014461785,17290.3911515629,18220.1339059322,19215.6680119994,20277.9324988636,21407.1759265581,22602.8771132317,23863.6834525875,25187.3721471726,26570.8388314027,28010.1167132041,29500.4276070766,31036.2642081421,32611.5008566001,34219.5280765395,35853.4045452435,37506.0190237808,39170.2542604772,40839.1449956432,42506.0229047895,44164.6425122034,45809.2836384979,47434.8276472924,49036.8064648061,50611.4249224233,52155.5583122722,53666.7280860073,55143.0593427326,56583.2241517213,57986.3748717981,59352.071509349,60680.2068545189,61970.9327033618,63224.5899604876,64441.6448624023,65622.6329982272,66768.1122559384,67878.6253063309,68954.6717662634,69996.6897665818,71005.0462952683,71980.0353978553,72921.8830984791,73830.7577578665,74706.7845086718,75550.0624011011,76360.6829470771,77138.7488610835,77884.391949647,78597.7892868451,79279.1770170216,79928.861334961,80547.2263959754,81134.7390934556,81691.9508015411,82219.4963105095,82718.0902798324,83188.521598592,83631.6460772535,84048.3779022573,84439.6802702078,84806.5555866927,85150.0355710531,85471.1715575134,85771.0252290693,86050.6599668397,86311.1329467679,86553.4880694739,86778.7497687833,86987.9177105807,87181.9623661845,87361.8214231577,87528.3969808275,87682.5534671249,87825.1162069381,87991.6115602097
4,Andorra,Europe,Europe,,,,,,,,,,,,,,,,,31195.4436090225,31444.4511278195,29217.5413533835,28570.037593985,27303.1428571428,26005.8796992481,25386.7894736842,25095.8796992481,25279.1125216886,25864.1519762414,26514.1890907525,27169.6805700504,27830.3385468151,28495.8852194624,29166.0550819552,29840.5971891776,30519.2774476206,31201.8809196191,31888.2141275486,32578.107342212,33271.4168370624,33968.0270868806,34667.8528860216,35370.8413573326,36076.9738183106,36786.2674660212,37498.7768367769,38214.5949906206,38933.8543644216,39656.7272309917,40383.4256953307,41114.2011531904,41849.3431320068,42589.1774303657,43334.0634701073,44084.3907756248,44840.5744986021,45603.0499141976,46372.265827341,47148.6768461865,47932.7345045667,48724.8772470494,49525.5193291475,50335.0387311922,51153.7642366544,51981.9618829248,52819.8210526903,53667.4405341838,54524.8149351917,55391.8218845153,56268.2104909868,57153.5915493812,58047.4299802259,58949.0399629919,59857.5831671234,60772.0704023762,61691.3669006132,62614.2013096193,63539.1783319366,64464.7947865796,65389.4587184179,66311.5110393844,67229.2490673643,68140.9512412101,69044.9022401291,69939.4177261138,70822.8679592923,71693.6996050454,72550.4551525832,73391.7894893745,74216.4833150497,75023.4532224769,75811.7584135127,76580.6041445437,77329.3421063665,78057.4680301043,78764.6168738904,79450.5559839137,80115.1766397419,80758.4843903721,81380.5885677568,81981.6913324521,82562.0765654066,83122.0988743361,83662.17293569,84182.7633464817,84684.3751161682,85167.5448886592,85632.8329492945,86080.8160416222,86512.0809940911,86927.2191371321,87326.8214761308,87711.474574983,88116.5474160348
5,Angola,Africa,Africa,,,,,,,,,,,,,,,,,4093.9022556391,4851.54887218045,5340.50375939849,5292.45112781955,5298.53383458647,5333.8947368421,5436.46616541353,5630.08270676692,5673.83458646616,5965.42033316453,6303.4021460224,6661.90197076303,7041.81460992941,7444.02470108118,7869.40034444316,8318.78644898909,8792.99788588335,9292.81255133604,9818.96445243416,10372.1369387397,10952.9562087949,11561.9852235348,12199.7181574828,12866.5755130534,13562.9000130412,14288.9533712762,15044.9140215313,15830.8758602914,16646.8480303741,17492.755740256,18368.4420791448,19273.6707513588,20208.1296166374,21171.4348869579,22163.1357967564,23182.7195337243,24229.6161932352,25303.2035025984,26402.8110533858,27527.7237825687,28677.1844574772,29850.3949467437,31046.5161000646,32264.6661139717,33503.9173282778,34763.2914771067,36041.7535071143,37338.2041703254,38651.4716955577,39980.3029353508,41323.3544685247,42679.184205415,44046.2440869103,45422.8744837121,46807.3008840185,48197.6334032914,49591.8695585211,50987.9006239776,52383.52173134,53776.445702711,55164.3204210354,56544.7493610529,57915.314737764,59273.6025902674,60617.2290166781,61943.8667175812,63251.2709945056,64537.3043856996,65799.9591999034,67037.3773225356,68247.8668082015,69429.9149279541,70582.1974984126,71703.5844726241,72793.1419110019,73850.1305684589,74874.0014269395,75864.3885692261,76821.0998304268,77744.1056799251,78633.5267818755,79489.6206604733,80312.7678613122,81103.4579562986,81862.2756905385,82589.8875186164,83287.0287273912,83954.4912948448,84593.1125910646,85203.7649890067,85787.3464196911,86344.7718789957,86876.9658710607,87384.8557560676,87904.0723859279
6,Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Antigua and Barbuda,Americas,N America,12897.5355309229,13053.4905104031,12952.1169951864,13348.4909584544,13834.4125119854,12907.6506181688,13405.6958690961,13673.8876187436,13896.807597251,14120.4032447925,14525.3522511509,13825.6322442789,14041.8082336894,14711.5258468064,15334.9492773295,16100.9245815242,18057.3767937653,19554.7554017614,19350.1614691844,16833.8021539302,15464.1799578709,15028.514390172,15471.6482005444,15261.1280114295,15835.9908745131,16162.4588090948,16541.977571982,16959.8795882955,17419.4289874171,17924.0072319009,18477.0737580387,19082.1143119163,19742.575731886,20461.7863996536,21242.8623026513,22088.5996406482,23001.3561602875,23982.9248606552,25034.4052771305,26156.0790606072,27347.2978183212,28606.391938601,29930.6091613721,31316.09080912,32757.8917884,34250.0477740294,35785.6896099938,37357.2012492853,38956.413942372,40574.8263202956,42203.8378909832,43834.9825329975,45460.1489129463,47071.7762736933,48663.0164899089,50227.8563158206,51761.1969742935,53258.8913023837,54717.7412977231,56135.4609249956,57510.6103695372,58842.5085839642,60131.1310488237,61376.9992838312,62581.0679400591,63744.6144066195,64869.1348893104,65956.2499486649,67007.6215790746,68024.8831032384,69009.5824619483,69963.1388995021,70886.8125729079,71781.6862378671,72648.6578750058,73488.4429060725,74301.584504078,75088.4704179753,75849.3547072683,76584.3828111981,77293.6184567255,77977.0710340268,78634.722230589,79266.5509064648,79872.5554037085,80452.7727015335,81007.2940444902,81536.2768739174,82039.9530746601,82518.6337032255,82972.7104862392,83402.6544677188,83809.0122410119,84192.4002287338,84553.4974756164,84893.0373995235,85211.7989101043,85510.5972576565,85790.2749213431,86051.6927899701,86295.7218333219,86523.2354100327,86735.102310878,86932.1805952237,87115.3122436773,87285.3186217692,87442.9967274244,87589.1161785904,87724.4168859361,87849.6073483581,88000.1078508114
8,Area under dispute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Argentina,Americas,S America,,,,,,,,,,,,,,,,,8765.27819548872,10018.5864661654,10836.9022556391,10976.6766917293,11962.3984962406,13198.5864661654,13682.4449729788,14235.5781384033,14839.0904082241,15465.3880616001,16183.9964703176,16963.1452537381,17805.533681634,18713.4399328955,19688.6029332805,20732.1027355562,21844.2455322806,23024.460349148,24271.2149755808,25581.9585890146,26953.0977112711,28380.0105718145,29857.1027169298,31377.9039739903,32935.2039222136,34521.22015454,36127.7911627118,37746.5839152736,39369.3053111667,40987.9067474153,42594.7719834742,44182.8801570748,45745.9379745112,47278.4774987251,48775.9183368415,50234.5951721259,51651.753342521,53025.5164566557,54354.8308406382,55639.3919595085,56879.5579262884,58076.2548887913,59230.8785638518,60345.1955579286,61421.2474457377,62461.2599309362,63467.5588231096,64442.4940551106,65388.3725420099,66307.4003448185,67201.6343387834,68072.9433832516,68922.9788321404,69753.1540958052,70564.6328535393,71358.3254114147,72134.8925967949,72894.7564767918,73638.117085068,74364.9742445772,75075.1534900421,75768.3350310076,76444.0846616503,77101.8855231415,77741.1696618048,78361.3484020973,78961.8406649231,79542.0985032622,80101.6292905335,80640.0141728601,81156.9225742661,81652.1227140324,82125.4882493928,82577.0012878599,83006.7521172921,83414.9360763411,83801.8480332795,84167.8749594038,84513.4870776491,84839.2280420166,85145.7045636277,85433.5758493466,85703.5431633613,85956.3397646147,86192.7214166712,86413.4576138059,86619.3236194663,86811.0933717385,86989.5332755051,87155.396872614,87309.4203592162,87452.3189030061,87584.7837016556,87707.4797165926,87855.7313551718
