Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2014-12-31 23:00:00,0,3,1,2015,25385.0
2015-01-01 00:00:00,1,3,1,2015,24382.0
2015-01-01 01:00:00,2,3,1,2015,22734.0
2015-01-01 02:00:00,3,3,1,2015,21286.0
2015-01-01 03:00:00,4,3,1,2015,20264.0
2015-01-01 04:00:00,5,3,1,2015,19905.0
2015-01-01 05:00:00,6,3,1,2015,20010.0
2015-01-01 06:00:00,7,3,1,2015,20377.0
2015-01-01 07:00:00,8,3,1,2015,20094.0
2015-01-01 08:00:00,9,3,1,2015,20637.0
2015-01-01 09:00:00,10,3,1,2015,22250.0
2015-01-01 10:00:00,11,3,1,2015,23547.0
2015-01-01 11:00:00,12,3,1,2015,24133.0
2015-01-01 12:00:00,13,3,1,2015,24713.0
2015-01-01 13:00:00,14,3,1,2015,24672.0
2015-01-01 14:00:00,15,3,1,2015,23528.0
2015-01-01 15:00:00,16,3,1,2015,23118.0
2015-01-01 16:00:00,17,3,1,2015,23606.0
2015-01-01 17:00:00,18,3,1,2015,26447.0
2015-01-01 18:00:00,19,3,1,2015,28020.0
2015-01-01 19:00:00,20,3,1,2015,29014.0
2015-01-01 20:00:00,21,3,1,2015,29571.0
2015-01-01 21:00:00,22,3,1,2015,29031.0
2015-01-01 22:00:00,23,3,1,2015,26798.0
2015-01-01 23:00:00,0,4,1,2015,24298.0
2015-01-02 00:00:00,1,4,1,2015,21881.0
2015-01-02 01:00:00,2,4,1,2015,20495.0
2015-01-02 02:00:00,3,4,1,2015,19730.0
2015-01-02 03:00:00,4,4,1,2015,19500.0
2015-01-02 04:00:00,5,4,1,2015,20113.0
2015-01-02 05:00:00,6,4,1,2015,22153.0
2015-01-02 06:00:00,7,4,1,2015,
2015-01-02 07:00:00,8,4,1,2015,
2015-01-02 08:00:00,9,4,1,2015,
2015-01-02 09:00:00,10,4,1,2015,32383.0
2015-01-02 10:00:00,11,4,1,2015,32358.0
2015-01-02 11:00:00,12,4,1,2015,
2015-01-02 12:00:00,13,4,1,2015,
2015-01-02 13:00:00,14,4,1,2015,
2015-01-02 14:00:00,15,4,1,2015,
2015-01-02 15:00:00,16,4,1,2015,
2015-01-02 16:00:00,17,4,1,2015,
2015-01-02 17:00:00,18,4,1,2015,
2015-01-02 18:00:00,19,4,1,2015,
2015-01-02 19:00:00,20,4,1,2015,33955.0
2015-01-02 20:00:00,21,4,1,2015,33851.0
2015-01-02 21:00:00,22,4,1,2015,32324.0
2015-01-02 22:00:00,23,4,1,2015,29866.0
2015-01-02 23:00:00,0,5,1,2015,27243.0
2015-01-03 00:00:00,1,5,1,2015,24723.0
2015-01-03 01:00:00,2,5,1,2015,22861.0
2015-01-03 02:00:00,3,5,1,2015,21963.0
2015-01-03 03:00:00,4,5,1,2015,21540.0
2015-01-03 04:00:00,5,5,1,2015,21642.0
2015-01-03 05:00:00,6,5,1,2015,22434.0
2015-01-03 06:00:00,7,5,1,2015,23787.0
2015-01-03 07:00:00,8,5,1,2015,25305.0
2015-01-03 08:00:00,9,5,1,2015,27745.0
2015-01-03 09:00:00,10,5,1,2015,30101.0
2015-01-03 10:00:00,11,5,1,2015,30495.0
2015-01-03 11:00:00,12,5,1,2015,29893.0
2015-01-03 12:00:00,13,5,1,2015,29659.0
2015-01-03 13:00:00,14,5,1,2015,29268.0
2015-01-03 14:00:00,15,5,1,2015,28375.0
2015-01-03 15:00:00,16,5,1,2015,27840.0
2015-01-03 16:00:00,17,5,1,2015,28102.0
2015-01-03 17:00:00,18,5,1,2015,30973.0
2015-01-03 18:00:00,19,5,1,2015,32130.0
2015-01-03 19:00:00,20,5,1,2015,32763.0
2015-01-03 20:00:00,21,5,1,2015,32875.0
2015-01-03 21:00:00,22,5,1,2015,31532.0
2015-01-03 22:00:00,23,5,1,2015,29366.0
2015-01-03 23:00:00,0,6,1,2015,26818.0
2015-01-04 00:00:00,1,6,1,2015,24299.0
2015-01-04 01:00:00,2,6,1,2015,22546.0
2015-01-04 02:00:00,3,6,1,2015,21480.0
2015-01-04 03:00:00,4,6,1,2015,20937.0
2015-01-04 04:00:00,5,6,1,2015,21035.0
2015-01-04 05:00:00,6,6,1,2015,21476.0
2015-01-04 06:00:00,7,6,1,2015,22289.0
2015-01-04 07:00:00,8,6,1,2015,22929.0
2015-01-04 08:00:00,9,6,1,2015,24754.0
2015-01-04 09:00:00,10,6,1,2015,27027.0
2015-01-04 10:00:00,11,6,1,2015,27933.0
2015-01-04 11:00:00,12,6,1,2015,27648.0
2015-01-04 12:00:00,13,6,1,2015,27873.0
2015-01-04 13:00:00,14,6,1,2015,27769.0
2015-01-04 14:00:00,15,6,1,2015,26825.0
2015-01-04 15:00:00,16,6,1,2015,26254.0
2015-01-04 16:00:00,17,6,1,2015,26508.0
2015-01-04 17:00:00,18,6,1,2015,29232.0
2015-01-04 18:00:00,19,6,1,2015,30623.0
2015-01-04 19:00:00,20,6,1,2015,31605.0
2015-01-04 20:00:00,21,6,1,2015,32040.0
2015-01-04 21:00:00,22,6,1,2015,31115.0
2015-01-04 22:00:00,23,6,1,2015,28916.0
2015-01-04 23:00:00,0,0,1,2015,26019.0
2015-01-05 00:00:00,1,0,1,2015,23591.0
2015-01-05 01:00:00,2,0,1,2015,22089.0
2015-01-05 02:00:00,3,0,1,2015,21350.0
2015-01-05 03:00:00,4,0,1,2015,21054.0
2015-01-05 04:00:00,5,0,1,2015,21533.0
2015-01-05 05:00:00,6,0,1,2015,23240.0
2015-01-05 06:00:00,7,0,1,2015,26141.0
2015-01-05 07:00:00,8,0,1,2015,28870.0
2015-01-05 08:00:00,9,0,1,2015,31473.0
2015-01-05 09:00:00,10,0,1,2015,32893.0
2015-01-05 10:00:00,11,0,1,2015,32741.0
2015-01-05 11:00:00,12,0,1,2015,31942.0
2015-01-05 12:00:00,13,0,1,2015,31779.0
2015-01-05 13:00:00,14,0,1,2015,30864.0
2015-01-05 14:00:00,15,0,1,2015,29742.0
2015-01-05 15:00:00,16,0,1,2015,29336.0
2015-01-05 16:00:00,17,0,1,2015,29469.0
2015-01-05 17:00:00,18,0,1,2015,30960.0
2015-01-05 18:00:00,19,0,1,2015,31097.0
2015-01-05 19:00:00,20,0,1,2015,31242.0
2015-01-05 20:00:00,21,0,1,2015,31443.0
2015-01-05 21:00:00,22,0,1,2015,30365.0
2015-01-05 22:00:00,23,0,1,2015,28635.0
2015-01-05 23:00:00,0,1,1,2015,26304.0
2015-01-06 00:00:00,1,1,1,2015,23940.0
2015-01-06 01:00:00,2,1,1,2015,22118.0
2015-01-06 02:00:00,3,1,1,2015,21015.0
2015-01-06 03:00:00,4,1,1,2015,20518.0
2015-01-06 04:00:00,5,1,1,2015,20478.0
2015-01-06 05:00:00,6,1,1,2015,20926.0
2015-01-06 06:00:00,7,1,1,2015,21676.0
2015-01-06 07:00:00,8,1,1,2015,22195.0
2015-01-06 08:00:00,9,1,1,2015,23806.0
2015-01-06 09:00:00,10,1,1,2015,25842.0
2015-01-06 10:00:00,11,1,1,2015,26754.0
2015-01-06 11:00:00,12,1,1,2015,26633.0
2015-01-06 12:00:00,13,1,1,2015,26664.0
2015-01-06 13:00:00,14,1,1,2015,26154.0
2015-01-06 14:00:00,15,1,1,2015,24866.0
2015-01-06 15:00:00,16,1,1,2015,24346.0
2015-01-06 16:00:00,17,1,1,2015,24812.0
2015-01-06 17:00:00,18,1,1,2015,27582.0
2015-01-06 18:00:00,19,1,1,2015,29150.0
2015-01-06 19:00:00,20,1,1,2015,30122.0
2015-01-06 20:00:00,21,1,1,2015,31077.0
2015-01-06 21:00:00,22,1,1,2015,30449.0
2015-01-06 22:00:00,23,1,1,2015,28235.0
2015-01-06 23:00:00,0,2,1,2015,25555.0
2015-01-07 00:00:00,1,2,1,2015,23341.0
2015-01-07 01:00:00,2,2,1,2015,22029.0
2015-01-07 02:00:00,3,2,1,2015,21456.0
2015-01-07 03:00:00,4,2,1,2015,21457.0
2015-01-07 04:00:00,5,2,1,2015,22229.0
2015-01-07 05:00:00,6,2,1,2015,25041.0
2015-01-07 06:00:00,7,2,1,2015,29412.0
2015-01-07 07:00:00,8,2,1,2015,33176.0
2015-01-07 08:00:00,9,2,1,2015,35462.0
2015-01-07 09:00:00,10,2,1,2015,36783.0
2015-01-07 10:00:00,11,2,1,2015,36950.0
2015-01-07 11:00:00,12,2,1,2015,36399.0
2015-01-07 12:00:00,13,2,1,2015,36154.0
2015-01-07 13:00:00,14,2,1,2015,34823.0
2015-01-07 14:00:00,15,2,1,2015,33974.0
2015-01-07 15:00:00,16,2,1,2015,33804.0
2015-01-07 16:00:00,17,2,1,2015,34366.0
2015-01-07 17:00:00,18,2,1,2015,36859.0
2015-01-07 18:00:00,19,2,1,2015,38014.0
2015-01-07 19:00:00,20,2,1,2015,38193.0
2015-01-07 20:00:00,21,2,1,2015,37233.0
2015-01-07 21:00:00,22,2,1,2015,34465.0
2015-01-07 22:00:00,23,2,1,2015,31404.0
2015-01-07 23:00:00,0,3,1,2015,28222.0
2015-01-08 00:00:00,1,3,1,2015,25790.0
2015-01-08 01:00:00,2,3,1,2015,24481.0
2015-01-08 02:00:00,3,3,1,2015,23883.0
2015-01-08 03:00:00,4,3,1,2015,23761.0
2015-01-08 04:00:00,5,3,1,2015,24420.0
2015-01-08 05:00:00,6,3,1,2015,27045.0
2015-01-08 06:00:00,7,3,1,2015,32059.0
2015-01-08 07:00:00,8,3,1,2015,35694.0
