Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,268.29883,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 00:00:00,1,3,1,2015,268.86377,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 01:00:00,2,3,1,2015,269.89868,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 02:00:00,3,3,1,2015,271.2859,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 03:00:00,4,3,1,2015,272.2256,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 04:00:00,5,3,1,2015,273.24805,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 05:00:00,6,3,1,2015,273.24414,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 06:00:00,7,3,1,2015,273.6482,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 07:00:00,8,3,1,2015,273.82324,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 08:00:00,9,3,1,2015,274.24585,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 09:00:00,10,3,1,2015,274.44702,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 10:00:00,11,3,1,2015,275.8816,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 11:00:00,12,3,1,2015,276.6089,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 12:00:00,13,3,1,2015,276.45288,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 13:00:00,14,3,1,2015,276.3667,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 14:00:00,15,3,1,2015,276.70752,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 15:00:00,16,3,1,2015,276.41968,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 16:00:00,17,3,1,2015,276.78223,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 17:00:00,18,3,1,2015,277.1958,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 18:00:00,19,3,1,2015,277.3208,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 19:00:00,20,3,1,2015,277.85767,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 20:00:00,21,3,1,2015,278.25073,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 21:00:00,22,3,1,2015,278.63574,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 22:00:00,23,3,1,2015,278.67896,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-01 23:00:00,0,4,1,2015,278.87305,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-02 00:00:00,1,4,1,2015,279.01343,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-02 01:00:00,2,4,1,2015,279.19946,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-02 02:00:00,3,4,1,2015,279.35767,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-02 03:00:00,4,4,1,2015,279.36035,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-02 04:00:00,5,4,1,2015,279.34058,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
2015-01-02 05:00:00,6,4,1,2015,279.26367,271.8636,12.0,279.83582,269.1703536987305,291.19068603515626
