Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,276.5957
2015-01-01 00:00:00,1,3,1,2015,276.66782
2015-01-01 01:00:00,2,3,1,2015,276.78088
2015-01-01 02:00:00,3,3,1,2015,276.68887
2015-01-01 03:00:00,4,3,1,2015,276.63968
2015-01-01 04:00:00,5,3,1,2015,276.7194
2015-01-01 05:00:00,6,3,1,2015,276.90515
2015-01-01 06:00:00,7,3,1,2015,277.09198
2015-01-01 07:00:00,8,3,1,2015,277.25815
2015-01-01 08:00:00,9,3,1,2015,277.60046
2015-01-01 09:00:00,10,3,1,2015,277.95224
2015-01-01 10:00:00,11,3,1,2015,278.04697
2015-01-01 11:00:00,12,3,1,2015,278.35974
2015-01-01 12:00:00,13,3,1,2015,278.6916
2015-01-01 13:00:00,14,3,1,2015,279.0288
2015-01-01 14:00:00,15,3,1,2015,279.19754
2015-01-01 15:00:00,16,3,1,2015,279.24976
2015-01-01 16:00:00,17,3,1,2015,279.343
2015-01-01 17:00:00,18,3,1,2015,279.41565
2015-01-01 18:00:00,19,3,1,2015,279.42218
2015-01-01 19:00:00,20,3,1,2015,279.28192
2015-01-01 20:00:00,21,3,1,2015,279.24097
2015-01-01 21:00:00,22,3,1,2015,279.25427
2015-01-01 22:00:00,23,3,1,2015,279.15707
2015-01-01 23:00:00,0,4,1,2015,279.20898
2015-01-02 00:00:00,1,4,1,2015,279.12628
2015-01-02 01:00:00,2,4,1,2015,279.06604
2015-01-02 02:00:00,3,4,1,2015,279.02588
2015-01-02 03:00:00,4,4,1,2015,279.02942
2015-01-02 04:00:00,5,4,1,2015,279.09317
2015-01-02 05:00:00,6,4,1,2015,279.18164
2015-01-02 06:00:00,7,4,1,2015,279.28
2015-01-02 07:00:00,8,4,1,2015,279.3583
2015-01-02 08:00:00,9,4,1,2015,279.4846
2015-01-02 09:00:00,10,4,1,2015,279.85022
2015-01-02 10:00:00,11,4,1,2015,280.27966
2015-01-02 11:00:00,12,4,1,2015,280.14172
2015-01-02 12:00:00,13,4,1,2015,279.81012
2015-01-02 13:00:00,14,4,1,2015,279.3324
2015-01-02 14:00:00,15,4,1,2015,278.60364
2015-01-02 15:00:00,16,4,1,2015,278.09836
2015-01-02 16:00:00,17,4,1,2015,277.82706
2015-01-02 17:00:00,18,4,1,2015,277.6676
