Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2015-01-01 00:00:00,0,3,1,2015,282.18408,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 01:00:00,1,3,1,2015,282.23462,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 02:00:00,2,3,1,2015,282.16284,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 03:00:00,3,3,1,2015,282.39355,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 04:00:00,4,3,1,2015,282.03125,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 05:00:00,5,3,1,2015,281.41602,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 06:00:00,6,3,1,2015,280.9038,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 07:00:00,7,3,1,2015,280.63184,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 08:00:00,8,3,1,2015,280.98193,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 09:00:00,9,3,1,2015,281.00366,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 10:00:00,10,3,1,2015,284.198,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 11:00:00,11,3,1,2015,284.13037,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 12:00:00,12,3,1,2015,284.2693,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 13:00:00,13,3,1,2015,284.87842,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 14:00:00,14,3,1,2015,286.49463,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 15:00:00,15,3,1,2015,286.94104,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 16:00:00,16,3,1,2015,287.04004,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 17:00:00,17,3,1,2015,285.92456,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 18:00:00,18,3,1,2015,285.2019,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 19:00:00,19,3,1,2015,285.05884,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 20:00:00,20,3,1,2015,284.07495,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 21:00:00,21,3,1,2015,284.0244,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 22:00:00,22,3,1,2015,282.79224,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-01 23:00:00,23,3,1,2015,282.49805,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 00:00:00,0,4,1,2015,282.24194,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 01:00:00,1,4,1,2015,281.82642,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 02:00:00,2,4,1,2015,281.4358,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 03:00:00,3,4,1,2015,281.11426,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 04:00:00,4,4,1,2015,280.86597,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 05:00:00,5,4,1,2015,280.1443,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 06:00:00,6,4,1,2015,280.07275,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 07:00:00,7,4,1,2015,279.85767,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 08:00:00,8,4,1,2015,279.91992,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 09:00:00,9,4,1,2015,280.03467,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 10:00:00,10,4,1,2015,283.01904,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 11:00:00,11,4,1,2015,283.16455,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 12:00:00,12,4,1,2015,283.97485,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 13:00:00,13,4,1,2015,284.81592,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 14:00:00,14,4,1,2015,286.16138,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 15:00:00,15,4,1,2015,286.42822,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 16:00:00,16,4,1,2015,286.51196,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 17:00:00,17,4,1,2015,285.52588,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 18:00:00,18,4,1,2015,285.1975,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 19:00:00,19,4,1,2015,284.9502,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 20:00:00,20,4,1,2015,283.4729,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 21:00:00,21,4,1,2015,283.42798,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 22:00:00,22,4,1,2015,283.1311,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-02 23:00:00,23,4,1,2015,282.98096,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 00:00:00,0,5,1,2015,282.8015,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 01:00:00,1,5,1,2015,282.26318,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 02:00:00,2,5,1,2015,281.63184,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 03:00:00,3,5,1,2015,281.08643,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 04:00:00,4,5,1,2015,280.7815,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 05:00:00,5,5,1,2015,280.45972,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 06:00:00,6,5,1,2015,280.3423,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 07:00:00,7,5,1,2015,280.1206,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 08:00:00,8,5,1,2015,279.98047,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 09:00:00,9,5,1,2015,280.10864,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 10:00:00,10,5,1,2015,282.94653,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 11:00:00,11,5,1,2015,283.37598,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 12:00:00,12,5,1,2015,284.18896,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 13:00:00,13,5,1,2015,284.97095,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 14:00:00,14,5,1,2015,286.6936,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 15:00:00,15,5,1,2015,287.11865,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 16:00:00,16,5,1,2015,287.20093,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 17:00:00,17,5,1,2015,285.4961,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 18:00:00,18,5,1,2015,285.30078,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 19:00:00,19,5,1,2015,285.41895,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 20:00:00,20,5,1,2015,284.34277,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 21:00:00,21,5,1,2015,284.0752,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 22:00:00,22,5,1,2015,283.1311,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-03 23:00:00,23,5,1,2015,283.0315,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 00:00:00,0,6,1,2015,282.68018,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 01:00:00,1,6,1,2015,282.4231,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 02:00:00,2,6,1,2015,281.99414,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 03:00:00,3,6,1,2015,281.59595,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 04:00:00,4,6,1,2015,281.4026,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 05:00:00,5,6,1,2015,280.84985,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 06:00:00,6,6,1,2015,280.6162,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 07:00:00,7,6,1,2015,280.35083,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 08:00:00,8,6,1,2015,280.62964,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 09:00:00,9,6,1,2015,280.6128,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 10:00:00,10,6,1,2015,283.23853,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 11:00:00,11,6,1,2015,283.62158,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 12:00:00,12,6,1,2015,284.49048,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 13:00:00,13,6,1,2015,285.18384,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 14:00:00,14,6,1,2015,286.99634,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 15:00:00,15,6,1,2015,287.38904,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 16:00:00,16,6,1,2015,287.323,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 17:00:00,17,6,1,2015,285.30884,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 18:00:00,18,6,1,2015,284.5244,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 19:00:00,19,6,1,2015,284.1953,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 20:00:00,20,6,1,2015,283.302,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 21:00:00,21,6,1,2015,283.86084,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 22:00:00,22,6,1,2015,282.8518,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-04 23:00:00,23,6,1,2015,282.74976,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 00:00:00,0,0,1,2015,282.85693,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 01:00:00,1,0,1,2015,282.81836,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 02:00:00,2,0,1,2015,282.19482,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 03:00:00,3,0,1,2015,280.65112,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 04:00:00,4,0,1,2015,279.77588,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 05:00:00,5,0,1,2015,279.92993,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 06:00:00,6,0,1,2015,279.14795,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 07:00:00,7,0,1,2015,278.98755,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 08:00:00,8,0,1,2015,279.11084,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 09:00:00,9,0,1,2015,278.7168,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 10:00:00,10,0,1,2015,281.64233,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 11:00:00,11,0,1,2015,281.64746,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 12:00:00,12,0,1,2015,282.46753,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 13:00:00,13,0,1,2015,283.42993,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 14:00:00,14,0,1,2015,285.12817,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 15:00:00,15,0,1,2015,285.45508,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 16:00:00,16,0,1,2015,285.5,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 17:00:00,17,0,1,2015,284.55786,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 18:00:00,18,0,1,2015,283.7954,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 19:00:00,19,0,1,2015,283.7744,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 20:00:00,20,0,1,2015,283.48804,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 21:00:00,21,0,1,2015,283.6892,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 22:00:00,22,0,1,2015,283.1631,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-05 23:00:00,23,0,1,2015,283.37402,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 00:00:00,0,1,1,2015,283.3567,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 01:00:00,1,1,1,2015,283.48657,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 02:00:00,2,1,1,2015,283.17822,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 03:00:00,3,1,1,2015,283.3601,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 04:00:00,4,1,1,2015,282.5647,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 05:00:00,5,1,1,2015,282.54272,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 06:00:00,6,1,1,2015,283.20288,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 07:00:00,7,1,1,2015,283.13013,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 08:00:00,8,1,1,2015,283.01172,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 09:00:00,9,1,1,2015,283.1499,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 10:00:00,10,1,1,2015,285.4397,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 11:00:00,11,1,1,2015,285.5393,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 12:00:00,12,1,1,2015,285.55664,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 13:00:00,13,1,1,2015,285.60327,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 14:00:00,14,1,1,2015,286.23047,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 15:00:00,15,1,1,2015,286.3694,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 16:00:00,16,1,1,2015,286.42847,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 17:00:00,17,1,1,2015,285.75952,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
2015-01-06 18:00:00,18,1,1,2015,285.3899,284.27454,11.0,289.5487,283.0307861328125,296.50115966796875
