Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 22:00:00,0,3,1,2015,275.31836,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2014-12-31 23:00:00,1,3,1,2015,275.40442,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 00:00:00,2,3,1,2015,275.58838,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 01:00:00,3,3,1,2015,275.66443,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 02:00:00,4,3,1,2015,275.82703,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 03:00:00,5,3,1,2015,275.9016,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 04:00:00,6,3,1,2015,276.07422,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 05:00:00,7,3,1,2015,276.21497,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 06:00:00,8,3,1,2015,276.0603,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 07:00:00,9,3,1,2015,275.7921,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 08:00:00,10,3,1,2015,275.66382,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 09:00:00,11,3,1,2015,275.62097,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 10:00:00,12,3,1,2015,276.05737,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 11:00:00,13,3,1,2015,276.22424,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 12:00:00,14,3,1,2015,276.35144,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 13:00:00,15,3,1,2015,276.28284,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 14:00:00,16,3,1,2015,276.0182,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 15:00:00,17,3,1,2015,276.12463,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 16:00:00,18,3,1,2015,276.14734,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 17:00:00,19,3,1,2015,276.47913,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 18:00:00,20,3,1,2015,276.77417,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 19:00:00,21,3,1,2015,276.9496,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 20:00:00,22,3,1,2015,277.3269,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 21:00:00,23,3,1,2015,277.39575,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 22:00:00,0,4,1,2015,277.4193,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-01 23:00:00,1,4,1,2015,277.5,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 00:00:00,2,4,1,2015,277.52905,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 01:00:00,3,4,1,2015,277.48865,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 02:00:00,4,4,1,2015,277.22705,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 03:00:00,5,4,1,2015,277.21777,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 04:00:00,6,4,1,2015,277.15332,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 05:00:00,7,4,1,2015,276.5703,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 06:00:00,8,4,1,2015,276.40295,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 07:00:00,9,4,1,2015,276.25427,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 08:00:00,10,4,1,2015,276.23645,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 09:00:00,11,4,1,2015,276.39807,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 10:00:00,12,4,1,2015,277.2262,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 11:00:00,13,4,1,2015,277.3109,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 12:00:00,14,4,1,2015,277.68384,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 13:00:00,15,4,1,2015,278.15784,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 14:00:00,16,4,1,2015,279.4447,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 15:00:00,17,4,1,2015,279.48682,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 16:00:00,18,4,1,2015,278.9906,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 17:00:00,19,4,1,2015,278.38336,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 18:00:00,20,4,1,2015,278.25232,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 19:00:00,21,4,1,2015,277.93854,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 20:00:00,22,4,1,2015,277.05127,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 21:00:00,23,4,1,2015,276.89093,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 22:00:00,0,5,1,2015,276.9027,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-02 23:00:00,1,5,1,2015,277.09448,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 00:00:00,2,5,1,2015,276.8817,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 01:00:00,3,5,1,2015,276.70667,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 02:00:00,4,5,1,2015,276.71008,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 03:00:00,5,5,1,2015,276.73706,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 04:00:00,6,5,1,2015,276.8069,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 05:00:00,7,5,1,2015,277.13562,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 06:00:00,8,5,1,2015,277.11963,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 07:00:00,9,5,1,2015,277.09338,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 08:00:00,10,5,1,2015,277.04517,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 09:00:00,11,5,1,2015,277.3412,273.1384,12.0,281.68323,271.821484375,293.0825500488281
2015-01-03 10:00:00,12,5,1,2015,277.03833,273.1384,12.0,281.68323,271.821484375,293.0825500488281
