Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2015-01-01 00:00:00,0,3,1,2015,278.9677
2015-01-01 01:00:00,1,3,1,2015,279.35202
2015-01-01 02:00:00,2,3,1,2015,279.79306
2015-01-01 03:00:00,3,3,1,2015,280.05197
2015-01-01 04:00:00,4,3,1,2015,280.42468
2015-01-01 05:00:00,5,3,1,2015,280.85046
2015-01-01 06:00:00,6,3,1,2015,281.1968
2015-01-01 07:00:00,7,3,1,2015,281.3727
2015-01-01 08:00:00,8,3,1,2015,281.57117
2015-01-01 09:00:00,9,3,1,2015,281.84656
2015-01-01 10:00:00,10,3,1,2015,282.20908
2015-01-01 11:00:00,11,3,1,2015,282.49213
2015-01-01 12:00:00,12,3,1,2015,282.81595
2015-01-01 13:00:00,13,3,1,2015,283.07352
2015-01-01 14:00:00,14,3,1,2015,283.28174
2015-01-01 15:00:00,15,3,1,2015,283.5833
2015-01-01 16:00:00,16,3,1,2015,283.8022
2015-01-01 17:00:00,17,3,1,2015,283.9851
2015-01-01 18:00:00,18,3,1,2015,284.16956
2015-01-01 19:00:00,19,3,1,2015,284.4575
2015-01-01 20:00:00,20,3,1,2015,284.67346
2015-01-01 21:00:00,21,3,1,2015,284.83847
2015-01-01 22:00:00,22,3,1,2015,285.06808
2015-01-01 23:00:00,23,3,1,2015,285.24545
2015-01-02 00:00:00,0,4,1,2015,285.34024
2015-01-02 01:00:00,1,4,1,2015,285.37787
2015-01-02 02:00:00,2,4,1,2015,284.74072
2015-01-02 03:00:00,3,4,1,2015,283.94064
2015-01-02 04:00:00,4,4,1,2015,283.24707
2015-01-02 05:00:00,5,4,1,2015,282.26215
2015-01-02 06:00:00,6,4,1,2015,281.64157
2015-01-02 07:00:00,7,4,1,2015,281.08508
2015-01-02 08:00:00,8,4,1,2015,280.38455
2015-01-02 09:00:00,9,4,1,2015,279.83005
2015-01-02 10:00:00,10,4,1,2015,280.03662
2015-01-02 11:00:00,11,4,1,2015,280.61246
2015-01-02 12:00:00,12,4,1,2015,280.99503
2015-01-02 13:00:00,13,4,1,2015,281.13147
2015-01-02 14:00:00,14,4,1,2015,281.0902
2015-01-02 15:00:00,15,4,1,2015,280.7173
2015-01-02 16:00:00,16,4,1,2015,279.59247
2015-01-02 17:00:00,17,4,1,2015,278.38635
2015-01-02 18:00:00,18,4,1,2015,277.58163
2015-01-02 19:00:00,19,4,1,2015,277.13315
2015-01-02 20:00:00,20,4,1,2015,277.0886
2015-01-02 21:00:00,21,4,1,2015,277.10376
2015-01-02 22:00:00,22,4,1,2015,277.15305
2015-01-02 23:00:00,23,4,1,2015,277.1422
2015-01-03 00:00:00,0,5,1,2015,277.11752
2015-01-03 01:00:00,1,5,1,2015,277.12042
2015-01-03 02:00:00,2,5,1,2015,277.42072
2015-01-03 03:00:00,3,5,1,2015,277.69278
2015-01-03 04:00:00,4,5,1,2015,277.87784
2015-01-03 05:00:00,5,5,1,2015,277.73035
2015-01-03 06:00:00,6,5,1,2015,277.70752
2015-01-03 07:00:00,7,5,1,2015,277.56332
2015-01-03 08:00:00,8,5,1,2015,277.5914
2015-01-03 09:00:00,9,5,1,2015,277.55505
2015-01-03 10:00:00,10,5,1,2015,277.60754
2015-01-03 11:00:00,11,5,1,2015,277.82626
2015-01-03 12:00:00,12,5,1,2015,278.14838
2015-01-03 13:00:00,13,5,1,2015,278.57315
2015-01-03 14:00:00,14,5,1,2015,278.37308
2015-01-03 15:00:00,15,5,1,2015,277.80594
2015-01-03 16:00:00,16,5,1,2015,277.314
2015-01-03 17:00:00,17,5,1,2015,276.84702
2015-01-03 18:00:00,18,5,1,2015,276.33984
2015-01-03 19:00:00,19,5,1,2015,276.29764
2015-01-03 20:00:00,20,5,1,2015,276.16287
2015-01-03 21:00:00,21,5,1,2015,275.74792
2015-01-03 22:00:00,22,5,1,2015,275.3989
2015-01-03 23:00:00,23,5,1,2015,275.2997
2015-01-04 00:00:00,0,6,1,2015,275.21057
2015-01-04 01:00:00,1,6,1,2015,274.52618
2015-01-04 02:00:00,2,6,1,2015,274.06058
2015-01-04 03:00:00,3,6,1,2015,273.70383
2015-01-04 04:00:00,4,6,1,2015,273.63586
2015-01-04 05:00:00,5,6,1,2015,273.2787
2015-01-04 06:00:00,6,6,1,2015,272.75336
2015-01-04 07:00:00,7,6,1,2015,272.64706
2015-01-04 08:00:00,8,6,1,2015,272.75073
2015-01-04 09:00:00,9,6,1,2015,272.77667
2015-01-04 10:00:00,10,6,1,2015,273.8876
2015-01-04 11:00:00,11,6,1,2015,274.56363
2015-01-04 12:00:00,12,6,1,2015,275.14368
2015-01-04 13:00:00,13,6,1,2015,275.691
2015-01-04 14:00:00,14,6,1,2015,275.90628
2015-01-04 15:00:00,15,6,1,2015,275.89175
2015-01-04 16:00:00,16,6,1,2015,275.33926
2015-01-04 17:00:00,17,6,1,2015,275.10724
2015-01-04 18:00:00,18,6,1,2015,275.05957
2015-01-04 19:00:00,19,6,1,2015,275.0946
2015-01-04 20:00:00,20,6,1,2015,275.31937
2015-01-04 21:00:00,21,6,1,2015,275.45374
2015-01-04 22:00:00,22,6,1,2015,275.7917
2015-01-04 23:00:00,23,6,1,2015,276.0592
