Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,277.3575,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 00:00:00,1,3,1,2015,277.3579,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 01:00:00,2,3,1,2015,277.4359,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 02:00:00,3,3,1,2015,277.28204,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 03:00:00,4,3,1,2015,277.21405,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 04:00:00,5,3,1,2015,276.84573,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 05:00:00,6,3,1,2015,276.5294,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 06:00:00,7,3,1,2015,276.13446,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 07:00:00,8,3,1,2015,275.61432,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 08:00:00,9,3,1,2015,275.26318,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 09:00:00,10,3,1,2015,275.71265,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 10:00:00,11,3,1,2015,276.7173,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 11:00:00,12,3,1,2015,277.36865,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 12:00:00,13,3,1,2015,277.79272,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 13:00:00,14,3,1,2015,278.06006,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 14:00:00,15,3,1,2015,277.8247,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 15:00:00,16,3,1,2015,276.6421,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 16:00:00,17,3,1,2015,275.69995,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 17:00:00,18,3,1,2015,275.8169,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 18:00:00,19,3,1,2015,275.83057,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 19:00:00,20,3,1,2015,275.86743,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 20:00:00,21,3,1,2015,275.71753,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 21:00:00,22,3,1,2015,275.6709,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 22:00:00,23,3,1,2015,275.6985,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-01 23:00:00,0,4,1,2015,275.59375,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-02 00:00:00,1,4,1,2015,275.50952,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-02 01:00:00,2,4,1,2015,275.90454,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
2015-01-02 02:00:00,3,4,1,2015,276.6858,276.1724,11.0,283.90982,272.95311737060547,297.785498046875
