Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2015-01-01 06:00:00,0,3,1,2015,285.43506,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 07:00:00,1,3,1,2015,284.93457,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 08:00:00,2,3,1,2015,284.17725,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 09:00:00,3,3,1,2015,283.6853,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 10:00:00,4,3,1,2015,282.49658,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 11:00:00,5,3,1,2015,282.55225,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 12:00:00,6,3,1,2015,282.32397,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 13:00:00,7,3,1,2015,281.06982,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 14:00:00,8,3,1,2015,281.68213,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 15:00:00,9,3,1,2015,283.48975,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 16:00:00,10,3,1,2015,285.11597,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 17:00:00,11,3,1,2015,290.5376,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 18:00:00,12,3,1,2015,291.65088,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 19:00:00,13,3,1,2015,292.09595,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 20:00:00,14,3,1,2015,293.67847,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 21:00:00,15,3,1,2015,294.49316,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 22:00:00,16,3,1,2015,293.136,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-01 23:00:00,17,3,1,2015,292.85938,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 00:00:00,18,3,1,2015,290.94507,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 01:00:00,19,3,1,2015,289.83228,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 02:00:00,20,3,1,2015,286.88696,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 03:00:00,21,3,1,2015,286.03223,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 04:00:00,22,3,1,2015,284.86792,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 05:00:00,23,3,1,2015,283.36304,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 06:00:00,0,4,1,2015,282.6548,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 07:00:00,1,4,1,2015,282.12915,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 08:00:00,2,4,1,2015,280.85156,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 09:00:00,3,4,1,2015,280.30615,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 10:00:00,4,4,1,2015,279.5835,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 11:00:00,5,4,1,2015,279.23462,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 12:00:00,6,4,1,2015,279.42773,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 13:00:00,7,4,1,2015,278.79248,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 14:00:00,8,4,1,2015,280.78247,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 15:00:00,9,4,1,2015,282.9319,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 16:00:00,10,4,1,2015,285.94165,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 17:00:00,11,4,1,2015,291.21338,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 18:00:00,12,4,1,2015,292.36548,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 19:00:00,13,4,1,2015,292.708,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 20:00:00,14,4,1,2015,293.66235,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 21:00:00,15,4,1,2015,293.5901,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 22:00:00,16,4,1,2015,292.03345,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-02 23:00:00,17,4,1,2015,291.08252,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 00:00:00,18,4,1,2015,290.64136,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 01:00:00,19,4,1,2015,289.3003,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 02:00:00,20,4,1,2015,287.02637,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 03:00:00,21,4,1,2015,285.77393,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 04:00:00,22,4,1,2015,283.85767,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 05:00:00,23,4,1,2015,282.17065,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 06:00:00,0,5,1,2015,282.42236,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 07:00:00,1,5,1,2015,281.9702,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 08:00:00,2,5,1,2015,281.52148,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 09:00:00,3,5,1,2015,281.5188,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 10:00:00,4,5,1,2015,280.53442,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 11:00:00,5,5,1,2015,280.19214,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 12:00:00,6,5,1,2015,280.96216,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 13:00:00,7,5,1,2015,280.51367,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 14:00:00,8,5,1,2015,281.91602,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 15:00:00,9,5,1,2015,282.94092,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 16:00:00,10,5,1,2015,285.5056,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 17:00:00,11,5,1,2015,290.30664,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 18:00:00,12,5,1,2015,290.7107,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 19:00:00,13,5,1,2015,291.4187,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 20:00:00,14,5,1,2015,292.0166,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 21:00:00,15,5,1,2015,292.833,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 22:00:00,16,5,1,2015,291.70728,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-03 23:00:00,17,5,1,2015,291.52368,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
2015-01-04 00:00:00,18,5,1,2015,291.5122,286.89117,12.0,290.15012,282.5041870117187,297.99407958984375
