Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 22:00:00,0,3,1,2015,276.10916
2014-12-31 23:00:00,1,3,1,2015,276.16635
2015-01-01 00:00:00,2,3,1,2015,276.29303
2015-01-01 01:00:00,3,3,1,2015,276.3348
2015-01-01 02:00:00,4,3,1,2015,276.46765
2015-01-01 03:00:00,5,3,1,2015,276.4628
2015-01-01 04:00:00,6,3,1,2015,276.52603
2015-01-01 05:00:00,7,3,1,2015,276.62708
2015-01-01 06:00:00,8,3,1,2015,276.55814
2015-01-01 07:00:00,9,3,1,2015,276.36957
2015-01-01 08:00:00,10,3,1,2015,276.31094
2015-01-01 09:00:00,11,3,1,2015,276.28006
2015-01-01 10:00:00,12,3,1,2015,276.4953
2015-01-01 11:00:00,13,3,1,2015,276.5912
2015-01-01 12:00:00,14,3,1,2015,276.71863
2015-01-01 13:00:00,15,3,1,2015,276.7661
2015-01-01 14:00:00,16,3,1,2015,276.7152
2015-01-01 15:00:00,17,3,1,2015,276.85486
2015-01-01 16:00:00,18,3,1,2015,276.8713
2015-01-01 17:00:00,19,3,1,2015,277.21716
2015-01-01 18:00:00,20,3,1,2015,277.4632
2015-01-01 19:00:00,21,3,1,2015,277.595
2015-01-01 20:00:00,22,3,1,2015,277.8868
2015-01-01 21:00:00,23,3,1,2015,277.92853
2015-01-01 22:00:00,0,4,1,2015,277.9011
2015-01-01 23:00:00,1,4,1,2015,277.91666
2015-01-02 00:00:00,2,4,1,2015,277.86652
2015-01-02 01:00:00,3,4,1,2015,277.77686
2015-01-02 02:00:00,4,4,1,2015,277.47314
2015-01-02 03:00:00,5,4,1,2015,277.45105
2015-01-02 04:00:00,6,4,1,2015,277.35602
2015-01-02 05:00:00,7,4,1,2015,276.86197
2015-01-02 06:00:00,8,4,1,2015,276.8092
2015-01-02 07:00:00,9,4,1,2015,276.74603
2015-01-02 08:00:00,10,4,1,2015,276.7551
2015-01-02 09:00:00,11,4,1,2015,276.95187
2015-01-02 10:00:00,12,4,1,2015,277.85748
2015-01-02 11:00:00,13,4,1,2015,278.113
2015-01-02 12:00:00,14,4,1,2015,278.39392
2015-01-02 13:00:00,15,4,1,2015,278.57623
2015-01-02 14:00:00,16,4,1,2015,279.56125
2015-01-02 15:00:00,17,4,1,2015,279.5862
2015-01-02 16:00:00,18,4,1,2015,279.19006
2015-01-02 17:00:00,19,4,1,2015,278.61902
2015-01-02 18:00:00,20,4,1,2015,278.45328
2015-01-02 19:00:00,21,4,1,2015,278.32288
2015-01-02 20:00:00,22,4,1,2015,277.68518
2015-01-02 21:00:00,23,4,1,2015,277.57343
2015-01-02 22:00:00,0,5,1,2015,277.27576
2015-01-02 23:00:00,1,5,1,2015,277.4634
2015-01-03 00:00:00,2,5,1,2015,277.34094
2015-01-03 01:00:00,3,5,1,2015,277.19104
2015-01-03 02:00:00,4,5,1,2015,277.22983
2015-01-03 03:00:00,5,5,1,2015,277.2924
2015-01-03 04:00:00,6,5,1,2015,277.33575
2015-01-03 05:00:00,7,5,1,2015,277.53406
2015-01-03 06:00:00,8,5,1,2015,277.50745
2015-01-03 07:00:00,9,5,1,2015,277.4762
2015-01-03 08:00:00,10,5,1,2015,277.45618
2015-01-03 09:00:00,11,5,1,2015,277.62613
2015-01-03 10:00:00,12,5,1,2015,277.3302
2015-01-03 11:00:00,13,5,1,2015,277.41217
2015-01-03 12:00:00,14,5,1,2015,277.48013
2015-01-03 13:00:00,15,5,1,2015,277.46582
2015-01-03 14:00:00,16,5,1,2015,277.21277
2015-01-03 15:00:00,17,5,1,2015,277.10022
2015-01-03 16:00:00,18,5,1,2015,277.02332
2015-01-03 17:00:00,19,5,1,2015,276.71625
2015-01-03 18:00:00,20,5,1,2015,276.67426
2015-01-03 19:00:00,21,5,1,2015,276.61197
2015-01-03 20:00:00,22,5,1,2015,276.25824
2015-01-03 21:00:00,23,5,1,2015,276.14075
2015-01-03 22:00:00,0,6,1,2015,275.92993
2015-01-03 23:00:00,1,6,1,2015,275.87952
2015-01-04 00:00:00,2,6,1,2015,275.9075
2015-01-04 01:00:00,3,6,1,2015,275.9063
2015-01-04 02:00:00,4,6,1,2015,275.82468
2015-01-04 03:00:00,5,6,1,2015,275.80823
2015-01-04 04:00:00,6,6,1,2015,275.72766
2015-01-04 05:00:00,7,6,1,2015,275.43167
2015-01-04 06:00:00,8,6,1,2015,275.36633
2015-01-04 07:00:00,9,6,1,2015,275.33264
2015-01-04 08:00:00,10,6,1,2015,274.9911
2015-01-04 09:00:00,11,6,1,2015,274.9507
2015-01-04 10:00:00,12,6,1,2015,274.77252
2015-01-04 11:00:00,13,6,1,2015,274.6679
2015-01-04 12:00:00,14,6,1,2015,274.70807
2015-01-04 13:00:00,15,6,1,2015,274.7174
2015-01-04 14:00:00,16,6,1,2015,274.63977
2015-01-04 15:00:00,17,6,1,2015,274.6384
2015-01-04 16:00:00,18,6,1,2015,274.67392
2015-01-04 17:00:00,19,6,1,2015,274.72333
2015-01-04 18:00:00,20,6,1,2015,274.75098
2015-01-04 19:00:00,21,6,1,2015,274.79535
2015-01-04 20:00:00,22,6,1,2015,274.78638
2015-01-04 21:00:00,23,6,1,2015,274.81766
2015-01-04 22:00:00,0,0,1,2015,274.4996
2015-01-04 23:00:00,1,0,1,2015,274.46698
2015-01-05 00:00:00,2,0,1,2015,274.5499
2015-01-05 01:00:00,3,0,1,2015,274.50238
2015-01-05 02:00:00,4,0,1,2015,274.04642
2015-01-05 03:00:00,5,0,1,2015,274.0244
2015-01-05 04:00:00,6,0,1,2015,274.04697
2015-01-05 05:00:00,7,0,1,2015,273.50287
2015-01-05 06:00:00,8,0,1,2015,273.2261
2015-01-05 07:00:00,9,0,1,2015,273.08197
2015-01-05 08:00:00,10,0,1,2015,272.39145
2015-01-05 09:00:00,11,0,1,2015,271.9796
