Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 21:00:00,0,3,1,2015,297.2483,296.6405,12.0,302.01465,295.172900390625,308.135546875
2014-12-31 22:00:00,1,3,1,2015,297.01538,296.6405,12.0,302.01465,295.172900390625,308.135546875
2014-12-31 23:00:00,2,3,1,2015,296.5996,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 00:00:00,3,3,1,2015,296.2329,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 01:00:00,4,3,1,2015,295.6682,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 02:00:00,5,3,1,2015,295.4148,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 03:00:00,6,3,1,2015,295.12207,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 04:00:00,7,3,1,2015,294.85742,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 05:00:00,8,3,1,2015,295.44336,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 06:00:00,9,3,1,2015,297.3374,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 07:00:00,10,3,1,2015,298.65918,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 08:00:00,11,3,1,2015,300.23584,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 09:00:00,12,3,1,2015,300.81616,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 10:00:00,13,3,1,2015,301.15283,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 11:00:00,14,3,1,2015,301.3042,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 12:00:00,15,3,1,2015,301.07397,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 13:00:00,16,3,1,2015,300.72412,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 14:00:00,17,3,1,2015,299.96924,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 15:00:00,18,3,1,2015,299.562,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 16:00:00,19,3,1,2015,299.04956,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 17:00:00,20,3,1,2015,298.6665,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 18:00:00,21,3,1,2015,298.58643,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 19:00:00,22,3,1,2015,298.39673,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 20:00:00,23,3,1,2015,297.698,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 21:00:00,0,4,1,2015,297.8252,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 22:00:00,1,4,1,2015,297.31372,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-01 23:00:00,2,4,1,2015,297.0078,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 00:00:00,3,4,1,2015,296.62085,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 01:00:00,4,4,1,2015,296.26978,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 02:00:00,5,4,1,2015,295.82446,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 03:00:00,6,4,1,2015,295.42285,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 04:00:00,7,4,1,2015,295.2605,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 05:00:00,8,4,1,2015,295.9353,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 06:00:00,9,4,1,2015,296.8579,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 07:00:00,10,4,1,2015,297.8401,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 08:00:00,11,4,1,2015,300.03125,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 09:00:00,12,4,1,2015,301.1167,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 10:00:00,13,4,1,2015,301.94873,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 11:00:00,14,4,1,2015,302.23853,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 12:00:00,15,4,1,2015,302.07812,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 13:00:00,16,4,1,2015,301.82568,296.6405,12.0,302.01465,295.172900390625,308.135546875
2015-01-02 14:00:00,17,4,1,2015,300.80005,296.6405,12.0,302.01465,295.172900390625,308.135546875
