Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,261.2082
2015-01-01 00:00:00,1,3,1,2015,260.69427
2015-01-01 01:00:00,2,3,1,2015,260.97607
2015-01-01 02:00:00,3,3,1,2015,260.88837
2015-01-01 03:00:00,4,3,1,2015,260.80673
2015-01-01 04:00:00,5,3,1,2015,260.8991
2015-01-01 05:00:00,6,3,1,2015,261.4736
2015-01-01 06:00:00,7,3,1,2015,261.99622
2015-01-01 07:00:00,8,3,1,2015,263.1564
2015-01-01 08:00:00,9,3,1,2015,263.96002
2015-01-01 09:00:00,10,3,1,2015,265.78796
2015-01-01 10:00:00,11,3,1,2015,268.39
2015-01-01 11:00:00,12,3,1,2015,269.4229
2015-01-01 12:00:00,13,3,1,2015,270.2285
2015-01-01 13:00:00,14,3,1,2015,270.78186
2015-01-01 14:00:00,15,3,1,2015,271.05994
2015-01-01 15:00:00,16,3,1,2015,271.2276
2015-01-01 16:00:00,17,3,1,2015,270.90872
2015-01-01 17:00:00,18,3,1,2015,270.3141
2015-01-01 18:00:00,19,3,1,2015,270.08685
2015-01-01 19:00:00,20,3,1,2015,270.12656
2015-01-01 20:00:00,21,3,1,2015,269.93195
2015-01-01 21:00:00,22,3,1,2015,270.02008
2015-01-01 22:00:00,23,3,1,2015,269.585
2015-01-01 23:00:00,0,4,1,2015,269.2717
2015-01-02 00:00:00,1,4,1,2015,269.9353
2015-01-02 01:00:00,2,4,1,2015,269.6309
2015-01-02 02:00:00,3,4,1,2015,269.56274
2015-01-02 03:00:00,4,4,1,2015,269.76855
2015-01-02 04:00:00,5,4,1,2015,269.86835
2015-01-02 05:00:00,6,4,1,2015,269.59045
2015-01-02 06:00:00,7,4,1,2015,269.40674
2015-01-02 07:00:00,8,4,1,2015,269.08923
2015-01-02 08:00:00,9,4,1,2015,270.02798
2015-01-02 09:00:00,10,4,1,2015,271.79553
2015-01-02 10:00:00,11,4,1,2015,275.54987
2015-01-02 11:00:00,12,4,1,2015,276.65933
2015-01-02 12:00:00,13,4,1,2015,277.28085
2015-01-02 13:00:00,14,4,1,2015,277.61475
2015-01-02 14:00:00,15,4,1,2015,277.37643
2015-01-02 15:00:00,16,4,1,2015,276.97766
2015-01-02 16:00:00,17,4,1,2015,275.6261
2015-01-02 17:00:00,18,4,1,2015,275.13416
2015-01-02 18:00:00,19,4,1,2015,275.084
2015-01-02 19:00:00,20,4,1,2015,274.6134
2015-01-02 20:00:00,21,4,1,2015,274.3251
