Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,257.56952
2015-01-01 00:00:00,1,3,1,2015,257.19818
2015-01-01 01:00:00,2,3,1,2015,257.4767
2015-01-01 02:00:00,3,3,1,2015,257.69522
2015-01-01 03:00:00,4,3,1,2015,258.05737
2015-01-01 04:00:00,5,3,1,2015,258.39563
2015-01-01 05:00:00,6,3,1,2015,257.95016
2015-01-01 06:00:00,7,3,1,2015,257.9704
2015-01-01 07:00:00,8,3,1,2015,258.37387
2015-01-01 08:00:00,9,3,1,2015,260.7254
2015-01-01 09:00:00,10,3,1,2015,261.84573
2015-01-01 10:00:00,11,3,1,2015,264.83817
2015-01-01 11:00:00,12,3,1,2015,265.3513
2015-01-01 12:00:00,13,3,1,2015,265.86066
2015-01-01 13:00:00,14,3,1,2015,266.0696
2015-01-01 14:00:00,15,3,1,2015,265.52567
2015-01-01 15:00:00,16,3,1,2015,267.06723
2015-01-01 16:00:00,17,3,1,2015,267.1583
2015-01-01 17:00:00,18,3,1,2015,266.56897
2015-01-01 18:00:00,19,3,1,2015,266.11707
2015-01-01 19:00:00,20,3,1,2015,265.16373
2015-01-01 20:00:00,21,3,1,2015,265.3968
2015-01-01 21:00:00,22,3,1,2015,265.95822
2015-01-01 22:00:00,23,3,1,2015,266.28528
2015-01-01 23:00:00,0,4,1,2015,266.67407
2015-01-02 00:00:00,1,4,1,2015,267.26282
2015-01-02 01:00:00,2,4,1,2015,267.78427
2015-01-02 02:00:00,3,4,1,2015,268.35504
2015-01-02 03:00:00,4,4,1,2015,268.3836
2015-01-02 04:00:00,5,4,1,2015,268.78308
2015-01-02 05:00:00,6,4,1,2015,269.74933
2015-01-02 06:00:00,7,4,1,2015,270.2187
2015-01-02 07:00:00,8,4,1,2015,269.9181
2015-01-02 08:00:00,9,4,1,2015,270.681
2015-01-02 09:00:00,10,4,1,2015,270.55573
2015-01-02 10:00:00,11,4,1,2015,272.11343
2015-01-02 11:00:00,12,4,1,2015,272.1606
2015-01-02 12:00:00,13,4,1,2015,272.2602
2015-01-02 13:00:00,14,4,1,2015,272.25104
2015-01-02 14:00:00,15,4,1,2015,272.1859
2015-01-02 15:00:00,16,4,1,2015,270.9258
2015-01-02 16:00:00,17,4,1,2015,270.9284
2015-01-02 17:00:00,18,4,1,2015,270.30713
2015-01-02 18:00:00,19,4,1,2015,270.48984
2015-01-02 19:00:00,20,4,1,2015,270.36642
2015-01-02 20:00:00,21,4,1,2015,269.8924
