Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,274.10806
2015-01-01 00:00:00,1,3,1,2015,273.88135
2015-01-01 01:00:00,2,3,1,2015,273.5682
2015-01-01 02:00:00,3,3,1,2015,273.42783
2015-01-01 03:00:00,4,3,1,2015,273.23105
2015-01-01 04:00:00,5,3,1,2015,273.0612
2015-01-01 05:00:00,6,3,1,2015,272.8763
2015-01-01 06:00:00,7,3,1,2015,273.0974
2015-01-01 07:00:00,8,3,1,2015,273.4528
2015-01-01 08:00:00,9,3,1,2015,273.671
2015-01-01 09:00:00,10,3,1,2015,274.22305
2015-01-01 10:00:00,11,3,1,2015,275.0997
2015-01-01 11:00:00,12,3,1,2015,276.1167
2015-01-01 12:00:00,13,3,1,2015,276.87997
2015-01-01 13:00:00,14,3,1,2015,277.29248
2015-01-01 14:00:00,15,3,1,2015,277.21664
2015-01-01 15:00:00,16,3,1,2015,276.83374
2015-01-01 16:00:00,17,3,1,2015,276.18198
2015-01-01 17:00:00,18,3,1,2015,275.83145
2015-01-01 18:00:00,19,3,1,2015,275.6648
2015-01-01 19:00:00,20,3,1,2015,275.46573
2015-01-01 20:00:00,21,3,1,2015,275.32236
2015-01-01 21:00:00,22,3,1,2015,275.20435
2015-01-01 22:00:00,23,3,1,2015,275.66812
2015-01-01 23:00:00,0,4,1,2015,275.97266
2015-01-02 00:00:00,1,4,1,2015,276.21915
2015-01-02 01:00:00,2,4,1,2015,276.74918
2015-01-02 02:00:00,3,4,1,2015,277.3286
2015-01-02 03:00:00,4,4,1,2015,277.86166
2015-01-02 04:00:00,5,4,1,2015,278.2106
2015-01-02 05:00:00,6,4,1,2015,278.7513
2015-01-02 06:00:00,7,4,1,2015,279.41934
2015-01-02 07:00:00,8,4,1,2015,280.1246
2015-01-02 08:00:00,9,4,1,2015,280.95834
2015-01-02 09:00:00,10,4,1,2015,281.94507
2015-01-02 10:00:00,11,4,1,2015,282.40317
2015-01-02 11:00:00,12,4,1,2015,282.30127
2015-01-02 12:00:00,13,4,1,2015,281.73267
2015-01-02 13:00:00,14,4,1,2015,281.72867
2015-01-02 14:00:00,15,4,1,2015,281.35864
2015-01-02 15:00:00,16,4,1,2015,280.54932
2015-01-02 16:00:00,17,4,1,2015,279.33698
2015-01-02 17:00:00,18,4,1,2015,278.37103
2015-01-02 18:00:00,19,4,1,2015,277.65143
2015-01-02 19:00:00,20,4,1,2015,276.90408
2015-01-02 20:00:00,21,4,1,2015,276.69125
2015-01-02 21:00:00,22,4,1,2015,276.09595
2015-01-02 22:00:00,23,4,1,2015,275.91846
2015-01-02 23:00:00,0,5,1,2015,275.58798
2015-01-03 00:00:00,1,5,1,2015,275.61166
2015-01-03 01:00:00,2,5,1,2015,275.4366
2015-01-03 02:00:00,3,5,1,2015,275.75317
2015-01-03 03:00:00,4,5,1,2015,275.52744
2015-01-03 04:00:00,5,5,1,2015,275.92798
2015-01-03 05:00:00,6,5,1,2015,276.31802
2015-01-03 06:00:00,7,5,1,2015,276.57535
2015-01-03 07:00:00,8,5,1,2015,276.55496
2015-01-03 08:00:00,9,5,1,2015,276.48984
2015-01-03 09:00:00,10,5,1,2015,276.20514
2015-01-03 10:00:00,11,5,1,2015,274.8938
2015-01-03 11:00:00,12,5,1,2015,274.78287
2015-01-03 12:00:00,13,5,1,2015,274.90576
2015-01-03 13:00:00,14,5,1,2015,275.5022
2015-01-03 14:00:00,15,5,1,2015,276.05493
2015-01-03 15:00:00,16,5,1,2015,276.37582
2015-01-03 16:00:00,17,5,1,2015,275.84024
2015-01-03 17:00:00,18,5,1,2015,275.49155
2015-01-03 18:00:00,19,5,1,2015,275.69662
2015-01-03 19:00:00,20,5,1,2015,275.55435
2015-01-03 20:00:00,21,5,1,2015,275.47754
2015-01-03 21:00:00,22,5,1,2015,275.3977
2015-01-03 22:00:00,23,5,1,2015,275.6415
2015-01-03 23:00:00,0,6,1,2015,276.0458
2015-01-04 00:00:00,1,6,1,2015,276.56845
2015-01-04 01:00:00,2,6,1,2015,276.65356
2015-01-04 02:00:00,3,6,1,2015,276.2548
2015-01-04 03:00:00,4,6,1,2015,275.49918
2015-01-04 04:00:00,5,6,1,2015,275.04907
2015-01-04 05:00:00,6,6,1,2015,275.0543
2015-01-04 06:00:00,7,6,1,2015,274.94434
2015-01-04 07:00:00,8,6,1,2015,274.62387
2015-01-04 08:00:00,9,6,1,2015,274.86948
2015-01-04 09:00:00,10,6,1,2015,275.0206
2015-01-04 10:00:00,11,6,1,2015,276.2237
2015-01-04 11:00:00,12,6,1,2015,277.21457
2015-01-04 12:00:00,13,6,1,2015,278.04465
2015-01-04 13:00:00,14,6,1,2015,278.53815
2015-01-04 14:00:00,15,6,1,2015,278.49048
2015-01-04 15:00:00,16,6,1,2015,277.79855
2015-01-04 16:00:00,17,6,1,2015,276.25543
2015-01-04 17:00:00,18,6,1,2015,275.19882
2015-01-04 18:00:00,19,6,1,2015,274.31683
2015-01-04 19:00:00,20,6,1,2015,273.8353
2015-01-04 20:00:00,21,6,1,2015,273.35214
2015-01-04 21:00:00,22,6,1,2015,273.3934
2015-01-04 22:00:00,23,6,1,2015,273.1858
2015-01-04 23:00:00,0,0,1,2015,272.95483
2015-01-05 00:00:00,1,0,1,2015,272.86108
2015-01-05 01:00:00,2,0,1,2015,272.74545
2015-01-05 02:00:00,3,0,1,2015,272.8702
2015-01-05 03:00:00,4,0,1,2015,272.84277
2015-01-05 04:00:00,5,0,1,2015,272.66284
2015-01-05 05:00:00,6,0,1,2015,272.69644
2015-01-05 06:00:00,7,0,1,2015,272.7289
2015-01-05 07:00:00,8,0,1,2015,272.59717
2015-01-05 08:00:00,9,0,1,2015,272.57632
2015-01-05 09:00:00,10,0,1,2015,273.18033
2015-01-05 10:00:00,11,0,1,2015,273.93076
2015-01-05 11:00:00,12,0,1,2015,274.7373
2015-01-05 12:00:00,13,0,1,2015,275.51572
2015-01-05 13:00:00,14,0,1,2015,276.17343
2015-01-05 14:00:00,15,0,1,2015,276.53897
2015-01-05 15:00:00,16,0,1,2015,276.41275
2015-01-05 16:00:00,17,0,1,2015,276.07553
2015-01-05 17:00:00,18,0,1,2015,275.5214
2015-01-05 18:00:00,19,0,1,2015,275.17758
2015-01-05 19:00:00,20,0,1,2015,274.61166
2015-01-05 20:00:00,21,0,1,2015,273.89102
2015-01-05 21:00:00,22,0,1,2015,273.62866
2015-01-05 22:00:00,23,0,1,2015,272.87857
2015-01-05 23:00:00,0,1,1,2015,272.54874
2015-01-06 00:00:00,1,1,1,2015,272.2417
2015-01-06 01:00:00,2,1,1,2015,272.00156
2015-01-06 02:00:00,3,1,1,2015,271.9415
2015-01-06 03:00:00,4,1,1,2015,271.86362
2015-01-06 04:00:00,5,1,1,2015,271.51913
2015-01-06 05:00:00,6,1,1,2015,271.54556
2015-01-06 06:00:00,7,1,1,2015,271.5814
2015-01-06 07:00:00,8,1,1,2015,271.5464
2015-01-06 08:00:00,9,1,1,2015,271.63306
2015-01-06 09:00:00,10,1,1,2015,272.19418
2015-01-06 10:00:00,11,1,1,2015,272.9944
2015-01-06 11:00:00,12,1,1,2015,273.62524
2015-01-06 12:00:00,13,1,1,2015,274.05795
2015-01-06 13:00:00,14,1,1,2015,274.36758
2015-01-06 14:00:00,15,1,1,2015,274.78384
2015-01-06 15:00:00,16,1,1,2015,275.01978
2015-01-06 16:00:00,17,1,1,2015,275.17783
2015-01-06 17:00:00,18,1,1,2015,275.89755
2015-01-06 18:00:00,19,1,1,2015,276.40292
2015-01-06 19:00:00,20,1,1,2015,276.95596
2015-01-06 20:00:00,21,1,1,2015,277.37192
2015-01-06 21:00:00,22,1,1,2015,277.58383
2015-01-06 22:00:00,23,1,1,2015,277.39322
2015-01-06 23:00:00,0,2,1,2015,277.06436
2015-01-07 00:00:00,1,2,1,2015,276.4208
2015-01-07 01:00:00,2,2,1,2015,275.83926
2015-01-07 02:00:00,3,2,1,2015,275.2968
2015-01-07 03:00:00,4,2,1,2015,274.8871
2015-01-07 04:00:00,5,2,1,2015,274.45224
2015-01-07 05:00:00,6,2,1,2015,274.14175
2015-01-07 06:00:00,7,2,1,2015,273.87637
2015-01-07 07:00:00,8,2,1,2015,273.72583
2015-01-07 08:00:00,9,2,1,2015,273.74966
2015-01-07 09:00:00,10,2,1,2015,274.40186
2015-01-07 10:00:00,11,2,1,2015,275.84976
2015-01-07 11:00:00,12,2,1,2015,277.0786
2015-01-07 12:00:00,13,2,1,2015,277.67007
2015-01-07 13:00:00,14,2,1,2015,277.8383
2015-01-07 14:00:00,15,2,1,2015,277.4169
2015-01-07 15:00:00,16,2,1,2015,276.9352
2015-01-07 16:00:00,17,2,1,2015,276.38394
2015-01-07 17:00:00,18,2,1,2015,275.9182
2015-01-07 18:00:00,19,2,1,2015,275.7191
2015-01-07 19:00:00,20,2,1,2015,275.73502
2015-01-07 20:00:00,21,2,1,2015,275.9829
2015-01-07 21:00:00,22,2,1,2015,276.23257
2015-01-07 22:00:00,23,2,1,2015,276.76636
2015-01-07 23:00:00,0,3,1,2015,277.11475
2015-01-08 00:00:00,1,3,1,2015,277.6581
2015-01-08 01:00:00,2,3,1,2015,278.03506
2015-01-08 02:00:00,3,3,1,2015,278.45645
2015-01-08 03:00:00,4,3,1,2015,278.78036
2015-01-08 04:00:00,5,3,1,2015,278.97403
2015-01-08 05:00:00,6,3,1,2015,279.28214
2015-01-08 06:00:00,7,3,1,2015,279.64316
2015-01-08 07:00:00,8,3,1,2015,279.9841
2015-01-08 08:00:00,9,3,1,2015,280.34396
2015-01-08 09:00:00,10,3,1,2015,280.70572
2015-01-08 10:00:00,11,3,1,2015,280.9918
2015-01-08 11:00:00,12,3,1,2015,281.48697
2015-01-08 12:00:00,13,3,1,2015,281.85214
2015-01-08 13:00:00,14,3,1,2015,281.82687
2015-01-08 14:00:00,15,3,1,2015,282.0599
2015-01-08 15:00:00,16,3,1,2015,281.52924
2015-01-08 16:00:00,17,3,1,2015,279.31714
2015-01-08 17:00:00,18,3,1,2015,278.83505
2015-01-08 18:00:00,19,3,1,2015,279.42426
2015-01-08 19:00:00,20,3,1,2015,279.55045
2015-01-08 20:00:00,21,3,1,2015,279.45877
2015-01-08 21:00:00,22,3,1,2015,279.16348
2015-01-08 22:00:00,23,3,1,2015,278.8582
2015-01-08 23:00:00,0,4,1,2015,278.7887
2015-01-09 00:00:00,1,4,1,2015,279.31982
2015-01-09 01:00:00,2,4,1,2015,280.11658
2015-01-09 02:00:00,3,4,1,2015,280.33105
2015-01-09 03:00:00,4,4,1,2015,280.27972
2015-01-09 04:00:00,5,4,1,2015,280.3858
2015-01-09 05:00:00,6,4,1,2015,280.49442
2015-01-09 06:00:00,7,4,1,2015,280.41553
2015-01-09 07:00:00,8,4,1,2015,280.54166
2015-01-09 08:00:00,9,4,1,2015,281.07492
2015-01-09 09:00:00,10,4,1,2015,281.9305
2015-01-09 10:00:00,11,4,1,2015,282.82773
2015-01-09 11:00:00,12,4,1,2015,283.6186
2015-01-09 12:00:00,13,4,1,2015,284.30823
2015-01-09 13:00:00,14,4,1,2015,284.78702
2015-01-09 14:00:00,15,4,1,2015,284.71387
2015-01-09 15:00:00,16,4,1,2015,284.40274
2015-01-09 16:00:00,17,4,1,2015,284.13892
2015-01-09 17:00:00,18,4,1,2015,283.8203
2015-01-09 18:00:00,19,4,1,2015,284.13596
2015-01-09 19:00:00,20,4,1,2015,284.83704
2015-01-09 20:00:00,21,4,1,2015,285.91748
2015-01-09 21:00:00,22,4,1,2015,286.40033
2015-01-09 22:00:00,23,4,1,2015,286.47974
2015-01-09 23:00:00,0,5,1,2015,286.51428
2015-01-10 00:00:00,1,5,1,2015,286.45453
2015-01-10 01:00:00,2,5,1,2015,286.23816
2015-01-10 02:00:00,3,5,1,2015,285.94867
2015-01-10 03:00:00,4,5,1,2015,285.7266
2015-01-10 04:00:00,5,5,1,2015,285.62793
2015-01-10 05:00:00,6,5,1,2015,285.61057
2015-01-10 06:00:00,7,5,1,2015,285.52478
2015-01-10 07:00:00,8,5,1,2015,285.3668
2015-01-10 08:00:00,9,5,1,2015,285.34766
2015-01-10 09:00:00,10,5,1,2015,285.3328
2015-01-10 10:00:00,11,5,1,2015,285.48938
2015-01-10 11:00:00,12,5,1,2015,285.5328
2015-01-10 12:00:00,13,5,1,2015,285.43124
2015-01-10 13:00:00,14,5,1,2015,285.46088
2015-01-10 14:00:00,15,5,1,2015,284.93127
2015-01-10 15:00:00,16,5,1,2015,283.84564
2015-01-10 16:00:00,17,5,1,2015,282.79938
2015-01-10 17:00:00,18,5,1,2015,281.78165
2015-01-10 18:00:00,19,5,1,2015,280.83344
2015-01-10 19:00:00,20,5,1,2015,280.00134
2015-01-10 20:00:00,21,5,1,2015,279.2133
2015-01-10 21:00:00,22,5,1,2015,278.58832
2015-01-10 22:00:00,23,5,1,2015,278.05356
2015-01-10 23:00:00,0,6,1,2015,277.6354
2015-01-11 00:00:00,1,6,1,2015,277.38647
2015-01-11 01:00:00,2,6,1,2015,277.11563
2015-01-11 02:00:00,3,6,1,2015,276.8379
2015-01-11 03:00:00,4,6,1,2015,276.66058
2015-01-11 04:00:00,5,6,1,2015,276.56403
2015-01-11 05:00:00,6,6,1,2015,276.76974
2015-01-11 06:00:00,7,6,1,2015,276.97427
2015-01-11 07:00:00,8,6,1,2015,277.16156
2015-01-11 08:00:00,9,6,1,2015,277.18665
2015-01-11 09:00:00,10,6,1,2015,277.59732
2015-01-11 10:00:00,11,6,1,2015,278.11392
2015-01-11 11:00:00,12,6,1,2015,278.8213
2015-01-11 12:00:00,13,6,1,2015,279.3127
2015-01-11 13:00:00,14,6,1,2015,279.55014
2015-01-11 14:00:00,15,6,1,2015,279.61154
2015-01-11 15:00:00,16,6,1,2015,279.47586
2015-01-11 16:00:00,17,6,1,2015,279.31265
2015-01-11 17:00:00,18,6,1,2015,279.45987
