Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2015-01-01 03:00:00,0,3,1,2015,296.81738,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 04:00:00,1,3,1,2015,296.6504,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 05:00:00,2,3,1,2015,295.60938,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 06:00:00,3,3,1,2015,295.54834,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 07:00:00,4,3,1,2015,295.52832,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 08:00:00,5,3,1,2015,295.34912,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 09:00:00,6,3,1,2015,296.10913,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 10:00:00,7,3,1,2015,299.53564,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 11:00:00,8,3,1,2015,300.44873,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 12:00:00,9,3,1,2015,301.32202,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 13:00:00,10,3,1,2015,301.66357,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 14:00:00,11,3,1,2015,302.17822,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 15:00:00,12,3,1,2015,303.3921,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 16:00:00,13,3,1,2015,303.87964,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 17:00:00,14,3,1,2015,304.11377,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 18:00:00,15,3,1,2015,304.0161,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 19:00:00,16,3,1,2015,302.2483,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 20:00:00,17,3,1,2015,302.19604,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 21:00:00,18,3,1,2015,300.02832,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 22:00:00,19,3,1,2015,298.3723,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-01 23:00:00,20,3,1,2015,298.13867,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 00:00:00,21,3,1,2015,298.05054,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 01:00:00,22,3,1,2015,298.23267,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 02:00:00,23,3,1,2015,298.0061,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 03:00:00,0,4,1,2015,297.08496,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 04:00:00,1,4,1,2015,296.68823,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 05:00:00,2,4,1,2015,296.12085,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 06:00:00,3,4,1,2015,296.15674,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 07:00:00,4,4,1,2015,295.9944,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 08:00:00,5,4,1,2015,296.04688,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 09:00:00,6,4,1,2015,296.0464,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 10:00:00,7,4,1,2015,298.7202,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 11:00:00,8,4,1,2015,299.3518,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 12:00:00,9,4,1,2015,300.59766,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 13:00:00,10,4,1,2015,300.8452,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 14:00:00,11,4,1,2015,301.54028,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 15:00:00,12,4,1,2015,303.98462,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 16:00:00,13,4,1,2015,304.1682,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 17:00:00,14,4,1,2015,304.94775,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 18:00:00,15,4,1,2015,305.344,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 19:00:00,16,4,1,2015,303.39355,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 20:00:00,17,4,1,2015,303.05103,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
2015-01-02 21:00:00,18,4,1,2015,300.78735,297.79462,1.0,294.00107,287.6512817382812,301.5599365234375
