Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,267.51398
2015-01-01 00:00:00,1,3,1,2015,267.7136
2015-01-01 01:00:00,2,3,1,2015,267.71393
2015-01-01 02:00:00,3,3,1,2015,267.76706
2015-01-01 03:00:00,4,3,1,2015,267.9083
2015-01-01 04:00:00,5,3,1,2015,268.1261
2015-01-01 05:00:00,6,3,1,2015,267.95734
2015-01-01 06:00:00,7,3,1,2015,268.12646
2015-01-01 07:00:00,8,3,1,2015,268.42416
2015-01-01 08:00:00,9,3,1,2015,268.86496
2015-01-01 09:00:00,10,3,1,2015,269.5668
2015-01-01 10:00:00,11,3,1,2015,270.14072
2015-01-01 11:00:00,12,3,1,2015,270.51013
2015-01-01 12:00:00,13,3,1,2015,270.88562
2015-01-01 13:00:00,14,3,1,2015,271.09174
2015-01-01 14:00:00,15,3,1,2015,271.3653
2015-01-01 15:00:00,16,3,1,2015,271.52124
2015-01-01 16:00:00,17,3,1,2015,271.7972
2015-01-01 17:00:00,18,3,1,2015,271.9341
2015-01-01 18:00:00,19,3,1,2015,271.96362
2015-01-01 19:00:00,20,3,1,2015,271.89932
2015-01-01 20:00:00,21,3,1,2015,271.8549
2015-01-01 21:00:00,22,3,1,2015,271.95197
2015-01-01 22:00:00,23,3,1,2015,270.99734
2015-01-01 23:00:00,0,4,1,2015,269.9553
2015-01-02 00:00:00,1,4,1,2015,270.35068
2015-01-02 01:00:00,2,4,1,2015,271.1374
2015-01-02 02:00:00,3,4,1,2015,270.4208
2015-01-02 03:00:00,4,4,1,2015,270.3113
2015-01-02 04:00:00,5,4,1,2015,270.3254
2015-01-02 05:00:00,6,4,1,2015,270.0918
2015-01-02 06:00:00,7,4,1,2015,270.09167
2015-01-02 07:00:00,8,4,1,2015,269.913
2015-01-02 08:00:00,9,4,1,2015,270.68835
2015-01-02 09:00:00,10,4,1,2015,271.17792
2015-01-02 10:00:00,11,4,1,2015,271.86258
2015-01-02 11:00:00,12,4,1,2015,272.83923
2015-01-02 12:00:00,13,4,1,2015,273.53387
2015-01-02 13:00:00,14,4,1,2015,273.94547
2015-01-02 14:00:00,15,4,1,2015,273.82654
2015-01-02 15:00:00,16,4,1,2015,273.994
2015-01-02 16:00:00,17,4,1,2015,273.9625
2015-01-02 17:00:00,18,4,1,2015,274.17322
2015-01-02 18:00:00,19,4,1,2015,274.67407
2015-01-02 19:00:00,20,4,1,2015,274.86295
2015-01-02 20:00:00,21,4,1,2015,274.78696
2015-01-02 21:00:00,22,4,1,2015,274.57166
2015-01-02 22:00:00,23,4,1,2015,274.51547
2015-01-02 23:00:00,0,5,1,2015,274.109
2015-01-03 00:00:00,1,5,1,2015,274.04178
2015-01-03 01:00:00,2,5,1,2015,274.26428
2015-01-03 02:00:00,3,5,1,2015,274.4782
2015-01-03 03:00:00,4,5,1,2015,274.28003
2015-01-03 04:00:00,5,5,1,2015,274.1667
2015-01-03 05:00:00,6,5,1,2015,274.01877
2015-01-03 06:00:00,7,5,1,2015,273.8501
2015-01-03 07:00:00,8,5,1,2015,273.96436
2015-01-03 08:00:00,9,5,1,2015,274.60117
2015-01-03 09:00:00,10,5,1,2015,274.94983
2015-01-03 10:00:00,11,5,1,2015,277.04355
2015-01-03 11:00:00,12,5,1,2015,277.6123
2015-01-03 12:00:00,13,5,1,2015,277.67313
2015-01-03 13:00:00,14,5,1,2015,277.41214
2015-01-03 14:00:00,15,5,1,2015,276.9386
2015-01-03 15:00:00,16,5,1,2015,276.43506
2015-01-03 16:00:00,17,5,1,2015,275.84003
2015-01-03 17:00:00,18,5,1,2015,275.38608
2015-01-03 18:00:00,19,5,1,2015,274.87912
2015-01-03 19:00:00,20,5,1,2015,274.46616
2015-01-03 20:00:00,21,5,1,2015,274.0332
2015-01-03 21:00:00,22,5,1,2015,273.77356
2015-01-03 22:00:00,23,5,1,2015,273.56165
2015-01-03 23:00:00,0,6,1,2015,273.38342
2015-01-04 00:00:00,1,6,1,2015,273.38385
2015-01-04 01:00:00,2,6,1,2015,273.35748
2015-01-04 02:00:00,3,6,1,2015,273.49112
2015-01-04 03:00:00,4,6,1,2015,273.66107
2015-01-04 04:00:00,5,6,1,2015,273.83533
2015-01-04 05:00:00,6,6,1,2015,273.95663
2015-01-04 06:00:00,7,6,1,2015,274.25412
2015-01-04 07:00:00,8,6,1,2015,274.3118
2015-01-04 08:00:00,9,6,1,2015,274.87738
2015-01-04 09:00:00,10,6,1,2015,275.51016
2015-01-04 10:00:00,11,6,1,2015,276.81622
2015-01-04 11:00:00,12,6,1,2015,277.3566
2015-01-04 12:00:00,13,6,1,2015,277.44836
2015-01-04 13:00:00,14,6,1,2015,277.29797
2015-01-04 14:00:00,15,6,1,2015,276.7307
2015-01-04 15:00:00,16,6,1,2015,276.04282
2015-01-04 16:00:00,17,6,1,2015,275.40567
2015-01-04 17:00:00,18,6,1,2015,275.03455
2015-01-04 18:00:00,19,6,1,2015,274.77115
2015-01-04 19:00:00,20,6,1,2015,274.6324
2015-01-04 20:00:00,21,6,1,2015,274.31113
2015-01-04 21:00:00,22,6,1,2015,274.127
2015-01-04 22:00:00,23,6,1,2015,273.87265
2015-01-04 23:00:00,0,0,1,2015,273.69464
2015-01-05 00:00:00,1,0,1,2015,273.72742
2015-01-05 01:00:00,2,0,1,2015,273.67642
2015-01-05 02:00:00,3,0,1,2015,273.63928
2015-01-05 03:00:00,4,0,1,2015,273.53873
2015-01-05 04:00:00,5,0,1,2015,273.2672
2015-01-05 05:00:00,6,0,1,2015,273.1702
2015-01-05 06:00:00,7,0,1,2015,273.11963
2015-01-05 07:00:00,8,0,1,2015,273.1628
2015-01-05 08:00:00,9,0,1,2015,273.99323
2015-01-05 09:00:00,10,0,1,2015,274.5549
2015-01-05 10:00:00,11,0,1,2015,275.03253
2015-01-05 11:00:00,12,0,1,2015,275.2052
