Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,273.21875,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 00:00:00,1,3,1,2015,273.35986,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 01:00:00,2,3,1,2015,273.48682,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 02:00:00,3,3,1,2015,273.6023,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 03:00:00,4,3,1,2015,273.71606,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 04:00:00,5,3,1,2015,273.84766,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 05:00:00,6,3,1,2015,274.00977,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 06:00:00,7,3,1,2015,274.10718,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 07:00:00,8,3,1,2015,274.30566,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 08:00:00,9,3,1,2015,274.65405,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 09:00:00,10,3,1,2015,275.03882,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 10:00:00,11,3,1,2015,275.1902,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 11:00:00,12,3,1,2015,275.56787,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 12:00:00,13,3,1,2015,275.87866,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 13:00:00,14,3,1,2015,276.33936,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 14:00:00,15,3,1,2015,276.37158,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 15:00:00,16,3,1,2015,275.54858,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 16:00:00,17,3,1,2015,274.68066,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 17:00:00,18,3,1,2015,275.16675,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 18:00:00,19,3,1,2015,275.073,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 19:00:00,20,3,1,2015,274.96118,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 20:00:00,21,3,1,2015,274.60425,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 21:00:00,22,3,1,2015,274.40356,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 22:00:00,23,3,1,2015,274.54834,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-01 23:00:00,0,4,1,2015,274.53125,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 00:00:00,1,4,1,2015,274.66968,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 01:00:00,2,4,1,2015,274.4673,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 02:00:00,3,4,1,2015,274.14697,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 03:00:00,4,4,1,2015,274.292,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 04:00:00,5,4,1,2015,274.29785,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 05:00:00,6,4,1,2015,274.3496,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 06:00:00,7,4,1,2015,274.4402,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
2015-01-02 07:00:00,8,4,1,2015,274.49048,275.53873,11.0,283.9423,272.76190185546875,299.17490234375
