,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,273.34775,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 00:00:00,1,3,1,2015,273.51025,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 01:00:00,2,3,1,2015,273.30298,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 02:00:00,3,3,1,2015,273.50464,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 03:00:00,4,3,1,2015,273.667,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 04:00:00,5,3,1,2015,273.8828,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 05:00:00,6,3,1,2015,274.21875,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 06:00:00,7,3,1,2015,274.51123,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 07:00:00,8,3,1,2015,274.75293,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 08:00:00,9,3,1,2015,274.92554,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 09:00:00,10,3,1,2015,274.95874,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 10:00:00,11,3,1,2015,275.2898,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 11:00:00,12,3,1,2015,275.2964,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 12:00:00,13,3,1,2015,275.0935,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 13:00:00,14,3,1,2015,274.93115,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 14:00:00,15,3,1,2015,274.68994,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 15:00:00,16,3,1,2015,274.7224,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 16:00:00,17,3,1,2015,274.6748,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 17:00:00,18,3,1,2015,274.33862,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 18:00:00,19,3,1,2015,274.323,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 19:00:00,20,3,1,2015,274.17603,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 20:00:00,21,3,1,2015,273.64136,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 21:00:00,22,3,1,2015,273.7981,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 22:00:00,23,3,1,2015,274.15552,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-01 23:00:00,0,4,1,2015,273.84375,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 00:00:00,1,4,1,2015,273.74194,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 01:00:00,2,4,1,2015,273.83423,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 02:00:00,3,4,1,2015,273.9475,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 03:00:00,4,4,1,2015,274.19238,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 04:00:00,5,4,1,2015,274.54175,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 05:00:00,6,4,1,2015,275.10327,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 06:00:00,7,4,1,2015,275.52002,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 07:00:00,8,4,1,2015,275.9358,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 08:00:00,9,4,1,2015,276.38086,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 09:00:00,10,4,1,2015,276.83936,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 10:00:00,11,4,1,2015,277.47607,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 11:00:00,12,4,1,2015,277.35767,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 12:00:00,13,4,1,2015,277.1953,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 13:00:00,14,4,1,2015,277.13232,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 14:00:00,15,4,1,2015,277.14575,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 15:00:00,16,4,1,2015,277.33447,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 16:00:00,17,4,1,2015,277.76196,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 17:00:00,18,4,1,2015,278.35205,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
2015-01-02 18:00:00,19,4,1,2015,278.26392,274.4724,11.0,283.19037,271.8603149414063,297.9371826171875
