Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,276.16437
2015-01-01 00:00:00,1,3,1,2015,276.03174
2015-01-01 01:00:00,2,3,1,2015,276.01862
2015-01-01 02:00:00,3,3,1,2015,275.85907
2015-01-01 03:00:00,4,3,1,2015,275.8165
2015-01-01 04:00:00,5,3,1,2015,275.63306
2015-01-01 05:00:00,6,3,1,2015,275.4775
2015-01-01 06:00:00,7,3,1,2015,275.26923
2015-01-01 07:00:00,8,3,1,2015,275.11063
2015-01-01 08:00:00,9,3,1,2015,275.01904
2015-01-01 09:00:00,10,3,1,2015,275.40775
2015-01-01 10:00:00,11,3,1,2015,276.1628
2015-01-01 11:00:00,12,3,1,2015,276.84998
2015-01-01 12:00:00,13,3,1,2015,277.40817
2015-01-01 13:00:00,14,3,1,2015,277.6818
2015-01-01 14:00:00,15,3,1,2015,277.6181
2015-01-01 15:00:00,16,3,1,2015,276.80246
2015-01-01 16:00:00,17,3,1,2015,276.07147
2015-01-01 17:00:00,18,3,1,2015,275.99744
2015-01-01 18:00:00,19,3,1,2015,276.02283
2015-01-01 19:00:00,20,3,1,2015,275.97812
2015-01-01 20:00:00,21,3,1,2015,275.9339
2015-01-01 21:00:00,22,3,1,2015,275.96387
2015-01-01 22:00:00,23,3,1,2015,276.05243
2015-01-01 23:00:00,0,4,1,2015,276.09158
2015-01-02 00:00:00,1,4,1,2015,276.1215
2015-01-02 01:00:00,2,4,1,2015,276.23526
2015-01-02 02:00:00,3,4,1,2015,276.80212
2015-01-02 03:00:00,4,4,1,2015,277.1149
2015-01-02 04:00:00,5,4,1,2015,277.48532
2015-01-02 05:00:00,6,4,1,2015,277.8932
2015-01-02 06:00:00,7,4,1,2015,277.98767
2015-01-02 07:00:00,8,4,1,2015,278.079
2015-01-02 08:00:00,9,4,1,2015,278.444
2015-01-02 09:00:00,10,4,1,2015,278.77554
2015-01-02 10:00:00,11,4,1,2015,279.0145
2015-01-02 11:00:00,12,4,1,2015,279.4701
2015-01-02 12:00:00,13,4,1,2015,279.97678
2015-01-02 13:00:00,14,4,1,2015,280.32742
2015-01-02 14:00:00,15,4,1,2015,280.20935
2015-01-02 15:00:00,16,4,1,2015,279.69147
2015-01-02 16:00:00,17,4,1,2015,279.15173
2015-01-02 17:00:00,18,4,1,2015,278.9343
2015-01-02 18:00:00,19,4,1,2015,278.80276
2015-01-02 19:00:00,20,4,1,2015,278.6709
2015-01-02 20:00:00,21,4,1,2015,278.49744
2015-01-02 21:00:00,22,4,1,2015,278.2522
2015-01-02 22:00:00,23,4,1,2015,278.1804
2015-01-02 23:00:00,0,5,1,2015,278.03827
2015-01-03 00:00:00,1,5,1,2015,277.97623
2015-01-03 01:00:00,2,5,1,2015,277.7135
2015-01-03 02:00:00,3,5,1,2015,277.65552
2015-01-03 03:00:00,4,5,1,2015,277.4482
2015-01-03 04:00:00,5,5,1,2015,277.26392
2015-01-03 05:00:00,6,5,1,2015,277.01505
2015-01-03 06:00:00,7,5,1,2015,276.7915
2015-01-03 07:00:00,8,5,1,2015,276.61258
2015-01-03 08:00:00,9,5,1,2015,276.6183
2015-01-03 09:00:00,10,5,1,2015,276.6618
2015-01-03 10:00:00,11,5,1,2015,277.3209
2015-01-03 11:00:00,12,5,1,2015,277.54892
2015-01-03 12:00:00,13,5,1,2015,277.67682
2015-01-03 13:00:00,14,5,1,2015,277.6415
2015-01-03 14:00:00,15,5,1,2015,277.40845
2015-01-03 15:00:00,16,5,1,2015,276.97348
2015-01-03 16:00:00,17,5,1,2015,276.57788
2015-01-03 17:00:00,18,5,1,2015,276.2869
2015-01-03 18:00:00,19,5,1,2015,276.10608
2015-01-03 19:00:00,20,5,1,2015,276.08017
2015-01-03 20:00:00,21,5,1,2015,276.18152
2015-01-03 21:00:00,22,5,1,2015,276.27094
2015-01-03 22:00:00,23,5,1,2015,276.37894
2015-01-03 23:00:00,0,6,1,2015,276.30255
2015-01-04 00:00:00,1,6,1,2015,276.40067
2015-01-04 01:00:00,2,6,1,2015,276.41745
2015-01-04 02:00:00,3,6,1,2015,276.42688
2015-01-04 03:00:00,4,6,1,2015,276.49026
2015-01-04 04:00:00,5,6,1,2015,276.44687
2015-01-04 05:00:00,6,6,1,2015,276.28778
2015-01-04 06:00:00,7,6,1,2015,276.25662
2015-01-04 07:00:00,8,6,1,2015,276.1349
2015-01-04 08:00:00,9,6,1,2015,276.0693
2015-01-04 09:00:00,10,6,1,2015,276.4828
2015-01-04 10:00:00,11,6,1,2015,277.33054
2015-01-04 11:00:00,12,6,1,2015,277.88718
2015-01-04 12:00:00,13,6,1,2015,278.29517
2015-01-04 13:00:00,14,6,1,2015,278.436
2015-01-04 14:00:00,15,6,1,2015,278.2791
2015-01-04 15:00:00,16,6,1,2015,277.7255
2015-01-04 16:00:00,17,6,1,2015,276.90393
2015-01-04 17:00:00,18,6,1,2015,276.2502
2015-01-04 18:00:00,19,6,1,2015,275.81628
2015-01-04 19:00:00,20,6,1,2015,275.56467
2015-01-04 20:00:00,21,6,1,2015,275.37122
2015-01-04 21:00:00,22,6,1,2015,275.23734
2015-01-04 22:00:00,23,6,1,2015,274.90756
2015-01-04 23:00:00,0,0,1,2015,274.76318
2015-01-05 00:00:00,1,0,1,2015,274.7484
2015-01-05 01:00:00,2,0,1,2015,274.83963
2015-01-05 02:00:00,3,0,1,2015,274.95178
2015-01-05 03:00:00,4,0,1,2015,275.0107
2015-01-05 04:00:00,5,0,1,2015,275.18735
2015-01-05 05:00:00,6,0,1,2015,275.54385
2015-01-05 06:00:00,7,0,1,2015,275.71585
2015-01-05 07:00:00,8,0,1,2015,275.73334
2015-01-05 08:00:00,9,0,1,2015,275.53033
2015-01-05 09:00:00,10,0,1,2015,275.5768
2015-01-05 10:00:00,11,0,1,2015,275.93332
2015-01-05 11:00:00,12,0,1,2015,276.09167
2015-01-05 12:00:00,13,0,1,2015,276.2169
2015-01-05 13:00:00,14,0,1,2015,276.2921
2015-01-05 14:00:00,15,0,1,2015,276.3176
2015-01-05 15:00:00,16,0,1,2015,276.26303
2015-01-05 16:00:00,17,0,1,2015,276.3062
2015-01-05 17:00:00,18,0,1,2015,276.31287
2015-01-05 18:00:00,19,0,1,2015,276.25525
2015-01-05 19:00:00,20,0,1,2015,276.2601
2015-01-05 20:00:00,21,0,1,2015,276.27426
2015-01-05 21:00:00,22,0,1,2015,276.39688
