,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,256.879,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 00:00:00,1,3,1,2015,256.61377,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 01:00:00,2,3,1,2015,258.02966,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 02:00:00,3,3,1,2015,258.52814,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 03:00:00,4,3,1,2015,258.05,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 04:00:00,5,3,1,2015,258.0098,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 05:00:00,6,3,1,2015,259.01767,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 06:00:00,7,3,1,2015,260.38446,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 07:00:00,8,3,1,2015,261.56744,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 08:00:00,9,3,1,2015,262.89618,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 09:00:00,10,3,1,2015,263.73218,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 10:00:00,11,3,1,2015,264.36768,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 11:00:00,12,3,1,2015,264.95654,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 12:00:00,13,3,1,2015,265.73608,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 13:00:00,14,3,1,2015,266.48193,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 14:00:00,15,3,1,2015,267.1079,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 15:00:00,16,3,1,2015,267.44873,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 16:00:00,17,3,1,2015,267.62573,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 17:00:00,18,3,1,2015,267.563,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 18:00:00,19,3,1,2015,267.56885,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 19:00:00,20,3,1,2015,267.83813,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 20:00:00,21,3,1,2015,268.2312,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 21:00:00,22,3,1,2015,268.69434,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 22:00:00,23,3,1,2015,267.57172,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-01 23:00:00,0,4,1,2015,267.9766,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-02 00:00:00,1,4,1,2015,269.4334,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
2015-01-02 01:00:00,2,4,1,2015,268.83047,276.0178,10.0,285.7432,272.57330322265625,302.0128173828125
