,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,269.13876,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 00:00:00,1,3,1,2015,269.77393,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 01:00:00,2,3,1,2015,270.02576,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 02:00:00,3,3,1,2015,270.24103,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 03:00:00,4,3,1,2015,269.8664,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 04:00:00,5,3,1,2015,269.8848,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 05:00:00,6,3,1,2015,271.6622,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 06:00:00,7,3,1,2015,272.10907,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 07:00:00,8,3,1,2015,272.53033,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 08:00:00,9,3,1,2015,273.13428,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 09:00:00,10,3,1,2015,273.60327,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 10:00:00,11,3,1,2015,274.1997,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 11:00:00,12,3,1,2015,274.31982,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 12:00:00,13,3,1,2015,274.4978,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 13:00:00,14,3,1,2015,274.6499,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 14:00:00,15,3,1,2015,274.95557,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 15:00:00,16,3,1,2015,275.156,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
2015-01-01 16:00:00,17,3,1,2015,275.28003,275.95026,11.0,285.09723,273.2260284423828,301.44794921874995
