Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 22:00:00,0,3,1,2015,274.79254
2014-12-31 23:00:00,1,3,1,2015,274.80035
2015-01-01 00:00:00,2,3,1,2015,274.85422
2015-01-01 01:00:00,3,3,1,2015,274.94427
2015-01-01 02:00:00,4,3,1,2015,275.27112
2015-01-01 03:00:00,5,3,1,2015,275.31046
2015-01-01 04:00:00,6,3,1,2015,275.3429
2015-01-01 05:00:00,7,3,1,2015,275.54828
2015-01-01 06:00:00,8,3,1,2015,275.61758
2015-01-01 07:00:00,9,3,1,2015,275.72787
2015-01-01 08:00:00,10,3,1,2015,275.97156
2015-01-01 09:00:00,11,3,1,2015,275.9105
2015-01-01 10:00:00,12,3,1,2015,275.97855
2015-01-01 11:00:00,13,3,1,2015,275.98074
2015-01-01 12:00:00,14,3,1,2015,276.04373
2015-01-01 13:00:00,15,3,1,2015,276.1305
2015-01-01 14:00:00,16,3,1,2015,276.31244
2015-01-01 15:00:00,17,3,1,2015,276.33643
2015-01-01 16:00:00,18,3,1,2015,276.30795
2015-01-01 17:00:00,19,3,1,2015,276.3845
2015-01-01 18:00:00,20,3,1,2015,276.43216
2015-01-01 19:00:00,21,3,1,2015,276.53445
2015-01-01 20:00:00,22,3,1,2015,276.6368
2015-01-01 21:00:00,23,3,1,2015,276.5674
2015-01-01 22:00:00,0,4,1,2015,276.34683
2015-01-01 23:00:00,1,4,1,2015,276.18533
2015-01-02 00:00:00,2,4,1,2015,275.96005
2015-01-02 01:00:00,3,4,1,2015,275.8233
2015-01-02 02:00:00,4,4,1,2015,275.42432
2015-01-02 03:00:00,5,4,1,2015,275.33496
2015-01-02 04:00:00,6,4,1,2015,275.31848
2015-01-02 05:00:00,7,4,1,2015,275.06055
2015-01-02 06:00:00,8,4,1,2015,275.1449
2015-01-02 07:00:00,9,4,1,2015,275.1803
2015-01-02 08:00:00,10,4,1,2015,275.42026
2015-01-02 09:00:00,11,4,1,2015,275.5018
2015-01-02 10:00:00,12,4,1,2015,276.31754
2015-01-02 11:00:00,13,4,1,2015,276.39383
2015-01-02 12:00:00,14,4,1,2015,276.47855
2015-01-02 13:00:00,15,4,1,2015,276.67627
2015-01-02 14:00:00,16,4,1,2015,277.6639
2015-01-02 15:00:00,17,4,1,2015,278.02524
2015-01-02 16:00:00,18,4,1,2015,278.2096
2015-01-02 17:00:00,19,4,1,2015,278.3035
2015-01-02 18:00:00,20,4,1,2015,278.23563
2015-01-02 19:00:00,21,4,1,2015,277.99234
2015-01-02 20:00:00,22,4,1,2015,277.44818
2015-01-02 21:00:00,23,4,1,2015,277.33536
2015-01-02 22:00:00,0,5,1,2015,276.9331
2015-01-02 23:00:00,1,5,1,2015,276.9035
2015-01-03 00:00:00,2,5,1,2015,276.82336
2015-01-03 01:00:00,3,5,1,2015,276.81436
2015-01-03 02:00:00,4,5,1,2015,276.84232
2015-01-03 03:00:00,5,5,1,2015,276.8516
2015-01-03 04:00:00,6,5,1,2015,276.90063
2015-01-03 05:00:00,7,5,1,2015,276.82574
2015-01-03 06:00:00,8,5,1,2015,276.8918
2015-01-03 07:00:00,9,5,1,2015,276.79584
