Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2015-01-01 06:00:00,0,3,1,2015,287.30658
2015-01-01 07:00:00,1,3,1,2015,287.24924
2015-01-01 08:00:00,2,3,1,2015,286.4229
2015-01-01 09:00:00,3,3,1,2015,286.48587
2015-01-01 10:00:00,4,3,1,2015,287.27588
2015-01-01 11:00:00,5,3,1,2015,288.04575
2015-01-01 12:00:00,6,3,1,2015,288.88974
2015-01-01 13:00:00,7,3,1,2015,289.3771
2015-01-01 14:00:00,8,3,1,2015,292.3833
2015-01-01 15:00:00,9,3,1,2015,293.11823
2015-01-01 16:00:00,10,3,1,2015,293.11444
2015-01-01 17:00:00,11,3,1,2015,296.23618
2015-01-01 18:00:00,12,3,1,2015,296.13287
2015-01-01 19:00:00,13,3,1,2015,295.83444
2015-01-01 20:00:00,14,3,1,2015,295.9007
2015-01-01 21:00:00,15,3,1,2015,295.1963
2015-01-01 22:00:00,16,3,1,2015,293.33282
2015-01-01 23:00:00,17,3,1,2015,292.1875
2015-01-02 00:00:00,18,3,1,2015,291.4913
2015-01-02 01:00:00,19,3,1,2015,291.7088
2015-01-02 02:00:00,20,3,1,2015,289.70273
2015-01-02 03:00:00,21,3,1,2015,288.86926
2015-01-02 04:00:00,22,3,1,2015,288.4215
2015-01-02 05:00:00,23,3,1,2015,286.79578
2015-01-02 06:00:00,0,4,1,2015,286.86118
2015-01-02 07:00:00,1,4,1,2015,286.65976
2015-01-02 08:00:00,2,4,1,2015,285.31555
2015-01-02 09:00:00,3,4,1,2015,285.39578
2015-01-02 10:00:00,4,4,1,2015,287.75864
2015-01-02 11:00:00,5,4,1,2015,289.20532
2015-01-02 12:00:00,6,4,1,2015,290.21204
2015-01-02 13:00:00,7,4,1,2015,290.82178
2015-01-02 14:00:00,8,4,1,2015,293.9014
2015-01-02 15:00:00,9,4,1,2015,295.13696
2015-01-02 16:00:00,10,4,1,2015,295.74026
2015-01-02 17:00:00,11,4,1,2015,297.2138
2015-01-02 18:00:00,12,4,1,2015,297.09335
2015-01-02 19:00:00,13,4,1,2015,296.7729
2015-01-02 20:00:00,14,4,1,2015,296.98505
2015-01-02 21:00:00,15,4,1,2015,296.12958
2015-01-02 22:00:00,16,4,1,2015,294.05884
2015-01-02 23:00:00,17,4,1,2015,292.9521
2015-01-03 00:00:00,18,4,1,2015,292.64938
2015-01-03 01:00:00,19,4,1,2015,292.34586
2015-01-03 02:00:00,20,4,1,2015,290.16568
2015-01-03 03:00:00,21,4,1,2015,289.68518
2015-01-03 04:00:00,22,4,1,2015,289.51218
2015-01-03 05:00:00,23,4,1,2015,287.95602
2015-01-03 06:00:00,0,5,1,2015,287.24225
2015-01-03 07:00:00,1,5,1,2015,287.38733
2015-01-03 08:00:00,2,5,1,2015,287.4746
2015-01-03 09:00:00,3,5,1,2015,287.68396
2015-01-03 10:00:00,4,5,1,2015,288.25317
2015-01-03 11:00:00,5,5,1,2015,289.45908
2015-01-03 12:00:00,6,5,1,2015,290.66788
2015-01-03 13:00:00,7,5,1,2015,291.04666
2015-01-03 14:00:00,8,5,1,2015,294.6402
2015-01-03 15:00:00,9,5,1,2015,295.6527
2015-01-03 16:00:00,10,5,1,2015,296.08005
2015-01-03 17:00:00,11,5,1,2015,298.2717
2015-01-03 18:00:00,12,5,1,2015,298.5757
2015-01-03 19:00:00,13,5,1,2015,297.79285
2015-01-03 20:00:00,14,5,1,2015,297.71408
2015-01-03 21:00:00,15,5,1,2015,297.4832
2015-01-03 22:00:00,16,5,1,2015,294.28693
2015-01-03 23:00:00,17,5,1,2015,293.86026
2015-01-04 00:00:00,18,5,1,2015,293.6179
2015-01-04 01:00:00,19,5,1,2015,293.0967
2015-01-04 02:00:00,20,5,1,2015,290.64322
2015-01-04 03:00:00,21,5,1,2015,290.08206
2015-01-04 04:00:00,22,5,1,2015,290.1669
2015-01-04 05:00:00,23,5,1,2015,288.30536
2015-01-04 06:00:00,0,6,1,2015,288.1696
2015-01-04 07:00:00,1,6,1,2015,288.21738
2015-01-04 08:00:00,2,6,1,2015,287.23077
2015-01-04 09:00:00,3,6,1,2015,286.9062
2015-01-04 10:00:00,4,6,1,2015,289.27347
2015-01-04 11:00:00,5,6,1,2015,289.87482
2015-01-04 12:00:00,6,6,1,2015,291.02
2015-01-04 13:00:00,7,6,1,2015,291.47226
2015-01-04 14:00:00,8,6,1,2015,294.94666
2015-01-04 15:00:00,9,6,1,2015,295.7294
2015-01-04 16:00:00,10,6,1,2015,296.0641
2015-01-04 17:00:00,11,6,1,2015,298.05142
2015-01-04 18:00:00,12,6,1,2015,298.05936
2015-01-04 19:00:00,13,6,1,2015,298.02454
2015-01-04 20:00:00,14,6,1,2015,298.13617
2015-01-04 21:00:00,15,6,1,2015,297.70065
2015-01-04 22:00:00,16,6,1,2015,294.6517
2015-01-04 23:00:00,17,6,1,2015,294.0221
2015-01-05 00:00:00,18,6,1,2015,293.31613
2015-01-05 01:00:00,19,6,1,2015,293.0918
2015-01-05 02:00:00,20,6,1,2015,290.8921
2015-01-05 03:00:00,21,6,1,2015,290.27438
2015-01-05 04:00:00,22,6,1,2015,290.32925
2015-01-05 05:00:00,23,6,1,2015,288.85312
2015-01-05 06:00:00,0,0,1,2015,288.68723
2015-01-05 07:00:00,1,0,1,2015,288.28226
2015-01-05 08:00:00,2,0,1,2015,287.31635
2015-01-05 09:00:00,3,0,1,2015,287.18967
2015-01-05 10:00:00,4,0,1,2015,288.6525
2015-01-05 11:00:00,5,0,1,2015,289.787
2015-01-05 12:00:00,6,0,1,2015,290.8447
2015-01-05 13:00:00,7,0,1,2015,291.32336
2015-01-05 14:00:00,8,0,1,2015,294.27246
2015-01-05 15:00:00,9,0,1,2015,294.8125
2015-01-05 16:00:00,10,0,1,2015,294.83746
2015-01-05 17:00:00,11,0,1,2015,296.90768
2015-01-05 18:00:00,12,0,1,2015,296.92258
2015-01-05 19:00:00,13,0,1,2015,296.88922
2015-01-05 20:00:00,14,0,1,2015,296.68396
2015-01-05 21:00:00,15,0,1,2015,296.35217
2015-01-05 22:00:00,16,0,1,2015,292.9604
2015-01-05 23:00:00,17,0,1,2015,292.25012
2015-01-06 00:00:00,18,0,1,2015,291.75903
2015-01-06 01:00:00,19,0,1,2015,291.53455
2015-01-06 02:00:00,20,0,1,2015,289.3388
2015-01-06 03:00:00,21,0,1,2015,288.30652
2015-01-06 04:00:00,22,0,1,2015,287.7533
2015-01-06 05:00:00,23,0,1,2015,287.13757
2015-01-06 06:00:00,0,1,1,2015,287.1547
2015-01-06 07:00:00,1,1,1,2015,287.1108
2015-01-06 08:00:00,2,1,1,2015,286.4746
2015-01-06 09:00:00,3,1,1,2015,286.3784
2015-01-06 10:00:00,4,1,1,2015,288.1632
2015-01-06 11:00:00,5,1,1,2015,288.8164
2015-01-06 12:00:00,6,1,1,2015,289.7335
2015-01-06 13:00:00,7,1,1,2015,290.39734
2015-01-06 14:00:00,8,1,1,2015,294.23743
2015-01-06 15:00:00,9,1,1,2015,294.88693
2015-01-06 16:00:00,10,1,1,2015,295.52502
2015-01-06 17:00:00,11,1,1,2015,297.2335
2015-01-06 18:00:00,12,1,1,2015,297.0635
2015-01-06 19:00:00,13,1,1,2015,296.31424
2015-01-06 20:00:00,14,1,1,2015,295.5811
2015-01-06 21:00:00,15,1,1,2015,295.293
2015-01-06 22:00:00,16,1,1,2015,292.37692
2015-01-06 23:00:00,17,1,1,2015,292.0084
2015-01-07 00:00:00,18,1,1,2015,291.48157
2015-01-07 01:00:00,19,1,1,2015,291.5443
2015-01-07 02:00:00,20,1,1,2015,289.74527
2015-01-07 03:00:00,21,1,1,2015,288.70618
2015-01-07 04:00:00,22,1,1,2015,288.22827
2015-01-07 05:00:00,23,1,1,2015,286.68494
2015-01-07 06:00:00,0,2,1,2015,286.66565
2015-01-07 07:00:00,1,2,1,2015,286.4973
2015-01-07 08:00:00,2,2,1,2015,286.22687
2015-01-07 09:00:00,3,2,1,2015,286.40662
2015-01-07 10:00:00,4,2,1,2015,288.05832
2015-01-07 11:00:00,5,2,1,2015,288.38504
2015-01-07 12:00:00,6,2,1,2015,288.9101
2015-01-07 13:00:00,7,2,1,2015,289.59567
2015-01-07 14:00:00,8,2,1,2015,292.14023
2015-01-07 15:00:00,9,2,1,2015,293.00662
2015-01-07 16:00:00,10,2,1,2015,292.9933
2015-01-07 17:00:00,11,2,1,2015,294.6923
2015-01-07 18:00:00,12,2,1,2015,294.84427
2015-01-07 19:00:00,13,2,1,2015,294.93274
2015-01-07 20:00:00,14,2,1,2015,294.31122
2015-01-07 21:00:00,15,2,1,2015,293.9548
