,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 22:00:00,0,3,1,2015,277.84155,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2014-12-31 23:00:00,1,3,1,2015,278.04883,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 00:00:00,2,3,1,2015,278.11572,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 01:00:00,3,3,1,2015,278.12537,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 02:00:00,4,3,1,2015,277.71954,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 03:00:00,5,3,1,2015,277.64178,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 04:00:00,6,3,1,2015,277.62894,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 05:00:00,7,3,1,2015,277.6368,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 06:00:00,8,3,1,2015,277.5954,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 07:00:00,9,3,1,2015,277.22955,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 08:00:00,10,3,1,2015,277.19287,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 09:00:00,11,3,1,2015,277.365,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 10:00:00,12,3,1,2015,277.8911,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 11:00:00,13,3,1,2015,277.70654,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 12:00:00,14,3,1,2015,277.45483,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 13:00:00,15,3,1,2015,277.3999,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 14:00:00,16,3,1,2015,277.2505,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 15:00:00,17,3,1,2015,277.47217,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 16:00:00,18,3,1,2015,277.48315,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 17:00:00,19,3,1,2015,277.84827,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 18:00:00,20,3,1,2015,278.09058,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 19:00:00,21,3,1,2015,278.2601,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 20:00:00,22,3,1,2015,278.52612,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 21:00:00,23,3,1,2015,278.7258,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 22:00:00,0,4,1,2015,278.22015,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-01 23:00:00,1,4,1,2015,278.24417,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 00:00:00,2,4,1,2015,278.34943,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 01:00:00,3,4,1,2015,278.14102,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 02:00:00,4,4,1,2015,278.11957,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 03:00:00,5,4,1,2015,277.9346,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 04:00:00,6,4,1,2015,277.77048,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 05:00:00,7,4,1,2015,277.6445,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 06:00:00,8,4,1,2015,277.48694,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 07:00:00,9,4,1,2015,277.36557,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 08:00:00,10,4,1,2015,278.95312,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 09:00:00,11,4,1,2015,278.8999,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 10:00:00,12,4,1,2015,279.80615,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 11:00:00,13,4,1,2015,279.87915,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 12:00:00,14,4,1,2015,280.0293,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 13:00:00,15,4,1,2015,280.00732,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 14:00:00,16,4,1,2015,279.4348,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 15:00:00,17,4,1,2015,279.46313,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 16:00:00,18,4,1,2015,278.70532,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 17:00:00,19,4,1,2015,277.28174,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 18:00:00,20,4,1,2015,276.92017,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 19:00:00,21,4,1,2015,276.8369,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 20:00:00,22,4,1,2015,275.8069,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 21:00:00,23,4,1,2015,275.62524,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 22:00:00,0,5,1,2015,274.95728,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-02 23:00:00,1,5,1,2015,274.87744,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 00:00:00,2,5,1,2015,274.73706,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 01:00:00,3,5,1,2015,274.8628,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 02:00:00,4,5,1,2015,274.66113,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 03:00:00,5,5,1,2015,274.68408,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 04:00:00,6,5,1,2015,274.5393,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 05:00:00,7,5,1,2015,274.15698,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 06:00:00,8,5,1,2015,273.938,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 07:00:00,9,5,1,2015,276.3042,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 08:00:00,10,5,1,2015,277.24414,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 09:00:00,11,5,1,2015,278.26294,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 10:00:00,12,5,1,2015,282.60278,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 11:00:00,13,5,1,2015,283.07495,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 12:00:00,14,5,1,2015,283.62622,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 13:00:00,15,5,1,2015,284.5293,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 14:00:00,16,5,1,2015,283.9707,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 15:00:00,17,5,1,2015,282.41357,282.14648,12.0,290.82947,278.130810546875,304.518701171875
2015-01-03 16:00:00,18,5,1,2015,281.88647,282.14648,12.0,290.82947,278.130810546875,304.518701171875
