,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2015-01-01 05:00:00,0,3,1,2015,265.75986,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 06:00:00,1,3,1,2015,265.55634,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 07:00:00,2,3,1,2015,265.51862,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 08:00:00,3,3,1,2015,265.6579,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 09:00:00,4,3,1,2015,265.91388,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 10:00:00,5,3,1,2015,266.98505,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 11:00:00,6,3,1,2015,266.85312,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 12:00:00,7,3,1,2015,266.9295,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 13:00:00,8,3,1,2015,267.08362,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 14:00:00,9,3,1,2015,267.35214,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 15:00:00,10,3,1,2015,268.48798,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 16:00:00,11,3,1,2015,268.82507,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 17:00:00,12,3,1,2015,269.26038,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 18:00:00,13,3,1,2015,269.40894,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 19:00:00,14,3,1,2015,269.3148,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 20:00:00,15,3,1,2015,269.70776,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 21:00:00,16,3,1,2015,270.4758,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 22:00:00,17,3,1,2015,270.5639,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-01 23:00:00,18,3,1,2015,270.74222,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 00:00:00,19,3,1,2015,270.88068,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 01:00:00,20,3,1,2015,271.059,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 02:00:00,21,3,1,2015,271.2602,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 03:00:00,22,3,1,2015,271.41507,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 04:00:00,23,3,1,2015,271.61032,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 05:00:00,0,4,1,2015,271.63083,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 06:00:00,1,4,1,2015,271.7506,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 07:00:00,2,4,1,2015,271.86948,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 08:00:00,3,4,1,2015,271.961,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 09:00:00,4,4,1,2015,270.90393,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 10:00:00,5,4,1,2015,269.6266,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 11:00:00,6,4,1,2015,269.2875,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 12:00:00,7,4,1,2015,269.05298,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 13:00:00,8,4,1,2015,268.98788,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 14:00:00,9,4,1,2015,269.32553,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 15:00:00,10,4,1,2015,270.53363,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 16:00:00,11,4,1,2015,270.68198,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 17:00:00,12,4,1,2015,270.94586,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 18:00:00,13,4,1,2015,271.2523,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 19:00:00,14,4,1,2015,271.36432,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 20:00:00,15,4,1,2015,271.25827,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 21:00:00,16,4,1,2015,270.9632,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 22:00:00,17,4,1,2015,268.41638,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-02 23:00:00,18,4,1,2015,268.13156,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 00:00:00,19,4,1,2015,267.6786,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 01:00:00,20,4,1,2015,266.51337,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 02:00:00,21,4,1,2015,266.29214,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 03:00:00,22,4,1,2015,266.5417,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 04:00:00,23,4,1,2015,267.04712,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 05:00:00,0,5,1,2015,265.88367,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 06:00:00,1,5,1,2015,265.69977,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 07:00:00,2,5,1,2015,266.35898,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 08:00:00,3,5,1,2015,266.91235,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 09:00:00,4,5,1,2015,267.20453,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 10:00:00,5,5,1,2015,270.66922,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 11:00:00,6,5,1,2015,270.89545,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 12:00:00,7,5,1,2015,270.84125,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 13:00:00,8,5,1,2015,270.81653,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 14:00:00,9,5,1,2015,270.78925,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 15:00:00,10,5,1,2015,272.3999,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 16:00:00,11,5,1,2015,272.31433,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 17:00:00,12,5,1,2015,272.01962,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 18:00:00,13,5,1,2015,271.8672,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 19:00:00,14,5,1,2015,271.81143,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 20:00:00,15,5,1,2015,271.87604,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 21:00:00,16,5,1,2015,272.56955,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 22:00:00,17,5,1,2015,273.2112,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-03 23:00:00,18,5,1,2015,273.10577,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 00:00:00,19,5,1,2015,272.95178,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 01:00:00,20,5,1,2015,272.82556,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 02:00:00,21,5,1,2015,272.73267,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 03:00:00,22,5,1,2015,273.16257,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 04:00:00,23,5,1,2015,273.2405,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 05:00:00,0,6,1,2015,273.72293,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 06:00:00,1,6,1,2015,273.73352,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 07:00:00,2,6,1,2015,273.8081,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 08:00:00,3,6,1,2015,273.91693,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 09:00:00,4,6,1,2015,275.4958,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 10:00:00,5,6,1,2015,272.4886,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 11:00:00,6,6,1,2015,272.63126,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 12:00:00,7,6,1,2015,272.7542,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 13:00:00,8,6,1,2015,274.10773,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 14:00:00,9,6,1,2015,273.3772,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 15:00:00,10,6,1,2015,274.68008,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 16:00:00,11,6,1,2015,275.2059,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 17:00:00,12,6,1,2015,276.52948,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
2015-01-04 18:00:00,13,6,1,2015,277.1065,265.92786,11.0,281.40997,259.6935012817383,297.7117401123047
