,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2015-01-01 06:00:00,0,3,1,2015,289.63623,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 07:00:00,1,3,1,2015,289.58887,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 08:00:00,2,3,1,2015,288.8296,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 09:00:00,3,3,1,2015,288.8474,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 10:00:00,4,3,1,2015,290.21143,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 11:00:00,5,3,1,2015,290.1831,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 12:00:00,6,3,1,2015,291.12085,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 13:00:00,7,3,1,2015,291.86084,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 14:00:00,8,3,1,2015,295.79346,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 15:00:00,9,3,1,2015,296.79443,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 16:00:00,10,3,1,2015,296.96753,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 17:00:00,11,3,1,2015,300.99072,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 18:00:00,12,3,1,2015,301.1919,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 19:00:00,13,3,1,2015,301.32056,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 20:00:00,14,3,1,2015,301.7937,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 21:00:00,15,3,1,2015,300.90332,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 22:00:00,16,3,1,2015,298.44067,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-01 23:00:00,17,3,1,2015,296.67773,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 00:00:00,18,3,1,2015,294.33374,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 01:00:00,19,3,1,2015,295.76782,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 02:00:00,20,3,1,2015,293.50806,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 03:00:00,21,3,1,2015,292.60645,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 04:00:00,22,3,1,2015,292.4558,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 05:00:00,23,3,1,2015,290.4646,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 06:00:00,0,4,1,2015,290.54932,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 07:00:00,1,4,1,2015,290.26782,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 08:00:00,2,4,1,2015,288.62695,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 09:00:00,3,4,1,2015,288.7202,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 10:00:00,4,4,1,2015,290.60693,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 11:00:00,5,4,1,2015,291.75415,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 12:00:00,6,4,1,2015,292.9375,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 13:00:00,7,4,1,2015,293.8667,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 14:00:00,8,4,1,2015,298.00708,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 15:00:00,9,4,1,2015,299.7522,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 16:00:00,10,4,1,2015,300.8225,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 17:00:00,11,4,1,2015,302.97314,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 18:00:00,12,4,1,2015,303.09595,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 19:00:00,13,4,1,2015,302.9209,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 20:00:00,14,4,1,2015,303.2893,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 21:00:00,15,4,1,2015,302.1604,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 22:00:00,16,4,1,2015,299.54712,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-02 23:00:00,17,4,1,2015,297.89697,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-03 00:00:00,18,4,1,2015,295.8015,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
2015-01-03 01:00:00,19,4,1,2015,295.36475,295.36804,1.0,289.03275,278.1673049926758,301.01817626953124
