,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 18:30:00,0,3,1,2015,299.08172607421875,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2014-12-31 19:30:00,1,3,1,2015,298.7926025390625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2014-12-31 20:30:00,2,3,1,2015,298.449462890625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2014-12-31 21:30:00,3,3,1,2015,298.0880126953125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2014-12-31 22:30:00,4,3,1,2015,297.8154296875,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2014-12-31 23:30:00,5,3,1,2015,297.819580078125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 00:30:00,6,3,1,2015,297.79150390625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 01:30:00,7,3,1,2015,298.51239013671875,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 02:30:00,8,3,1,2015,299.27349853515625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 03:30:00,9,3,1,2015,299.3951416015625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 04:30:00,10,3,1,2015,301.07916259765625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 05:30:00,11,3,1,2015,302.88372802734375,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 06:30:00,12,3,1,2015,303.18695068359375,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 07:30:00,13,3,1,2015,303.43597412109375,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 08:30:00,14,3,1,2015,303.50177001953125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 09:30:00,15,3,1,2015,302.85870361328125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 10:30:00,16,3,1,2015,302.3145751953125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 11:30:00,17,3,1,2015,302.1363525390625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 12:30:00,18,3,1,2015,301.7838134765625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 13:30:00,19,3,1,2015,300.66015625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 14:30:00,20,3,1,2015,299.5528564453125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 15:30:00,21,3,1,2015,299.20831298828125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 16:30:00,22,3,1,2015,298.66387939453125,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 17:30:00,23,3,1,2015,298.180419921875,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 18:30:00,0,4,1,2015,297.92529296875,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
2015-01-01 19:30:00,1,4,1,2015,297.35400390625,300.37972571260184,8.0,300.5694939809303,297.52971801757815,304.7029571533203
