,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 22:00:00,0,3,1,2015,277.42578,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2014-12-31 23:00:00,1,3,1,2015,277.1681,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 00:00:00,2,3,1,2015,276.9087,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 01:00:00,3,3,1,2015,277.0238,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 02:00:00,4,3,1,2015,276.7567,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 03:00:00,5,3,1,2015,276.45435,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 04:00:00,6,3,1,2015,276.17188,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 05:00:00,7,3,1,2015,276.00403,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 06:00:00,8,3,1,2015,276.00952,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 07:00:00,9,3,1,2015,276.21204,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 08:00:00,10,3,1,2015,276.37085,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 09:00:00,11,3,1,2015,276.31628,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 10:00:00,12,3,1,2015,276.48706,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 11:00:00,13,3,1,2015,276.39807,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 12:00:00,14,3,1,2015,276.53308,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 13:00:00,15,3,1,2015,276.7633,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 14:00:00,16,3,1,2015,277.07874,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 15:00:00,17,3,1,2015,277.31995,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 16:00:00,18,3,1,2015,277.4286,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 17:00:00,19,3,1,2015,277.79553,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 18:00:00,20,3,1,2015,278.04565,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 19:00:00,21,3,1,2015,278.16638,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 20:00:00,22,3,1,2015,278.42065,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 21:00:00,23,3,1,2015,278.29614,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 22:00:00,0,4,1,2015,278.2865,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-01 23:00:00,1,4,1,2015,278.1953,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 00:00:00,2,4,1,2015,278.12866,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 01:00:00,3,4,1,2015,278.14294,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 02:00:00,4,4,1,2015,278.02197,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 03:00:00,5,4,1,2015,278.04004,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 04:00:00,6,4,1,2015,277.98145,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 05:00:00,7,4,1,2015,277.63086,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 06:00:00,8,4,1,2015,277.4557,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 07:00:00,9,4,1,2015,277.2992,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 08:00:00,10,4,1,2015,277.0431,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 09:00:00,11,4,1,2015,277.02307,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 10:00:00,12,4,1,2015,277.28284,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 11:00:00,13,4,1,2015,277.4984,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 12:00:00,14,4,1,2015,277.8518,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 13:00:00,15,4,1,2015,278.4469,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 14:00:00,16,4,1,2015,279.1537,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 15:00:00,17,4,1,2015,278.70947,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 16:00:00,18,4,1,2015,277.9984,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 17:00:00,19,4,1,2015,277.43805,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 18:00:00,20,4,1,2015,277.6195,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 19:00:00,21,4,1,2015,277.78033,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 20:00:00,22,4,1,2015,277.5083,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 21:00:00,23,4,1,2015,277.35767,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 22:00:00,0,5,1,2015,277.21716,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-02 23:00:00,1,5,1,2015,277.08472,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 00:00:00,2,5,1,2015,277.0243,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 01:00:00,3,5,1,2015,276.85706,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 02:00:00,4,5,1,2015,276.6339,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 03:00:00,5,5,1,2015,276.66284,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 04:00:00,6,5,1,2015,276.6311,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 05:00:00,7,5,1,2015,276.26257,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 06:00:00,8,5,1,2015,276.2173,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 07:00:00,9,5,1,2015,276.56604,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 08:00:00,10,5,1,2015,276.76,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 09:00:00,11,5,1,2015,276.9115,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 10:00:00,12,5,1,2015,275.8059,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 11:00:00,13,5,1,2015,275.64734,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 12:00:00,14,5,1,2015,275.43115,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 13:00:00,15,5,1,2015,275.31067,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 14:00:00,16,5,1,2015,275.1349,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 15:00:00,17,5,1,2015,275.06982,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 16:00:00,18,5,1,2015,275.08582,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 17:00:00,19,5,1,2015,274.92395,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 18:00:00,20,5,1,2015,274.9004,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 19:00:00,21,5,1,2015,274.85046,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 20:00:00,22,5,1,2015,274.66516,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
2015-01-03 21:00:00,23,5,1,2015,274.5559,272.4816,12.0,280.819,271.18822021484374,291.4817260742187
