,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,264.97665,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 00:00:00,1,3,1,2015,264.7837,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 01:00:00,2,3,1,2015,265.09802,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 02:00:00,3,3,1,2015,265.54767,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 03:00:00,4,3,1,2015,265.88007,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 04:00:00,5,3,1,2015,266.1973,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 05:00:00,6,3,1,2015,266.70908,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 06:00:00,7,3,1,2015,267.00555,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 07:00:00,8,3,1,2015,267.40143,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 08:00:00,9,3,1,2015,268.00555,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 09:00:00,10,3,1,2015,268.71857,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 10:00:00,11,3,1,2015,269.7329,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 11:00:00,12,3,1,2015,270.37646,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 12:00:00,13,3,1,2015,270.98608,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 13:00:00,14,3,1,2015,271.0796,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 14:00:00,15,3,1,2015,270.98096,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 15:00:00,16,3,1,2015,269.6892,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 16:00:00,17,3,1,2015,269.90918,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 17:00:00,18,3,1,2015,269.82886,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 18:00:00,19,3,1,2015,269.9187,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 19:00:00,20,3,1,2015,270.24048,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 20:00:00,21,3,1,2015,270.44995,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 21:00:00,22,3,1,2015,270.31372,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 22:00:00,23,3,1,2015,269.90576,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-01 23:00:00,0,4,1,2015,269.79688,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 00:00:00,1,4,1,2015,269.9314,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 01:00:00,2,4,1,2015,270.20532,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 02:00:00,3,4,1,2015,269.88916,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 03:00:00,4,4,1,2015,269.74902,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 04:00:00,5,4,1,2015,269.97168,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 05:00:00,6,4,1,2015,270.14648,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 06:00:00,7,4,1,2015,269.88745,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 07:00:00,8,4,1,2015,270.1272,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 08:00:00,9,4,1,2015,270.35938,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 09:00:00,10,4,1,2015,271.01343,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 10:00:00,11,4,1,2015,271.77686,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 11:00:00,12,4,1,2015,272.8579,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
2015-01-02 12:00:00,13,4,1,2015,273.74805,274.84662,12.0,284.90234,272.0520874023438,301.3962036132813
