,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,274.1289,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 00:00:00,1,3,1,2015,273.93408,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 01:00:00,2,3,1,2015,273.53564,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 02:00:00,3,3,1,2015,273.43628,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 03:00:00,4,3,1,2015,273.24146,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 04:00:00,5,3,1,2015,273.0371,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 05:00:00,6,3,1,2015,272.88672,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 06:00:00,7,3,1,2015,273.16382,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 07:00:00,8,3,1,2015,273.62402,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 08:00:00,9,3,1,2015,273.82007,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 09:00:00,10,3,1,2015,274.30444,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 10:00:00,11,3,1,2015,275.0652,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 11:00:00,12,3,1,2015,276.07178,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 12:00:00,13,3,1,2015,276.7517,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 13:00:00,14,3,1,2015,277.06592,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 14:00:00,15,3,1,2015,276.90674,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 15:00:00,16,3,1,2015,276.41577,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 16:00:00,17,3,1,2015,275.73145,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 17:00:00,18,3,1,2015,275.40894,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 18:00:00,19,3,1,2015,275.2976,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 19:00:00,20,3,1,2015,275.14087,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 20:00:00,21,3,1,2015,274.99292,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 21:00:00,22,3,1,2015,274.75122,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 22:00:00,23,3,1,2015,275.34912,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-01 23:00:00,0,4,1,2015,275.59766,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 00:00:00,1,4,1,2015,275.7556,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 01:00:00,2,4,1,2015,276.11768,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 02:00:00,3,4,1,2015,276.6255,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 03:00:00,4,4,1,2015,277.07324,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 04:00:00,5,4,1,2015,277.3213,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 05:00:00,6,4,1,2015,277.7539,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 06:00:00,7,4,1,2015,278.40894,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 07:00:00,8,4,1,2015,279.18774,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 08:00:00,9,4,1,2015,280.27734,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 09:00:00,10,4,1,2015,281.79858,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 10:00:00,11,4,1,2015,282.47412,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 11:00:00,12,4,1,2015,282.35205,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 12:00:00,13,4,1,2015,281.47485,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 13:00:00,14,4,1,2015,281.6089,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 14:00:00,15,4,1,2015,281.2102,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 15:00:00,16,4,1,2015,280.37744,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 16:00:00,17,4,1,2015,279.13904,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 17:00:00,18,4,1,2015,278.16077,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 18:00:00,19,4,1,2015,277.35974,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 19:00:00,20,4,1,2015,276.5421,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 20:00:00,21,4,1,2015,276.33057,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 21:00:00,22,4,1,2015,275.74243,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 22:00:00,23,4,1,2015,275.60205,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
2015-01-02 23:00:00,0,5,1,2015,275.2976,276.42868,11.0,284.18152,274.1409973144531,295.4563354492187
