,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 23:00:00,0,3,1,2015,271.29297,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 00:00:00,1,3,1,2015,270.77393,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 01:00:00,2,3,1,2015,270.4319,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 02:00:00,3,3,1,2015,269.69214,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 03:00:00,4,3,1,2015,269.1338,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 04:00:00,5,3,1,2015,268.94336,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 05:00:00,6,3,1,2015,268.83008,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 06:00:00,7,3,1,2015,269.38037,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 07:00:00,8,3,1,2015,268.98145,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 08:00:00,9,3,1,2015,269.062,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 09:00:00,10,3,1,2015,272.01147,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 10:00:00,11,3,1,2015,278.11572,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 11:00:00,12,3,1,2015,280.19092,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 12:00:00,13,3,1,2015,282.10718,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 13:00:00,14,3,1,2015,282.9546,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 14:00:00,15,3,1,2015,284.5747,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
2015-01-01 15:00:00,16,3,1,2015,284.95654,277.4116,12.0,288.7633,274.66319580078124,305.4692749023437
