,Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K),Monthly average temperature (K),Monthly average temperature rank,Annual average temperature (K),5 percentile temperature (K),95 percentile temperature (K)
2014-12-31 21:00:00,0,3,1,2015,291.4475,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2014-12-31 22:00:00,1,3,1,2015,288.84546,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2014-12-31 23:00:00,2,3,1,2015,288.56836,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 00:00:00,3,3,1,2015,287.55518,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 01:00:00,4,3,1,2015,287.17798,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 02:00:00,5,3,1,2015,285.93628,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 03:00:00,6,3,1,2015,285.50488,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 04:00:00,7,3,1,2015,286.0,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 05:00:00,8,3,1,2015,289.92188,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 06:00:00,9,3,1,2015,293.49756,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 07:00:00,10,3,1,2015,294.6963,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 08:00:00,11,3,1,2015,295.75146,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 09:00:00,12,3,1,2015,297.93335,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 10:00:00,13,3,1,2015,299.4536,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 11:00:00,14,3,1,2015,300.2417,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 12:00:00,15,3,1,2015,300.84546,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 13:00:00,16,3,1,2015,299.87646,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 14:00:00,17,3,1,2015,299.438,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 15:00:00,18,3,1,2015,296.562,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 16:00:00,19,3,1,2015,295.20972,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 17:00:00,20,3,1,2015,294.64502,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 18:00:00,21,3,1,2015,293.23486,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 19:00:00,22,3,1,2015,291.47876,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 20:00:00,23,3,1,2015,290.8894,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 21:00:00,0,4,1,2015,290.56152,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 22:00:00,1,4,1,2015,288.4016,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-01 23:00:00,2,4,1,2015,287.89844,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 00:00:00,3,4,1,2015,286.2478,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 01:00:00,4,4,1,2015,285.44556,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 02:00:00,5,4,1,2015,285.24634,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 03:00:00,6,4,1,2015,284.77637,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 04:00:00,7,4,1,2015,285.44214,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 05:00:00,8,4,1,2015,290.22046,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 06:00:00,9,4,1,2015,293.95752,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 07:00:00,10,4,1,2015,296.01978,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 08:00:00,11,4,1,2015,297.43945,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 09:00:00,12,4,1,2015,298.11475,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 10:00:00,13,4,1,2015,300.79248,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 11:00:00,14,4,1,2015,301.094,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 12:00:00,15,4,1,2015,301.46484,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 13:00:00,16,4,1,2015,301.16357,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 14:00:00,17,4,1,2015,300.37817,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 15:00:00,18,4,1,2015,299.04907,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 16:00:00,19,4,1,2015,297.51782,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 17:00:00,20,4,1,2015,295.90088,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 18:00:00,21,4,1,2015,294.38306,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 19:00:00,22,4,1,2015,293.08496,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 20:00:00,23,4,1,2015,291.76196,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 21:00:00,0,5,1,2015,290.7854,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 22:00:00,1,5,1,2015,288.94556,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-02 23:00:00,2,5,1,2015,288.2505,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-03 00:00:00,3,5,1,2015,286.57886,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-03 01:00:00,4,5,1,2015,285.48975,293.94446,3.0,292.6157,286.863134765625,299.64501953125
2015-01-03 02:00:00,5,5,1,2015,286.2002,293.94446,3.0,292.6157,286.863134765625,299.64501953125
