Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,270.0777
2015-01-01 00:00:00,1,3,1,2015,269.90002
2015-01-01 01:00:00,2,3,1,2015,269.62842
2015-01-01 02:00:00,3,3,1,2015,269.3901
2015-01-01 03:00:00,4,3,1,2015,269.09448
2015-01-01 04:00:00,5,3,1,2015,268.93274
2015-01-01 05:00:00,6,3,1,2015,268.5055
2015-01-01 06:00:00,7,3,1,2015,268.28357
2015-01-01 07:00:00,8,3,1,2015,268.3487
2015-01-01 08:00:00,9,3,1,2015,268.7944
2015-01-01 09:00:00,10,3,1,2015,270.29034
2015-01-01 10:00:00,11,3,1,2015,271.90738
2015-01-01 11:00:00,12,3,1,2015,273.53293
2015-01-01 12:00:00,13,3,1,2015,274.26648
2015-01-01 13:00:00,14,3,1,2015,274.93463
2015-01-01 14:00:00,15,3,1,2015,274.9497
2015-01-01 15:00:00,16,3,1,2015,274.50388
2015-01-01 16:00:00,17,3,1,2015,273.7286
2015-01-01 17:00:00,18,3,1,2015,272.507
2015-01-01 18:00:00,19,3,1,2015,272.03152
2015-01-01 19:00:00,20,3,1,2015,271.70944
2015-01-01 20:00:00,21,3,1,2015,270.84122
2015-01-01 21:00:00,22,3,1,2015,270.4281
2015-01-01 22:00:00,23,3,1,2015,269.835
2015-01-01 23:00:00,0,4,1,2015,269.87585
2015-01-02 00:00:00,1,4,1,2015,269.3038
2015-01-02 01:00:00,2,4,1,2015,269.35074
2015-01-02 02:00:00,3,4,1,2015,269.25787
2015-01-02 03:00:00,4,4,1,2015,269.29068
2015-01-02 04:00:00,5,4,1,2015,269.20734
2015-01-02 05:00:00,6,4,1,2015,269.0907
2015-01-02 06:00:00,7,4,1,2015,269.16867
2015-01-02 07:00:00,8,4,1,2015,269.27283
2015-01-02 08:00:00,9,4,1,2015,270.1187
2015-01-02 09:00:00,10,4,1,2015,272.0238
2015-01-02 10:00:00,11,4,1,2015,274.19525
2015-01-02 11:00:00,12,4,1,2015,276.07794
2015-01-02 12:00:00,13,4,1,2015,277.714
