Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Temperature (K)
2014-12-31 23:00:00,0,3,1,2015,262.30823
2015-01-01 00:00:00,1,3,1,2015,262.14612
2015-01-01 01:00:00,2,3,1,2015,263.00406
2015-01-01 02:00:00,3,3,1,2015,263.37927
2015-01-01 03:00:00,4,3,1,2015,262.99942
2015-01-01 04:00:00,5,3,1,2015,263.02063
2015-01-01 05:00:00,6,3,1,2015,263.749
2015-01-01 06:00:00,7,3,1,2015,264.8161
2015-01-01 07:00:00,8,3,1,2015,265.822
2015-01-01 08:00:00,9,3,1,2015,267.02466
2015-01-01 09:00:00,10,3,1,2015,267.87
2015-01-01 10:00:00,11,3,1,2015,268.5452
2015-01-01 11:00:00,12,3,1,2015,269.18616
2015-01-01 12:00:00,13,3,1,2015,269.91513
2015-01-01 13:00:00,14,3,1,2015,270.5746
2015-01-01 14:00:00,15,3,1,2015,271.0697
2015-01-01 15:00:00,16,3,1,2015,271.2812
2015-01-01 16:00:00,17,3,1,2015,271.2642
2015-01-01 17:00:00,18,3,1,2015,271.1932
2015-01-01 18:00:00,19,3,1,2015,271.13004
2015-01-01 19:00:00,20,3,1,2015,271.2548
2015-01-01 20:00:00,21,3,1,2015,271.44495
2015-01-01 21:00:00,22,3,1,2015,271.70367
2015-01-01 22:00:00,23,3,1,2015,271.4144
2015-01-01 23:00:00,0,4,1,2015,271.30927
2015-01-02 00:00:00,1,4,1,2015,272.26587
2015-01-02 01:00:00,2,4,1,2015,272.0792
2015-01-02 02:00:00,3,4,1,2015,271.82703
2015-01-02 03:00:00,4,4,1,2015,271.89618
2015-01-02 04:00:00,5,4,1,2015,271.8306
2015-01-02 05:00:00,6,4,1,2015,271.7235
2015-01-02 06:00:00,7,4,1,2015,271.6653
2015-01-02 07:00:00,8,4,1,2015,271.2362
2015-01-02 08:00:00,9,4,1,2015,271.74176
2015-01-02 09:00:00,10,4,1,2015,273.53467
2015-01-02 10:00:00,11,4,1,2015,275.85107
2015-01-02 11:00:00,12,4,1,2015,276.79453
2015-01-02 12:00:00,13,4,1,2015,277.53406
2015-01-02 13:00:00,14,4,1,2015,278.1831
2015-01-02 14:00:00,15,4,1,2015,278.15768
2015-01-02 15:00:00,16,4,1,2015,278.12244
2015-01-02 16:00:00,17,4,1,2015,277.09073
2015-01-02 17:00:00,18,4,1,2015,276.4673
2015-01-02 18:00:00,19,4,1,2015,276.29602
2015-01-02 19:00:00,20,4,1,2015,276.3317
2015-01-02 20:00:00,21,4,1,2015,276.5352
2015-01-02 21:00:00,22,4,1,2015,276.55557
2015-01-02 22:00:00,23,4,1,2015,275.62286
2015-01-02 23:00:00,0,5,1,2015,275.21664
2015-01-03 00:00:00,1,5,1,2015,274.6392
2015-01-03 01:00:00,2,5,1,2015,274.83826
2015-01-03 02:00:00,3,5,1,2015,274.87924
2015-01-03 03:00:00,4,5,1,2015,273.7839
2015-01-03 04:00:00,5,5,1,2015,273.67276
2015-01-03 05:00:00,6,5,1,2015,273.64764
2015-01-03 06:00:00,7,5,1,2015,274.32407
2015-01-03 07:00:00,8,5,1,2015,275.03207
2015-01-03 08:00:00,9,5,1,2015,275.5588
2015-01-03 09:00:00,10,5,1,2015,275.54657
2015-01-03 10:00:00,11,5,1,2015,277.8417
2015-01-03 11:00:00,12,5,1,2015,278.6574
2015-01-03 12:00:00,13,5,1,2015,279.60474
2015-01-03 13:00:00,14,5,1,2015,279.70746
2015-01-03 14:00:00,15,5,1,2015,279.8778
2015-01-03 15:00:00,16,5,1,2015,279.77078
2015-01-03 16:00:00,17,5,1,2015,278.75714
2015-01-03 17:00:00,18,5,1,2015,278.46463
2015-01-03 18:00:00,19,5,1,2015,278.20615
2015-01-03 19:00:00,20,5,1,2015,277.92413
2015-01-03 20:00:00,21,5,1,2015,277.83865
2015-01-03 21:00:00,22,5,1,2015,277.81653
2015-01-03 22:00:00,23,5,1,2015,277.48593
2015-01-03 23:00:00,0,6,1,2015,277.3991
2015-01-04 00:00:00,1,6,1,2015,277.30386
2015-01-04 01:00:00,2,6,1,2015,277.02747
2015-01-04 02:00:00,3,6,1,2015,277.10742
2015-01-04 03:00:00,4,6,1,2015,277.27695
2015-01-04 04:00:00,5,6,1,2015,277.9729
2015-01-04 05:00:00,6,6,1,2015,278.05255
2015-01-04 06:00:00,7,6,1,2015,276.84732
2015-01-04 07:00:00,8,6,1,2015,277.54895
2015-01-04 08:00:00,9,6,1,2015,277.56824
2015-01-04 09:00:00,10,6,1,2015,279.23257
2015-01-04 10:00:00,11,6,1,2015,281.3848
2015-01-04 11:00:00,12,6,1,2015,282.2715
2015-01-04 12:00:00,13,6,1,2015,282.51392
2015-01-04 13:00:00,14,6,1,2015,282.63348
2015-01-04 14:00:00,15,6,1,2015,282.42883
2015-01-04 15:00:00,16,6,1,2015,281.2739
2015-01-04 16:00:00,17,6,1,2015,278.90027
2015-01-04 17:00:00,18,6,1,2015,278.23285
2015-01-04 18:00:00,19,6,1,2015,277.05066
2015-01-04 19:00:00,20,6,1,2015,275.91907
2015-01-04 20:00:00,21,6,1,2015,275.91785
2015-01-04 21:00:00,22,6,1,2015,275.5138
2015-01-04 22:00:00,23,6,1,2015,274.98157
2015-01-04 23:00:00,0,0,1,2015,275.25928
2015-01-05 00:00:00,1,0,1,2015,275.2391
2015-01-05 01:00:00,2,0,1,2015,275.14194
2015-01-05 02:00:00,3,0,1,2015,274.8971
2015-01-05 03:00:00,4,0,1,2015,274.06628
2015-01-05 04:00:00,5,0,1,2015,273.66693
2015-01-05 05:00:00,6,0,1,2015,273.15237
2015-01-05 06:00:00,7,0,1,2015,272.8526
2015-01-05 07:00:00,8,0,1,2015,272.75665
2015-01-05 08:00:00,9,0,1,2015,273.90924
2015-01-05 09:00:00,10,0,1,2015,275.17447
2015-01-05 10:00:00,11,0,1,2015,277.09717
2015-01-05 11:00:00,12,0,1,2015,278.3265
2015-01-05 12:00:00,13,0,1,2015,279.26874
