Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity generation [MW]
2015-10-17 18:00:00,21,5,10,2015,523.0
2015-10-17 19:00:00,22,5,10,2015,487.75
2015-10-17 20:00:00,23,5,10,2015,452.25
2015-10-17 21:00:00,0,6,10,2015,417.25
2015-10-17 22:00:00,1,6,10,2015,387.25
2015-10-17 23:00:00,2,6,10,2015,369.0
2015-10-18 00:00:00,3,6,10,2015,358.5
2015-10-18 01:00:00,4,6,10,2015,352.0
2015-10-18 02:00:00,5,6,10,2015,352.5
2015-10-18 03:00:00,6,6,10,2015,354.0
2015-10-18 04:00:00,7,6,10,2015,363.0
2015-10-18 05:00:00,8,6,10,2015,386.5
2015-10-18 06:00:00,9,6,10,2015,414.0
2015-10-18 07:00:00,10,6,10,2015,443.0
2015-10-18 08:00:00,11,6,10,2015,458.5
2015-10-18 09:00:00,12,6,10,2015,468.0
2015-10-18 10:00:00,13,6,10,2015,462.5
2015-10-18 11:00:00,14,6,10,2015,453.25
2015-10-18 12:00:00,15,6,10,2015,453.0
2015-10-18 13:00:00,16,6,10,2015,466.0
2015-10-18 14:00:00,17,6,10,2015,477.75
2015-10-18 15:00:00,18,6,10,2015,511.25
2015-10-18 16:00:00,19,6,10,2015,553.75
2015-10-18 17:00:00,20,6,10,2015,536.5
2015-10-18 18:00:00,21,6,10,2015,511.75
2015-10-18 19:00:00,22,6,10,2015,474.5
2015-10-18 20:00:00,23,6,10,2015,432.25
2015-10-18 21:00:00,0,0,10,2015,394.75
2015-10-18 22:00:00,1,0,10,2015,366.25
2015-10-18 23:00:00,2,0,10,2015,353.25
2015-10-19 00:00:00,3,0,10,2015,345.5
2015-10-19 01:00:00,4,0,10,2015,341.75
2015-10-19 02:00:00,5,0,10,2015,350.5
2015-10-19 03:00:00,6,0,10,2015,392.75
2015-10-19 04:00:00,7,0,10,2015,455.0
2015-10-19 05:00:00,8,0,10,2015,515.25
2015-10-19 06:00:00,9,0,10,2015,548.5
2015-10-19 07:00:00,10,0,10,2015,571.25
2015-10-19 08:00:00,11,0,10,2015,582.25
2015-10-19 09:00:00,12,0,10,2015,593.75
2015-10-19 10:00:00,13,0,10,2015,572.0
2015-10-19 11:00:00,14,0,10,2015,555.25
2015-10-19 12:00:00,15,0,10,2015,559.75
2015-10-19 13:00:00,16,0,10,2015,558.5
2015-10-19 14:00:00,17,0,10,2015,557.25
2015-10-19 15:00:00,18,0,10,2015,577.75
2015-10-19 16:00:00,19,0,10,2015,615.0
2015-10-19 17:00:00,20,0,10,2015,577.75
2015-10-19 18:00:00,21,0,10,2015,532.75
2015-10-19 19:00:00,22,0,10,2015,482.75
2015-10-19 20:00:00,23,0,10,2015,431.0
2015-10-19 21:00:00,0,1,10,2015,387.75
2015-10-19 22:00:00,1,1,10,2015,359.25
2015-10-19 23:00:00,2,1,10,2015,345.0
2015-10-20 00:00:00,3,1,10,2015,335.25
2015-10-20 01:00:00,4,1,10,2015,333.75
2015-10-20 02:00:00,5,1,10,2015,346.25
2015-10-20 03:00:00,6,1,10,2015,388.75
2015-10-20 04:00:00,7,1,10,2015,448.0
2015-10-20 05:00:00,8,1,10,2015,506.5
2015-10-20 06:00:00,9,1,10,2015,541.0
2015-10-20 07:00:00,10,1,10,2015,560.0
2015-10-20 08:00:00,11,1,10,2015,570.5
2015-10-20 09:00:00,12,1,10,2015,542.5
2015-10-20 10:00:00,13,1,10,2015,556.0
2015-10-20 11:00:00,14,1,10,2015,557.75
2015-10-20 12:00:00,15,1,10,2015,553.75
2015-10-20 13:00:00,16,1,10,2015,550.25
2015-10-20 14:00:00,17,1,10,2015,550.25
2015-10-20 15:00:00,18,1,10,2015,573.5
2015-10-20 16:00:00,19,1,10,2015,602.25
2015-10-20 17:00:00,20,1,10,2015,566.0
2015-10-20 18:00:00,21,1,10,2015,521.25
2015-10-20 19:00:00,22,1,10,2015,471.5
2015-10-20 20:00:00,23,1,10,2015,423.75
2015-10-20 21:00:00,0,2,10,2015,
2015-10-20 22:00:00,1,2,10,2015,
2015-10-20 23:00:00,2,2,10,2015,
2015-10-21 00:00:00,3,2,10,2015,
2015-10-21 01:00:00,4,2,10,2015,
2015-10-21 02:00:00,5,2,10,2015,
2015-10-21 03:00:00,6,2,10,2015,
2015-10-21 04:00:00,7,2,10,2015,
2015-10-21 05:00:00,8,2,10,2015,
2015-10-21 06:00:00,9,2,10,2015,
2015-10-21 07:00:00,10,2,10,2015,
2015-10-21 08:00:00,11,2,10,2015,
2015-10-21 09:00:00,12,2,10,2015,
2015-10-21 10:00:00,13,2,10,2015,
2015-10-21 11:00:00,14,2,10,2015,
2015-10-21 12:00:00,15,2,10,2015,
2015-10-21 13:00:00,16,2,10,2015,
2015-10-21 14:00:00,17,2,10,2015,
2015-10-21 15:00:00,18,2,10,2015,
2015-10-21 16:00:00,19,2,10,2015,
2015-10-21 17:00:00,20,2,10,2015,
2015-10-21 18:00:00,21,2,10,2015,
2015-10-21 19:00:00,22,2,10,2015,
2015-10-21 20:00:00,23,2,10,2015,
2015-10-21 21:00:00,0,3,10,2015,392.0
2015-10-21 22:00:00,1,3,10,2015,363.0
2015-10-21 23:00:00,2,3,10,2015,348.25
2015-10-22 00:00:00,3,3,10,2015,340.75
2015-10-22 01:00:00,4,3,10,2015,339.0
2015-10-22 02:00:00,5,3,10,2015,352.5
2015-10-22 03:00:00,6,3,10,2015,398.0
2015-10-22 04:00:00,7,3,10,2015,467.5
2015-10-22 05:00:00,8,3,10,2015,533.25
2015-10-22 06:00:00,9,3,10,2015,556.75
2015-10-22 07:00:00,10,3,10,2015,571.75
2015-10-22 08:00:00,11,3,10,2015,562.25
2015-10-22 09:00:00,12,3,10,2015,556.0
2015-10-22 10:00:00,13,3,10,2015,550.5
2015-10-22 11:00:00,14,3,10,2015,545.75
2015-10-22 12:00:00,15,3,10,2015,532.0
2015-10-22 13:00:00,16,3,10,2015,526.25
2015-10-22 14:00:00,17,3,10,2015,535.25
2015-10-22 15:00:00,18,3,10,2015,577.75
2015-10-22 16:00:00,19,3,10,2015,608.5
2015-10-22 17:00:00,20,3,10,2015,572.0
2015-10-22 18:00:00,21,3,10,2015,517.75
2015-10-22 19:00:00,22,3,10,2015,467.5
2015-10-22 20:00:00,23,3,10,2015,416.25
2015-10-22 21:00:00,0,4,10,2015,375.25
2015-10-22 22:00:00,1,4,10,2015,349.75
2015-10-22 23:00:00,2,4,10,2015,334.5
2015-10-23 00:00:00,3,4,10,2015,328.75
2015-10-23 01:00:00,4,4,10,2015,328.75
2015-10-23 02:00:00,5,4,10,2015,337.0
2015-10-23 03:00:00,6,4,10,2015,384.25
2015-10-23 04:00:00,7,4,10,2015,452.25
2015-10-23 05:00:00,8,4,10,2015,513.5
2015-10-23 06:00:00,9,4,10,2015,541.25
2015-10-23 07:00:00,10,4,10,2015,560.75
2015-10-23 08:00:00,11,4,10,2015,564.75
2015-10-23 09:00:00,12,4,10,2015,575.5
2015-10-23 10:00:00,13,4,10,2015,568.5
2015-10-23 11:00:00,14,4,10,2015,558.75
2015-10-23 12:00:00,15,4,10,2015,542.0
2015-10-23 13:00:00,16,4,10,2015,532.0
2015-10-23 14:00:00,17,4,10,2015,529.5
2015-10-23 15:00:00,18,4,10,2015,568.0
2015-10-23 16:00:00,19,4,10,2015,613.5
2015-10-23 17:00:00,20,4,10,2015,577.75
2015-10-23 18:00:00,21,4,10,2015,534.0
2015-10-23 19:00:00,22,4,10,2015,483.0
2015-10-23 20:00:00,23,4,10,2015,437.5
2015-10-23 21:00:00,0,5,10,2015,394.5
2015-10-23 22:00:00,1,5,10,2015,368.25
2015-10-23 23:00:00,2,5,10,2015,351.5
2015-10-24 00:00:00,3,5,10,2015,340.75
2015-10-24 01:00:00,4,5,10,2015,333.5
2015-10-24 02:00:00,5,5,10,2015,340.0
2015-10-24 03:00:00,6,5,10,2015,352.25
2015-10-24 04:00:00,7,5,10,2015,377.5
2015-10-24 05:00:00,8,5,10,2015,429.0
2015-10-24 06:00:00,9,5,10,2015,460.25
2015-10-24 07:00:00,10,5,10,2015,466.5
2015-10-24 08:00:00,11,5,10,2015,476.0
2015-10-24 09:00:00,12,5,10,2015,493.25
2015-10-24 10:00:00,13,5,10,2015,492.0
2015-10-24 11:00:00,14,5,10,2015,474.75
2015-10-24 12:00:00,15,5,10,2015,459.5
2015-10-24 13:00:00,16,5,10,2015,463.5
2015-10-24 14:00:00,17,5,10,2015,479.0
2015-10-24 15:00:00,18,5,10,2015,524.5
2015-10-24 16:00:00,19,5,10,2015,558.25
2015-10-24 17:00:00,20,5,10,2015,532.5
2015-10-24 18:00:00,21,5,10,2015,492.75
2015-10-24 19:00:00,22,5,10,2015,453.0
2015-10-24 20:00:00,23,5,10,2015,416.25
2015-10-24 21:00:00,0,6,10,2015,380.25
2015-10-24 22:00:00,1,6,10,2015,353.25
2015-10-24 23:00:00,2,6,10,2015,336.75
2015-10-25 00:00:00,3,6,10,2015,
2015-10-25 01:00:00,3,6,10,2015,
2015-10-25 02:00:00,4,6,10,2015,317.25
2015-10-25 03:00:00,5,6,10,2015,316.75
2015-10-25 04:00:00,6,6,10,2015,329.0
2015-10-25 05:00:00,7,6,10,2015,366.25
2015-10-25 06:00:00,8,6,10,2015,403.75
2015-10-25 07:00:00,9,6,10,2015,415.0
2015-10-25 08:00:00,10,6,10,2015,436.5
2015-10-25 09:00:00,11,6,10,2015,430.5
2015-10-25 10:00:00,12,6,10,2015,424.5
2015-10-25 11:00:00,13,6,10,2015,407.0
2015-10-25 12:00:00,14,6,10,2015,411.25
2015-10-25 13:00:00,15,6,10,2015,417.75
2015-10-25 14:00:00,16,6,10,2015,437.0
2015-10-25 15:00:00,17,6,10,2015,483.0
2015-10-25 16:00:00,18,6,10,2015,530.5
2015-10-25 17:00:00,19,6,10,2015,520.5
2015-10-25 18:00:00,20,6,10,2015,496.25
2015-10-25 19:00:00,21,6,10,2015,464.0
2015-10-25 20:00:00,22,6,10,2015,419.75
2015-10-25 21:00:00,23,6,10,2015,376.5
2015-10-25 22:00:00,0,0,10,2015,344.5
2015-10-25 23:00:00,1,0,10,2015,322.75
2015-10-26 00:00:00,2,0,10,2015,312.5
2015-10-26 01:00:00,3,0,10,2015,308.75
2015-10-26 02:00:00,4,0,10,2015,310.0
2015-10-26 03:00:00,5,0,10,2015,319.25
2015-10-26 04:00:00,6,0,10,2015,365.25
2015-10-26 05:00:00,7,0,10,2015,430.5
2015-10-26 06:00:00,8,0,10,2015,479.0
2015-10-26 07:00:00,9,0,10,2015,488.5
2015-10-26 08:00:00,10,0,10,2015,491.75
2015-10-26 09:00:00,11,0,10,2015,498.5
2015-10-26 10:00:00,12,0,10,2015,514.75
2015-10-26 11:00:00,13,0,10,2015,521.0
2015-10-26 12:00:00,14,0,10,2015,520.75
2015-10-26 13:00:00,15,0,10,2015,514.75
2015-10-26 14:00:00,16,0,10,2015,521.75
2015-10-26 15:00:00,17,0,10,2015,560.5
2015-10-26 16:00:00,18,0,10,2015,594.5
2015-10-26 17:00:00,19,0,10,2015,571.0
2015-10-26 18:00:00,20,0,10,2015,534.5
2015-10-26 19:00:00,21,0,10,2015,486.5
2015-10-26 20:00:00,22,0,10,2015,436.0
2015-10-26 21:00:00,23,0,10,2015,385.5
2015-10-26 22:00:00,0,1,10,2015,
2015-10-26 23:00:00,1,1,10,2015,
2015-10-27 00:00:00,2,1,10,2015,
2015-10-27 01:00:00,3,1,10,2015,
2015-10-27 02:00:00,4,1,10,2015,
2015-10-27 03:00:00,5,1,10,2015,
2015-10-27 04:00:00,6,1,10,2015,
2015-10-27 05:00:00,7,1,10,2015,
2015-10-27 06:00:00,8,1,10,2015,
2015-10-27 07:00:00,9,1,10,2015,
2015-10-27 08:00:00,10,1,10,2015,
2015-10-27 09:00:00,11,1,10,2015,
2015-10-27 10:00:00,12,1,10,2015,
2015-10-27 11:00:00,13,1,10,2015,
2015-10-27 12:00:00,14,1,10,2015,
2015-10-27 13:00:00,15,1,10,2015,
2015-10-27 14:00:00,16,1,10,2015,
2015-10-27 15:00:00,17,1,10,2015,
2015-10-27 16:00:00,18,1,10,2015,
2015-10-27 17:00:00,19,1,10,2015,
2015-10-27 18:00:00,20,1,10,2015,
2015-10-27 19:00:00,21,1,10,2015,
2015-10-27 20:00:00,22,1,10,2015,
2015-10-27 21:00:00,23,1,10,2015,
2015-10-27 22:00:00,0,2,10,2015,356.25
2015-10-27 23:00:00,1,2,10,2015,332.75
2015-10-28 00:00:00,2,2,10,2015,320.25
2015-10-28 01:00:00,3,2,10,2015,312.25
2015-10-28 02:00:00,4,2,10,2015,310.25
2015-10-28 03:00:00,5,2,10,2015,310.75
2015-10-28 04:00:00,6,2,10,2015,320.75
2015-10-28 05:00:00,7,2,10,2015,352.25
2015-10-28 06:00:00,8,2,10,2015,391.25
2015-10-28 07:00:00,9,2,10,2015,409.5
2015-10-28 08:00:00,10,2,10,2015,409.0
2015-10-28 09:00:00,11,2,10,2015,414.0
2015-10-28 10:00:00,12,2,10,2015,417.0
2015-10-28 11:00:00,13,2,10,2015,414.5
2015-10-28 12:00:00,14,2,10,2015,410.75
2015-10-28 13:00:00,15,2,10,2015,423.0
2015-10-28 14:00:00,16,2,10,2015,441.75
2015-10-28 15:00:00,17,2,10,2015,494.75
2015-10-28 16:00:00,18,2,10,2015,535.0
2015-10-28 17:00:00,19,2,10,2015,524.75
2015-10-28 18:00:00,20,2,10,2015,500.25
2015-10-28 19:00:00,21,2,10,2015,465.75
2015-10-28 20:00:00,22,2,10,2015,421.25
2015-10-28 21:00:00,23,2,10,2015,377.25
2015-10-28 22:00:00,0,3,10,2015,341.25
2015-10-28 23:00:00,1,3,10,2015,321.0
2015-10-29 00:00:00,2,3,10,2015,310.75
2015-10-29 01:00:00,3,3,10,2015,306.5
2015-10-29 02:00:00,4,3,10,2015,309.75
2015-10-29 03:00:00,5,3,10,2015,320.5
2015-10-29 04:00:00,6,3,10,2015,364.0
2015-10-29 05:00:00,7,3,10,2015,430.75
2015-10-29 06:00:00,8,3,10,2015,480.75
2015-10-29 07:00:00,9,3,10,2015,488.5
2015-10-29 08:00:00,10,3,10,2015,500.5
2015-10-29 09:00:00,11,3,10,2015,513.75
2015-10-29 10:00:00,12,3,10,2015,520.25
2015-10-29 11:00:00,13,3,10,2015,513.5
2015-10-29 12:00:00,14,3,10,2015,503.25
2015-10-29 13:00:00,15,3,10,2015,503.0
2015-10-29 14:00:00,16,3,10,2015,509.0
2015-10-29 15:00:00,17,3,10,2015,553.75
2015-10-29 16:00:00,18,3,10,2015,592.0
2015-10-29 17:00:00,19,3,10,2015,578.75
2015-10-29 18:00:00,20,3,10,2015,547.5
2015-10-29 19:00:00,21,3,10,2015,495.75
2015-10-29 20:00:00,22,3,10,2015,440.75
2015-10-29 21:00:00,23,3,10,2015,385.75
2015-10-29 22:00:00,0,4,10,2015,346.75
2015-10-29 23:00:00,1,4,10,2015,324.0
2015-10-30 00:00:00,2,4,10,2015,314.5
2015-10-30 01:00:00,3,4,10,2015,309.5
2015-10-30 02:00:00,4,4,10,2015,311.25
2015-10-30 03:00:00,5,4,10,2015,317.25
2015-10-30 04:00:00,6,4,10,2015,359.25
2015-10-30 05:00:00,7,4,10,2015,416.5
2015-10-30 06:00:00,8,4,10,2015,457.5
2015-10-30 07:00:00,9,4,10,2015,469.25
2015-10-30 08:00:00,10,4,10,2015,476.5
2015-10-30 09:00:00,11,4,10,2015,476.5
2015-10-30 10:00:00,12,4,10,2015,487.75
2015-10-30 11:00:00,13,4,10,2015,488.25
2015-10-30 12:00:00,14,4,10,2015,489.75
2015-10-30 13:00:00,15,4,10,2015,485.75
2015-10-30 14:00:00,16,4,10,2015,498.25
2015-10-30 15:00:00,17,4,10,2015,540.25
2015-10-30 16:00:00,18,4,10,2015,579.25
2015-10-30 17:00:00,19,4,10,2015,562.75
2015-10-30 18:00:00,20,4,10,2015,532.0
2015-10-30 19:00:00,21,4,10,2015,485.0
2015-10-30 20:00:00,22,4,10,2015,437.0
2015-10-30 21:00:00,23,4,10,2015,393.0
2015-10-30 22:00:00,0,5,10,2015,358.0
2015-10-30 23:00:00,1,5,10,2015,332.25
2015-10-31 00:00:00,2,5,10,2015,316.5
2015-10-31 01:00:00,3,5,10,2015,309.25
2015-10-31 02:00:00,4,5,10,2015,309.0
2015-10-31 03:00:00,5,5,10,2015,309.75
2015-10-31 04:00:00,6,5,10,2015,322.0
2015-10-31 05:00:00,7,5,10,2015,356.5
2015-10-31 06:00:00,8,5,10,2015,390.75
2015-10-31 07:00:00,9,5,10,2015,410.75
2015-10-31 08:00:00,10,5,10,2015,416.5
2015-10-31 09:00:00,11,5,10,2015,421.75
2015-10-31 10:00:00,12,5,10,2015,431.5
2015-10-31 11:00:00,13,5,10,2015,429.0
2015-10-31 12:00:00,14,5,10,2015,419.0
2015-10-31 13:00:00,15,5,10,2015,423.75
2015-10-31 14:00:00,16,5,10,2015,442.0
2015-10-31 15:00:00,17,5,10,2015,496.75
2015-10-31 16:00:00,18,5,10,2015,535.0
2015-10-31 17:00:00,19,5,10,2015,519.75
2015-10-31 18:00:00,20,5,10,2015,491.0
2015-10-31 19:00:00,21,5,10,2015,457.0
2015-10-31 20:00:00,22,5,10,2015,421.5
2015-10-31 21:00:00,23,5,10,2015,382.5
2015-10-31 22:00:00,0,6,11,2015,352.5
2015-10-31 23:00:00,1,6,11,2015,327.25
2015-11-01 00:00:00,2,6,11,2015,313.5
2015-11-01 01:00:00,3,6,11,2015,305.75
2015-11-01 02:00:00,4,6,11,2015,306.0
2015-11-01 03:00:00,5,6,11,2015,303.25
2015-11-01 04:00:00,6,6,11,2015,299.25
2015-11-01 05:00:00,7,6,11,2015,313.5
2015-11-01 06:00:00,8,6,11,2015,331.25
2015-11-01 07:00:00,9,6,11,2015,346.0
2015-11-01 08:00:00,10,6,11,2015,363.5
2015-11-01 09:00:00,11,6,11,2015,377.75
2015-11-01 10:00:00,12,6,11,2015,383.75
2015-11-01 11:00:00,13,6,11,2015,381.5
2015-11-01 12:00:00,14,6,11,2015,371.25
2015-11-01 13:00:00,15,6,11,2015,380.0
2015-11-01 14:00:00,16,6,11,2015,404.5
2015-11-01 15:00:00,17,6,11,2015,458.5
2015-11-01 16:00:00,18,6,11,2015,493.0
2015-11-01 17:00:00,19,6,11,2015,476.75
2015-11-01 18:00:00,20,6,11,2015,455.5
2015-11-01 19:00:00,21,6,11,2015,429.5
2015-11-01 20:00:00,22,6,11,2015,389.25
2015-11-01 21:00:00,23,6,11,2015,347.25
2015-11-01 22:00:00,0,0,11,2015,311.25
2015-11-01 23:00:00,1,0,11,2015,290.75
2015-11-02 00:00:00,2,0,11,2015,280.25
2015-11-02 01:00:00,3,0,11,2015,276.25
2015-11-02 02:00:00,4,0,11,2015,278.25
2015-11-02 03:00:00,5,0,11,2015,289.5
2015-11-02 04:00:00,6,0,11,2015,327.0
2015-11-02 05:00:00,7,0,11,2015,383.5
2015-11-02 06:00:00,8,0,11,2015,423.0
2015-11-02 07:00:00,9,0,11,2015,436.5
2015-11-02 08:00:00,10,0,11,2015,439.75
2015-11-02 09:00:00,11,0,11,2015,442.0
2015-11-02 10:00:00,12,0,11,2015,443.5
2015-11-02 11:00:00,13,0,11,2015,441.75
2015-11-02 12:00:00,14,0,11,2015,442.5
2015-11-02 13:00:00,15,0,11,2015,442.25
2015-11-02 14:00:00,16,0,11,2015,454.25
2015-11-02 15:00:00,17,0,11,2015,509.0
2015-11-02 16:00:00,18,0,11,2015,539.75
2015-11-02 17:00:00,19,0,11,2015,527.0
2015-11-02 18:00:00,20,0,11,2015,498.25
2015-11-02 19:00:00,21,0,11,2015,457.25
2015-11-02 20:00:00,22,0,11,2015,415.0
2015-11-02 21:00:00,23,0,11,2015,370.0
2015-11-02 22:00:00,0,1,11,2015,331.5
2015-11-02 23:00:00,1,1,11,2015,311.0
2015-11-03 00:00:00,2,1,11,2015,299.0
2015-11-03 01:00:00,3,1,11,2015,294.0
2015-11-03 02:00:00,4,1,11,2015,297.25
2015-11-03 03:00:00,5,1,11,2015,309.5
2015-11-03 04:00:00,6,1,11,2015,343.25
2015-11-03 05:00:00,7,1,11,2015,396.5
2015-11-03 06:00:00,8,1,11,2015,440.25
2015-11-03 07:00:00,9,1,11,2015,454.25
2015-11-03 08:00:00,10,1,11,2015,456.75
2015-11-03 09:00:00,11,1,11,2015,461.75
2015-11-03 10:00:00,12,1,11,2015,466.75
2015-11-03 11:00:00,13,1,11,2015,461.0
2015-11-03 12:00:00,14,1,11,2015,456.25
2015-11-03 13:00:00,15,1,11,2015,449.5
2015-11-03 14:00:00,16,1,11,2015,464.0
2015-11-03 15:00:00,17,1,11,2015,519.5
2015-11-03 16:00:00,18,1,11,2015,551.0
2015-11-03 17:00:00,19,1,11,2015,535.25
2015-11-03 18:00:00,20,1,11,2015,503.0
2015-11-03 19:00:00,21,1,11,2015,462.5
2015-11-03 20:00:00,22,1,11,2015,416.25
2015-11-03 21:00:00,23,1,11,2015,367.25
2015-11-03 22:00:00,0,2,11,2015,324.75
2015-11-03 23:00:00,1,2,11,2015,301.5
2015-11-04 00:00:00,2,2,11,2015,293.75
2015-11-04 01:00:00,3,2,11,2015,287.75
2015-11-04 02:00:00,4,2,11,2015,293.25
2015-11-04 03:00:00,5,2,11,2015,307.25
2015-11-04 04:00:00,6,2,11,2015,344.0
2015-11-04 05:00:00,7,2,11,2015,405.75
2015-11-04 06:00:00,8,2,11,2015,457.0
2015-11-04 07:00:00,9,2,11,2015,475.25
2015-11-04 08:00:00,10,2,11,2015,488.25
2015-11-04 09:00:00,11,2,11,2015,491.75
2015-11-04 10:00:00,12,2,11,2015,495.25
2015-11-04 11:00:00,13,2,11,2015,485.5
2015-11-04 12:00:00,14,2,11,2015,479.25
2015-11-04 13:00:00,15,2,11,2015,468.75
2015-11-04 14:00:00,16,2,11,2015,483.25
2015-11-04 15:00:00,17,2,11,2015,546.5
2015-11-04 16:00:00,18,2,11,2015,577.5
2015-11-04 17:00:00,19,2,11,2015,560.5
2015-11-04 18:00:00,20,2,11,2015,527.25
2015-11-04 19:00:00,21,2,11,2015,480.75
2015-11-04 20:00:00,22,2,11,2015,429.75
2015-11-04 21:00:00,23,2,11,2015,378.75
2015-11-04 22:00:00,0,3,11,2015,339.25
2015-11-04 23:00:00,1,3,11,2015,313.5
2015-11-05 00:00:00,2,3,11,2015,303.0
2015-11-05 01:00:00,3,3,11,2015,297.75
2015-11-05 02:00:00,4,3,11,2015,296.75
2015-11-05 03:00:00,5,3,11,2015,311.5
2015-11-05 04:00:00,6,3,11,2015,357.25
2015-11-05 05:00:00,7,3,11,2015,417.75
2015-11-05 06:00:00,8,3,11,2015,469.5
2015-11-05 07:00:00,9,3,11,2015,478.0
2015-11-05 08:00:00,10,3,11,2015,478.75
2015-11-05 09:00:00,11,3,11,2015,479.5
2015-11-05 10:00:00,12,3,11,2015,486.5
2015-11-05 11:00:00,13,3,11,2015,477.75
2015-11-05 12:00:00,14,3,11,2015,478.75
2015-11-05 13:00:00,15,3,11,2015,482.5
2015-11-05 14:00:00,16,3,11,2015,499.5
2015-11-05 15:00:00,17,3,11,2015,554.5
2015-11-05 16:00:00,18,3,11,2015,579.0
2015-11-05 17:00:00,19,3,11,2015,562.75
2015-11-05 18:00:00,20,3,11,2015,528.0
2015-11-05 19:00:00,21,3,11,2015,486.25
2015-11-05 20:00:00,22,3,11,2015,436.0
2015-11-05 21:00:00,23,3,11,2015,388.25
2015-11-05 22:00:00,0,4,11,2015,346.5
2015-11-05 23:00:00,1,4,11,2015,317.75
2015-11-06 00:00:00,2,4,11,2015,306.75
2015-11-06 01:00:00,3,4,11,2015,302.25
2015-11-06 02:00:00,4,4,11,2015,304.75
2015-11-06 03:00:00,5,4,11,2015,318.0
2015-11-06 04:00:00,6,4,11,2015,359.25
2015-11-06 05:00:00,7,4,11,2015,422.75
2015-11-06 06:00:00,8,4,11,2015,467.75
2015-11-06 07:00:00,9,4,11,2015,472.75
2015-11-06 08:00:00,10,4,11,2015,474.0
2015-11-06 09:00:00,11,4,11,2015,484.25
2015-11-06 10:00:00,12,4,11,2015,490.75
2015-11-06 11:00:00,13,4,11,2015,484.5
2015-11-06 12:00:00,14,4,11,2015,479.25
2015-11-06 13:00:00,15,4,11,2015,473.5
2015-11-06 14:00:00,16,4,11,2015,486.0
2015-11-06 15:00:00,17,4,11,2015,540.5
2015-11-06 16:00:00,18,4,11,2015,570.0
2015-11-06 17:00:00,19,4,11,2015,550.5
2015-11-06 18:00:00,20,4,11,2015,521.25
2015-11-06 19:00:00,21,4,11,2015,477.75
2015-11-06 20:00:00,22,4,11,2015,432.25
2015-11-06 21:00:00,23,4,11,2015,389.25
2015-11-06 22:00:00,0,5,11,2015,352.25
2015-11-06 23:00:00,1,5,11,2015,327.75
2015-11-07 00:00:00,2,5,11,2015,311.25
2015-11-07 01:00:00,3,5,11,2015,301.0
2015-11-07 02:00:00,4,5,11,2015,303.5
2015-11-07 03:00:00,5,5,11,2015,307.75
2015-11-07 04:00:00,6,5,11,2015,315.5
2015-11-07 05:00:00,7,5,11,2015,352.0
2015-11-07 06:00:00,8,5,11,2015,389.75
2015-11-07 07:00:00,9,5,11,2015,411.75
2015-11-07 08:00:00,10,5,11,2015,416.0
2015-11-07 09:00:00,11,5,11,2015,418.75
2015-11-07 10:00:00,12,5,11,2015,426.25
2015-11-07 11:00:00,13,5,11,2015,423.75
2015-11-07 12:00:00,14,5,11,2015,413.5
2015-11-07 13:00:00,15,5,11,2015,422.5
2015-11-07 14:00:00,16,5,11,2015,443.25
2015-11-07 15:00:00,17,5,11,2015,502.75
2015-11-07 16:00:00,18,5,11,2015,533.0
2015-11-07 17:00:00,19,5,11,2015,517.5
2015-11-07 18:00:00,20,5,11,2015,489.75
2015-11-07 19:00:00,21,5,11,2015,455.0
2015-11-07 20:00:00,22,5,11,2015,419.5
2015-11-07 21:00:00,23,5,11,2015,383.25
2015-11-07 22:00:00,0,6,11,2015,349.75
2015-11-07 23:00:00,1,6,11,2015,319.75
2015-11-08 00:00:00,2,6,11,2015,306.75
2015-11-08 01:00:00,3,6,11,2015,298.75
2015-11-08 02:00:00,4,6,11,2015,300.25
2015-11-08 03:00:00,5,6,11,2015,301.75
2015-11-08 04:00:00,6,6,11,2015,298.5
2015-11-08 05:00:00,7,6,11,2015,319.5
2015-11-08 06:00:00,8,6,11,2015,338.0
2015-11-08 07:00:00,9,6,11,2015,351.75
2015-11-08 08:00:00,10,6,11,2015,368.0
2015-11-08 09:00:00,11,6,11,2015,380.25
2015-11-08 10:00:00,12,6,11,2015,385.5
2015-11-08 11:00:00,13,6,11,2015,384.75
2015-11-08 12:00:00,14,6,11,2015,380.75
2015-11-08 13:00:00,15,6,11,2015,390.75
2015-11-08 14:00:00,16,6,11,2015,411.75
2015-11-08 15:00:00,17,6,11,2015,471.5
2015-11-08 16:00:00,18,6,11,2015,503.75
2015-11-08 17:00:00,19,6,11,2015,492.5
2015-11-08 18:00:00,20,6,11,2015,472.75
2015-11-08 19:00:00,21,6,11,2015,444.75
2015-11-08 20:00:00,22,6,11,2015,406.0
2015-11-08 21:00:00,23,6,11,2015,365.75
2015-11-08 22:00:00,0,0,11,2015,330.75
2015-11-08 23:00:00,1,0,11,2015,307.5
2015-11-09 00:00:00,2,0,11,2015,295.0
2015-11-09 01:00:00,3,0,11,2015,294.0
2015-11-09 02:00:00,4,0,11,2015,295.5
2015-11-09 03:00:00,5,0,11,2015,307.5
2015-11-09 04:00:00,6,0,11,2015,349.25
2015-11-09 05:00:00,7,0,11,2015,406.25
2015-11-09 06:00:00,8,0,11,2015,448.75
2015-11-09 07:00:00,9,0,11,2015,465.0
