Time (UTC),Local hour of the day,Local day of the week,Local month of the year,Local year,Electricity demand [MW]
2014-12-31 23:00:00,0,3,1,2015,72390.0
2015-01-01 00:00:00,1,3,1,2015,70929.0
2015-01-01 01:00:00,2,3,1,2015,69773.0
2015-01-01 02:00:00,3,3,1,2015,66417.0
2015-01-01 03:00:00,4,3,1,2015,64182.0
2015-01-01 04:00:00,5,3,1,2015,63859.0
2015-01-01 05:00:00,6,3,1,2015,63921.0
2015-01-01 06:00:00,7,3,1,2015,64117.0
2015-01-01 07:00:00,8,3,1,2015,63861.0
2015-01-01 08:00:00,9,3,1,2015,64277.0
2015-01-01 09:00:00,10,3,1,2015,65100.0
2015-01-01 10:00:00,11,3,1,2015,65875.0
2015-01-01 11:00:00,12,3,1,2015,67460.0
2015-01-01 12:00:00,13,3,1,2015,65706.0
2015-01-01 13:00:00,14,3,1,2015,62688.0
2015-01-01 14:00:00,15,3,1,2015,60798.0
2015-01-01 15:00:00,16,3,1,2015,61111.0
2015-01-01 16:00:00,17,3,1,2015,65620.0
2015-01-01 17:00:00,18,3,1,2015,69967.0
2015-01-01 18:00:00,19,3,1,2015,71682.0
2015-01-01 19:00:00,20,3,1,2015,70462.0
2015-01-01 20:00:00,21,3,1,2015,68173.0
2015-01-01 21:00:00,22,3,1,2015,69188.0
2015-01-01 22:00:00,23,3,1,2015,70135.0
2015-01-01 23:00:00,0,4,1,2015,67584.0
2015-01-02 00:00:00,1,4,1,2015,65510.0
2015-01-02 01:00:00,2,4,1,2015,64522.0
2015-01-02 02:00:00,3,4,1,2015,61798.0
2015-01-02 03:00:00,4,4,1,2015,60686.0
2015-01-02 04:00:00,5,4,1,2015,62060.0
2015-01-02 05:00:00,6,4,1,2015,64662.0
2015-01-02 06:00:00,7,4,1,2015,66982.0
2015-01-02 07:00:00,8,4,1,2015,68828.0
2015-01-02 08:00:00,9,4,1,2015,70472.0
2015-01-02 09:00:00,10,4,1,2015,71681.0
2015-01-02 10:00:00,11,4,1,2015,72248.0
2015-01-02 11:00:00,12,4,1,2015,73443.0
2015-01-02 12:00:00,13,4,1,2015,71451.0
2015-01-02 13:00:00,14,4,1,2015,69123.0
2015-01-02 14:00:00,15,4,1,2015,66628.0
2015-01-02 15:00:00,16,4,1,2015,66234.0
2015-01-02 16:00:00,17,4,1,2015,69985.0
2015-01-02 17:00:00,18,4,1,2015,73818.0
2015-01-02 18:00:00,19,4,1,2015,73971.0
2015-01-02 19:00:00,20,4,1,2015,70938.0
2015-01-02 20:00:00,21,4,1,2015,67746.0
2015-01-02 21:00:00,22,4,1,2015,68455.0
2015-01-02 22:00:00,23,4,1,2015,69539.0
2015-01-02 23:00:00,0,5,1,2015,66642.0
2015-01-03 00:00:00,1,5,1,2015,64227.0
2015-01-03 01:00:00,2,5,1,2015,62716.0
2015-01-03 02:00:00,3,5,1,2015,59396.0
2015-01-03 03:00:00,4,5,1,2015,57700.0
2015-01-03 04:00:00,5,5,1,2015,58131.0
2015-01-03 05:00:00,6,5,1,2015,59493.0
2015-01-03 06:00:00,7,5,1,2015,60986.0
2015-01-03 07:00:00,8,5,1,2015,62703.0
2015-01-03 08:00:00,9,5,1,2015,64814.0
2015-01-03 09:00:00,10,5,1,2015,66427.0
2015-01-03 10:00:00,11,5,1,2015,67027.0
2015-01-03 11:00:00,12,5,1,2015,68498.0
2015-01-03 12:00:00,13,5,1,2015,66851.0
2015-01-03 13:00:00,14,5,1,2015,64325.0
2015-01-03 14:00:00,15,5,1,2015,61852.0
2015-01-03 15:00:00,16,5,1,2015,60906.0
2015-01-03 16:00:00,17,5,1,2015,63367.0
2015-01-03 17:00:00,18,5,1,2015,66458.0
2015-01-03 18:00:00,19,5,1,2015,66400.0
2015-01-03 19:00:00,20,5,1,2015,63519.0
2015-01-03 20:00:00,21,5,1,2015,60554.0
2015-01-03 21:00:00,22,5,1,2015,61320.0
2015-01-03 22:00:00,23,5,1,2015,62725.0
2015-01-03 23:00:00,0,6,1,2015,60265.0
2015-01-04 00:00:00,1,6,1,2015,57658.0
2015-01-04 01:00:00,2,6,1,2015,55874.0
2015-01-04 02:00:00,3,6,1,2015,52581.0
2015-01-04 03:00:00,4,6,1,2015,50650.0
2015-01-04 04:00:00,5,6,1,2015,50570.0
2015-01-04 05:00:00,6,6,1,2015,51566.0
2015-01-04 06:00:00,7,6,1,2015,52564.0
2015-01-04 07:00:00,8,6,1,2015,53872.0
2015-01-04 08:00:00,9,6,1,2015,56101.0
2015-01-04 09:00:00,10,6,1,2015,58463.0
2015-01-04 10:00:00,11,6,1,2015,60123.0
2015-01-04 11:00:00,12,6,1,2015,62579.0
2015-01-04 12:00:00,13,6,1,2015,60885.0
2015-01-04 13:00:00,14,6,1,2015,58183.0
2015-01-04 14:00:00,15,6,1,2015,56109.0
2015-01-04 15:00:00,16,6,1,2015,55809.0
2015-01-04 16:00:00,17,6,1,2015,59859.0
2015-01-04 17:00:00,18,6,1,2015,65218.0
2015-01-04 18:00:00,19,6,1,2015,66941.0
2015-01-04 19:00:00,20,6,1,2015,65231.0
2015-01-04 20:00:00,21,6,1,2015,62623.0
2015-01-04 21:00:00,22,6,1,2015,63366.0
2015-01-04 22:00:00,23,6,1,2015,64730.0
2015-01-04 23:00:00,0,0,1,2015,62610.0
2015-01-05 00:00:00,1,0,1,2015,61092.0
2015-01-05 01:00:00,2,0,1,2015,60219.0
2015-01-05 02:00:00,3,0,1,2015,57535.0
2015-01-05 03:00:00,4,0,1,2015,56891.0
2015-01-05 04:00:00,5,0,1,2015,59823.0
2015-01-05 05:00:00,6,0,1,2015,66249.0
2015-01-05 06:00:00,7,0,1,2015,73308.0
2015-01-05 07:00:00,8,0,1,2015,76107.0
2015-01-05 08:00:00,9,0,1,2015,76452.0
2015-01-05 09:00:00,10,0,1,2015,76494.0
2015-01-05 10:00:00,11,0,1,2015,76683.0
2015-01-05 11:00:00,12,0,1,2015,76812.0
2015-01-05 12:00:00,13,0,1,2015,75421.0
2015-01-05 13:00:00,14,0,1,2015,73763.0
2015-01-05 14:00:00,15,0,1,2015,71536.0
2015-01-05 15:00:00,16,0,1,2015,71665.0
2015-01-05 16:00:00,17,0,1,2015,75440.0
2015-01-05 17:00:00,18,0,1,2015,79847.0
2015-01-05 18:00:00,19,0,1,2015,80090.0
2015-01-05 19:00:00,20,0,1,2015,76262.0
2015-01-05 20:00:00,21,0,1,2015,71858.0
2015-01-05 21:00:00,22,0,1,2015,71997.0
2015-01-05 22:00:00,23,0,1,2015,72673.0
2015-01-05 23:00:00,0,1,1,2015,69935.0
2015-01-06 00:00:00,1,1,1,2015,67795.0
2015-01-06 01:00:00,2,1,1,2015,66811.0
2015-01-06 02:00:00,3,1,1,2015,64040.0
2015-01-06 03:00:00,4,1,1,2015,63275.0
2015-01-06 04:00:00,5,1,1,2015,65977.0
2015-01-06 05:00:00,6,1,1,2015,72092.0
2015-01-06 06:00:00,7,1,1,2015,78888.0
2015-01-06 07:00:00,8,1,1,2015,81429.0
2015-01-06 08:00:00,9,1,1,2015,81438.0
2015-01-06 09:00:00,10,1,1,2015,81086.0
2015-01-06 10:00:00,11,1,1,2015,81166.0
2015-01-06 11:00:00,12,1,1,2015,80973.0
2015-01-06 12:00:00,13,1,1,2015,79304.0
2015-01-06 13:00:00,14,1,1,2015,77662.0
2015-01-06 14:00:00,15,1,1,2015,75285.0
2015-01-06 15:00:00,16,1,1,2015,75028.0
2015-01-06 16:00:00,17,1,1,2015,78196.0
2015-01-06 17:00:00,18,1,1,2015,81983.0
2015-01-06 18:00:00,19,1,1,2015,81712.0
2015-01-06 19:00:00,20,1,1,2015,77245.0
2015-01-06 20:00:00,21,1,1,2015,72532.0
2015-01-06 21:00:00,22,1,1,2015,72243.0
2015-01-06 22:00:00,23,1,1,2015,72686.0
2015-01-06 23:00:00,0,2,1,2015,69988.0
2015-01-07 00:00:00,1,2,1,2015,67621.0
2015-01-07 01:00:00,2,2,1,2015,66393.0
2015-01-07 02:00:00,3,2,1,2015,63640.0
2015-01-07 03:00:00,4,2,1,2015,62955.0
2015-01-07 04:00:00,5,2,1,2015,65636.0
2015-01-07 05:00:00,6,2,1,2015,71516.0
2015-01-07 06:00:00,7,2,1,2015,78168.0
2015-01-07 07:00:00,8,2,1,2015,80971.0
2015-01-07 08:00:00,9,2,1,2015,80546.0
2015-01-07 09:00:00,10,2,1,2015,79801.0
2015-01-07 10:00:00,11,2,1,2015,79494.0
2015-01-07 11:00:00,12,2,1,2015,79036.0
2015-01-07 12:00:00,13,2,1,2015,77255.0
2015-01-07 13:00:00,14,2,1,2015,75421.0
2015-01-07 14:00:00,15,2,1,2015,73262.0
2015-01-07 15:00:00,16,2,1,2015,72881.0
2015-01-07 16:00:00,17,2,1,2015,75844.0
2015-01-07 17:00:00,18,2,1,2015,79935.0
2015-01-07 18:00:00,19,2,1,2015,79786.0
2015-01-07 19:00:00,20,2,1,2015,75418.0
2015-01-07 20:00:00,21,2,1,2015,71486.0
2015-01-07 21:00:00,22,2,1,2015,70933.0
2015-01-07 22:00:00,23,2,1,2015,71301.0
2015-01-07 23:00:00,0,3,1,2015,68372.0
2015-01-08 00:00:00,1,3,1,2015,65948.0
2015-01-08 01:00:00,2,3,1,2015,64676.0
2015-01-08 02:00:00,3,3,1,2015,61551.0
2015-01-08 03:00:00,4,3,1,2015,60541.0
2015-01-08 04:00:00,5,3,1,2015,62833.0
2015-01-08 05:00:00,6,3,1,2015,68782.0
2015-01-08 06:00:00,7,3,1,2015,75066.0
2015-01-08 07:00:00,8,3,1,2015,76918.0
2015-01-08 08:00:00,9,3,1,2015,76633.0
2015-01-08 09:00:00,10,3,1,2015,76121.0
2015-01-08 10:00:00,11,3,1,2015,75885.0
2015-01-08 11:00:00,12,3,1,2015,75521.0
2015-01-08 12:00:00,13,3,1,2015,74111.0
2015-01-08 13:00:00,14,3,1,2015,72261.0
2015-01-08 14:00:00,15,3,1,2015,69961.0
2015-01-08 15:00:00,16,3,1,2015,69326.0
2015-01-08 16:00:00,17,3,1,2015,72487.0
2015-01-08 17:00:00,18,3,1,2015,76456.0
2015-01-08 18:00:00,19,3,1,2015,76130.0
2015-01-08 19:00:00,20,3,1,2015,72022.0
2015-01-08 20:00:00,21,3,1,2015,68102.0
2015-01-08 21:00:00,22,3,1,2015,67739.0
2015-01-08 22:00:00,23,3,1,2015,68350.0
2015-01-08 23:00:00,0,4,1,2015,65154.0
2015-01-09 00:00:00,1,4,1,2015,62599.0
2015-01-09 01:00:00,2,4,1,2015,61202.0
2015-01-09 02:00:00,3,4,1,2015,58297.0
2015-01-09 03:00:00,4,4,1,2015,57456.0
2015-01-09 04:00:00,5,4,1,2015,59721.0
2015-01-09 05:00:00,6,4,1,2015,65282.0
2015-01-09 06:00:00,7,4,1,2015,71761.0
2015-01-09 07:00:00,8,4,1,2015,73703.0
2015-01-09 08:00:00,9,4,1,2015,73166.0
2015-01-09 09:00:00,10,4,1,2015,72714.0
2015-01-09 10:00:00,11,4,1,2015,72744.0
2015-01-09 11:00:00,12,4,1,2015,72416.0
2015-01-09 12:00:00,13,4,1,2015,70571.0
2015-01-09 13:00:00,14,4,1,2015,68876.0
2015-01-09 14:00:00,15,4,1,2015,66440.0
2015-01-09 15:00:00,16,4,1,2015,65461.0
2015-01-09 16:00:00,17,4,1,2015,67732.0
2015-01-09 17:00:00,18,4,1,2015,70981.0
2015-01-09 18:00:00,19,4,1,2015,70210.0
2015-01-09 19:00:00,20,4,1,2015,66407.0
2015-01-09 20:00:00,21,4,1,2015,62795.0
2015-01-09 21:00:00,22,4,1,2015,62659.0
2015-01-09 22:00:00,23,4,1,2015,63158.0
2015-01-09 23:00:00,0,5,1,2015,59547.0
2015-01-10 00:00:00,1,5,1,2015,56291.0
2015-01-10 01:00:00,2,5,1,2015,54245.0
2015-01-10 02:00:00,3,5,1,2015,50938.0
2015-01-10 03:00:00,4,5,1,2015,49098.0
2015-01-10 04:00:00,5,5,1,2015,49638.0
2015-01-10 05:00:00,6,5,1,2015,51583.0
2015-01-10 06:00:00,7,5,1,2015,53904.0
2015-01-10 07:00:00,8,5,1,2015,56206.0
2015-01-10 08:00:00,9,5,1,2015,58333.0
2015-01-10 09:00:00,10,5,1,2015,59211.0
2015-01-10 10:00:00,11,5,1,2015,59680.0
2015-01-10 11:00:00,12,5,1,2015,61037.0
2015-01-10 12:00:00,13,5,1,2015,59249.0
2015-01-10 13:00:00,14,5,1,2015,57089.0
2015-01-10 14:00:00,15,5,1,2015,54898.0
2015-01-10 15:00:00,16,5,1,2015,54261.0
2015-01-10 16:00:00,17,5,1,2015,57088.0
2015-01-10 17:00:00,18,5,1,2015,61258.0
2015-01-10 18:00:00,19,5,1,2015,61822.0
2015-01-10 19:00:00,20,5,1,2015,59239.0
2015-01-10 20:00:00,21,5,1,2015,56662.0
2015-01-10 21:00:00,22,5,1,2015,57995.0
2015-01-10 22:00:00,23,5,1,2015,59958.0
2015-01-10 23:00:00,0,6,1,2015,57532.0
